Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8,substantive_domains_4_6,substantive_domains_agree,linkage_mode_4_8,linkage_mode_4_6,linkage_mode_agree,analytical_purpose_4_8,analytical_purpose_4_6,analytical_purpose_agree,cross_cutting_tags_4_8,cross_cutting_tags_4_6,cross_cutting_tags_agree,rationale_4_8,rationale_4_6,disagreement_summary
2025/203,2025/203,Local labour markets and structural change across OECD countries (UK component),"Office for National Statistics: Business Structure Database UK, Annual Business Survey GB, Annual Survey of Hours and Earnings Longitudinal - UK",2025,Labour Market & Employment; Business & Productivity,Labour Market & Employment; Business & Productivity,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Labour Market & Employment and Business & Productivity because it studies local labour markets and structural change; Cross-Domain Linkage because business datasets and ASHE earnings span business and labour-market domains; Descriptive Monitoring because it characterises structural change across local labour markets; no tag because the comparison is across places/countries not demographic groups.,"Assigned Labour Market & Employment and Business & Productivity because the title examines local labour markets and structural change, encompassing both workforce and firm/industry dynamics; Cross-Domain Linkage because datasets span firm-level data (BSD, ABS) and worker-level earnings data (ASHE Longitudinal), crossing business and labour-market domains; Descriptive Monitoring because the project characterises structural change across local labour markets and OECD countries without evaluating a specific policy or testing a single exposure-outcome relationship; no cross-cutting tag as no demographic-disparity lens is central.",
2025/205,2025/205,Cost of Living Crisis in Rural Northern Ireland,"Office for National Statistics: Business Register Employment Survey - UK
Living Costs and Food Survey - UK
Labour Force Survey Household - UK
Consumer and Retail Price Index - UK
Annual Survey of Hours and Earnings Longitudinal - UK
Annual Population Survey - UK",2025,"Poverty, Wealth & Living Standards; Labour Market & Employment","Poverty, Wealth & Living Standards",False,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards and Labour Market & Employment because cost-of-living analysis uses living costs/prices data alongside employment and earnings sources; Cross-Domain Linkage because datasets span living standards, prices, business/employment, and labour-market domains; Descriptive Monitoring because it characterises cost-of-living pressures in a region; no tag because the focus is rural area and material conditions, not a demographic-group comparison.","Assigned Poverty, Wealth & Living Standards because the project focuses on cost of living crisis, directly addressing material living standards and economic hardship; Within-Domain Linkage because multiple datasets (BRES, LCFS, LFS, CPI, ASHE, APS) are listed but all relate to household living costs, earnings, prices, and employment as context for living standards analysis within the economic/living standards domain; Descriptive Monitoring because the project appears to characterise the cost of living crisis in rural Northern Ireland; no tag because rural Northern Ireland is a geographic focus, not a demographic/equality group comparison.",Layer A disagreed; Layer B disagreed
2025/206,2025/206,Regional audit of the South-West economy,"Office for National Statistics: Annual Survey of Hours and Earnings - GB,
Labour Force Survey Longitudinal - UK,
Labour Force Survey Person - UK,
Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,
Annual Foreign Direct Investment Survey - UK,
Employer Skills Survey and Investment in Training - UK,
UK Innovation Survey,
Annual Business Survey - GB,
Business Register Employment Survey - UK,
Business Enterprise Research and Development - Great Britain",2025,Business & Productivity; Labour Market & Employment,Labour Market & Employment; Business & Productivity,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Business & Productivity and Labour Market & Employment because a regional economic audit combines firm-level surveys (FDI, innovation, business surveys, R&D) with earnings and labour-force data; Cross-Domain Linkage because datasets span business and labour-market domains plus a census-linked product; Descriptive Monitoring because the aim is to audit/profile the regional economy; no tag because no demographic-group comparison is central.","Assigned Labour Market & Employment because datasets include ASHE, LFS, BRES, and Employer Skills Survey addressing workforce and earnings; Business & Productivity because datasets include FDI Survey, UK Innovation Survey, ABS, and BERD focusing on firm-level activity, innovation, and productivity; Cross-Domain Linkage because datasets span labour market (ASHE, LFS) and business/firm (Innovation Survey, BERD, FDI) domains; Descriptive Monitoring because a regional audit profiles the South-West economy's characteristics and patterns; no tag because no demographic/equality group comparison is central.",
2025/207,2025/207,TRACK-NetZ: Tracking Change in Mobility and Energy Demand Towards Net-Zero,"Office for National Statistics: Annual Gas and Electricity Consumption at Meter Level, Great Britain,
Online Time Use Survey, National Travel Survey
English Housing Survey,
English Housing Survey
UK Household Electricity and Activity Survey
Smart Energy Research Lab Observatory Data, DEA Research Project Accreditation
Understanding Society, Waves 1-13, and Harmonised BHPS, Waves 1-18",2025,Environment & Agriculture,Environment & Agriculture,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Environment & Agriculture because the project tracks mobility and energy demand toward net-zero using gas/electricity consumption, travel, and energy activity data; Cross-Domain Linkage because datasets span energy/environment, housing (EHS), travel, and household panel sources; Descriptive Monitoring because it tracks change in demand patterns over time; no tag because no demographic-group comparison is central.","Assigned Environment & Agriculture because the project tracks changes in mobility and energy demand towards net-zero, focusing on decarbonisation and energy consumption; Cross-Domain Linkage because datasets span energy (gas/electricity meter data, UKHE Activity Survey, Smart Energy), transport (National Travel Survey), housing (English Housing Survey), and household panel (Understanding Society) domains; Descriptive Monitoring because tracking change in mobility and energy demand patterns over time characterises trends toward net-zero; no tag because no demographic/equality group comparison is central.",
2025/208,2025/208,Beyond the Classroom: Rethinking the EAL Label in Higher Education and Labour Market _x000D_ Transitions Using Longitudinal Administrative Data,Department for Education: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,2025,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Education & Skills and Labour Market & Employment because it examines the EAL label in higher education and labour market transitions; Single-Dataset because only the LEO extract is listed; Life-Course / Trajectory Analysis because it follows transitions through education to work using longitudinal data; tag assigned because the EAL (English as an additional language) lens centres on a language/migrant-related equity group comparison.,"Assigned Education & Skills because the project studies the EAL label in higher education, and Labour Market & Employment because labour market transitions are a central outcome; Single-Dataset because only the LEO SRS Iteration 1 dataset is listed; Life-Course / Trajectory Analysis because the project uses longitudinal data to examine education-to-work transitions and trajectories; Demographic disparities / equity tag because the project centres on rethinking the EAL (English as an Additional Language) label, comparing outcomes for a linguistically/ethnically defined group.",
2025/209,2025/209,Understanding the circumstances of children involved in breach proceedings (Work Package 1 - Disparity),"Ministry of Justice: MoJ Data First Link
ed Criminal Courts, Prisons and Probation - England and Wales,
Data First Magistrates Court Defendant Iteration 2 - England and Wales,
Ministry of Justice Data First Crown Court Iteration 2 - England and Wales",2025,Crime & Justice,Crime & Justice,True,Within-Domain Linkage,Within-Domain Linkage,True,Service Interaction / Systems Analysis,Service Interaction / Systems Analysis,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Crime & Justice because it studies children in breach proceedings; Within-Domain Linkage because the linked courts, prisons and probation datasets all sit within the justice domain; Service Interaction / Systems Analysis because it examines case processing through courts/justice systems; equity tag because the work package explicitly centres on disparity in circumstances of children.","Assigned Crime & Justice because the project examines children involved in breach proceedings within the criminal justice system; Within-Domain Linkage because multiple MoJ Data First datasets (linked criminal courts, prisons, probation, magistrates court, Crown Court) all fall within the justice domain; Service Interaction / Systems Analysis because the project focuses on understanding how children move through breach proceedings and justice-system processing; Demographic disparities / equity tag because the work package is explicitly titled 'Disparity', indicating a central focus on comparing outcomes across groups.",
2025/210,2025/210,Economic impact of Scotland’s renewable energy sector,"Office for National Statistics: Annual Business Survey - UK, Annual Purchases Survey - UK, Low carbon and Renewable Energy Economy Survey - UK, Business Register Employment Survey - UK",2025,Environment & Agriculture; Business & Productivity,Business & Productivity; Environment & Agriculture,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Environment & Agriculture and Business & Productivity because the project examines the economic impact of the renewable energy sector using a Low Carbon and Renewable Energy Economy Survey alongside business surveys; Within-Domain Linkage because all datasets are business/economic activity surveys; Descriptive Monitoring because it quantifies the economic value and contribution of a sector rather than testing an intervention; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project quantifies the economic impact of a sector using business surveys; Environment & Agriculture because the sector is renewable energy. Within-Domain Linkage because multiple business/economic datasets (ABS, APS, LCREE, BRES) all fall within the business/economic domain. Descriptive Monitoring because the project measures and characterises the economic impact of the sector. No cross-cutting tag as no demographic comparison is central.",
2025/211,2025/211,Ethnic disparities in postpartum psychological distress: Evidence from the “Children of the 2020s” birth cohort study,Department for Education: Children of the 2020s Longitudinal Study - England,2025,Health & Social Care,Health & Social Care,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Health & Social Care because the outcome is postpartum psychological distress; Single-Dataset because only the Children of the 2020s study is listed; Outcome Tracking because it links ethnicity to a downstream mental-health outcome in a birth cohort; equity tag because ethnic disparities in the outcome are the central comparative lens.,"Assigned Health & Social Care because the project studies postpartum psychological distress, a mental health outcome; Single-Dataset because only Children of the 2020s Longitudinal Study is listed; Outcome Tracking because it examines the relationship between ethnicity and postpartum psychological distress as a naturally occurring exposure-outcome analysis; Demographic disparities / equity tag because ethnic disparities in health outcomes are central to the research question.",
2025/212,2025/212,Evaluating approaches to GCSE tier entry to improve maths teaching and learning in secondary schools,Ofqual: Grading and admissions Data England - Ofqual - DfE,2025,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Education & Skills because the focus is GCSE tier entry and maths teaching/learning; Single-Dataset because one grading/admissions data product is listed; Policy Evaluation / Impact Analysis because it evaluates approaches to a specific tier-entry practice; no tag because no demographic-group comparison is central.,Assigned Education & Skills because the project evaluates GCSE tier entry approaches to improve maths teaching and learning; Single-Dataset because only Ofqual Grading and Admissions Data is listed; Policy Evaluation / Impact Analysis because the project evaluates approaches to GCSE tier entry as specific interventions/practices in secondary schools; no tag because no demographic/equality group comparison is central.,
2025/213,2025/213,Shadow Prices of Non-Market Assets in the United Kingdom,"Bank of England: Decision Maker Panel - UK,
Office for National Statistics: Opinions and Lifestyle Survey - Great Britain",2025,Business & Productivity,Environment & Agriculture,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Methodological / Infrastructure Research,False,,,True,Assigned Business & Productivity because shadow prices of non-market assets are studied using firm decision-maker data alongside an opinions survey; Cross-Domain Linkage because the Decision Maker Panel (business) and Opinions and Lifestyle Survey (general population/wellbeing) span domains; Descriptive Monitoring because the aim is to estimate/characterise asset valuations; no tag because no demographic-group comparison is central.,"Assigned Environment & Agriculture because shadow prices of non-market assets relate to environmental valuation and natural capital; Cross-Domain Linkage because datasets span business decision-making (Decision Maker Panel from Bank of England) and household surveys (Opinions and Lifestyle Survey from ONS), covering different policy domains; Methodological / Infrastructure Research because estimating shadow prices of non-market assets is fundamentally a measurement and valuation methodology exercise; no tag because no demographic/equality group comparison is central.",Layer A disagreed; Layer C disagreed
2025/214,2025/214,Education and labour transitions in a multi-ethnic society,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England,2025,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Education & Skills and Labour Market & Employment because it studies education-to-work transitions; Single-Dataset because only the LEO extract is listed (an internally coherent product); Life-Course / Trajectory Analysis because it follows education-to-labour transitions over time; equity tag because the multi-ethnic-society framing centres ethnic-group comparison.,"Assigned Education & Skills and Labour Market & Employment because the project studies education and labour transitions, with LEO data covering education-to-work pathways and labour market outcomes; Single-Dataset because only the LEO Standard Extract is listed as one integrated product; Life-Course / Trajectory Analysis because transitions from education to labour market represent extended pathway and trajectory analysis; Demographic disparities / equity tag because 'multi-ethnic society' indicates ethnic group comparison is central to the research question.",
2025/215,2025/215,Locations and Work from home,Office for National Statistics: Annual Survey of Hours and Earnings 1997-2024,2025,Labour Market & Employment,Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Labour Market & Employment because working from home and locations relate to working conditions and earnings; Single-Dataset because only ASHE is listed; Descriptive Monitoring because it characterises patterns of work-from-home by location; no tag because no demographic-group comparison is central.,"Assigned Labour Market & Employment because the project studies locations and work from home patterns, relating to working conditions and geographic aspects of employment; Single-Dataset because only ASHE 1997-2024 is listed; Descriptive Monitoring because analyzing work-from-home patterns across locations characterises trends and distributions in working arrangements; no tag because no demographic/equality group comparison is central.",
2025/216,2025/216,Pupil wellbeing and increased persistent absenteeism: An investigation,NHS; DfE: Education and Child Health Insights from Linked Data,2025,Education & Skills; Health & Social Care,Education & Skills; Health & Social Care,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Education & Skills and Health & Social Care because the project examines pupil wellbeing and persistent absenteeism using linked education and child-health data; Cross-Domain Linkage because the dataset combines NHS health and DfE education sources; Outcome Tracking because it links wellbeing (exposure) to absenteeism (outcome); no tag because no demographic-group comparison is central.,"Assigned Education & Skills because the project investigates pupil wellbeing and persistent absenteeism, central education concerns; Health & Social Care because the ECHILD linked dataset includes health data and pupil wellbeing is a health-related outcome; Cross-Domain Linkage because ECHILD links education (DfE) and health (NHS) data across policy domains; Outcome Tracking because the project investigates the relationship between pupil wellbeing and increased persistent absenteeism as an exposure-outcome analysis; no tag because no demographic/equality group comparison is central.",
2025/217,2025/217,Econonic inactivity within Tees Valley,"Office for National Statistics: Over 50s Lifestyle Study, Annual population survey - UK, Annual Population Survey Longitudinal - UK",2025,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Labour Market & Employment because the project studies economic inactivity in Tees Valley; Within-Domain Linkage because the over-50s lifestyle study and annual population surveys all sit within labour-market/population domain; Descriptive Monitoring because it characterises inactivity levels and patterns within a place; no tag because age is contextual rather than a central equity comparison.,"Assigned Labour Market & Employment because the title focuses on economic inactivity within Tees Valley, a core labour-market participation topic; Within-Domain Linkage because three datasets (Over 50s Lifestyle Study, APS, APS Longitudinal) all relate to labour-market/population survey data within the same domain; Descriptive Monitoring because the project aims to characterise economic inactivity in a region rather than evaluating a policy or testing an exposure-outcome relationship; no cross-cutting tag because the Over 50s focus is a subgroup descriptor, not a central demographic-disparity comparison.",
2025/218,2025/218,Exploring trends in entry and achievement for tiered GCSEs and associations with socio-demographic characteristics from 2017-2022,Ofqual: Grading and admissions Data England - Ofqual - DfE,2025,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Education & Skills because the project studies GCSE entry and achievement; Single-Dataset because only the Ofqual grading data product is listed; Descriptive Monitoring because it explores trends and associations over time; demographic disparities tag because it centres associations with socio-demographic characteristics.,Assigned Education & Skills because the project explores trends in GCSE entry and achievement. Single-Dataset because only one dataset (Ofqual Grading and Admissions Data) is listed. Descriptive Monitoring because the project examines trends and patterns in tiered GCSE entry and achievement over time. Demographic disparities tag assigned because the project centrally examines associations with socio-demographic characteristics.,
2025/219,2025/219,The Impact of Geographic Proximity and Research and Development Collaboration on Innovation Performance,"Office for National Statistics: Annual Business Survey - UK, Business Register Employment Survey - UK, Business enterprise research and development, UK Innovation Survey,",2025,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity because the project studies innovation performance, R&D collaboration and proximity at firm level; Within-Domain Linkage because all datasets are business/innovation surveys; Outcome Tracking because it links geographic proximity and collaboration to innovation outcomes; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies innovation performance of firms, R&D collaboration, and firm-level outcomes. Within-Domain Linkage because ABS, BRES, BERD, and UK Innovation Survey are all business/firm-level datasets. Outcome Tracking because the project links geographic proximity and R&D collaboration (exposures) to innovation performance (outcome). No cross-cutting tag as no demographic comparison is central.",
2025/220,2025/220,Low Earner Lifecourses,"Office for National Statistics: Annual Survey of Hours and Earnings Longitudinal
Office for National Statistics: Census Microdata 9% Sample
Office for National Statistics: Integrated Census Microdata
University of Leicester: Digital library of historical directories
World Bank open data: Urban Population Database",2025,"Poverty, Wealth & Living Standards; Labour Market & Employment",Labour Market & Employment,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,,,True,"Assigned Poverty, Wealth & Living Standards because low-earner living standards are central and Labour Market & Employment because earnings trajectories via longitudinal ASHE are studied; Cross-Domain Linkage because ASHE earnings is linked with census microdata spanning employment and demographics; Life-Course/Trajectory Analysis because the project follows low earners' lifecourses over extended periods; no tag because no demographic-group comparison is central.",Assigned Labour Market & Employment because 'Low Earner Lifecourses' focuses on earnings trajectories and labour market progression of low earners; Cross-Domain Linkage because ASHE Longitudinal (earnings/employment domain) is combined with Census Microdata and historical directory/urban population data (demographic/population domain); Life-Course / Trajectory Analysis because 'lifecourses' explicitly signals following individuals through extended earnings and employment trajectories over time; no tag as no central demographic group comparison is indicated.,Layer A disagreed
2025/221,2025/221,AI and Labour Market Outcomes: Evidence from the United Kingdom,"Bank of England: Decision Maker Panel
Office for National Statistics: UK Manufacturers' Sales by Product Survey",2025,Labour Market & Employment,Labour Market & Employment; Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Labour Market & Employment because the title focuses on AI's effects on labour-market outcomes in the UK; Cross-Domain Linkage because it combines a business decision-maker panel with a manufacturers' sales survey (business/productivity) plus labour-market analysis; Outcome Tracking because it links AI adoption (a naturally occurring exposure) to labour-market outcomes; no tag because no demographic group comparison is central.,Assigned Labour Market & Employment because the title centres on labour market outcomes; Business & Productivity because the Decision Maker Panel and UK Manufacturers' Sales survey capture firm-level behaviour and AI adoption by businesses; Cross-Domain Linkage because the Decision Maker Panel (business/firm domain) and UK Manufacturers' Sales by Product Survey (manufacturing/business domain) are combined with a labour-market framing spanning firm and worker domains; Outcome Tracking because the project links a naturally occurring exposure (AI adoption) to downstream labour market outcomes; no tag because no demographic comparison is central.,Layer A disagreed
2025/222,2025/222,Community Leisure Activities as a Primary Prevention Tool for Youth Anxiety and Depression (CLASP),"Unknown / Unspecified: Longitudinal Study of young people in England
Office for National Statistics: Longitudinal Business Database
Office for National Statistics: Annual Respondents Database 2
Office for National Statistics: Annual Respondents Database X",2025,Health & Social Care,Health & Social Care; Education & Skills,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Health & Social Care because the study examines community leisure activities preventing youth anxiety and depression; Cross-Domain Linkage because it links a youth longitudinal study with business/firm datasets spanning education/health and business domains; Outcome Tracking because leisure participation (exposure) is linked to mental health outcomes; no tag because no demographic comparison is central.,"Assigned Health & Social Care because the project focuses on youth anxiety and depression (mental health outcomes); Education & Skills because the Longitudinal Study of Young People in England captures educational participation and youth development; Cross-Domain Linkage because datasets span health/youth wellbeing (LSYPE) and business/economic domains (Longitudinal Business Database, ARD2, ARDX used to characterise community leisure provision); Outcome Tracking because community leisure activities serve as a naturally occurring exposure linked to mental health outcomes; no tag because no central demographic comparison is indicated.",Layer A disagreed
2025/223,2025/223,Quantifying the economic value of England's heritage sector in 2023,Office for National Statistics: Annual Population Survey,2025,Business & Productivity,Business & Productivity,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Business & Productivity because the project quantifies the economic value of the heritage sector; Single-Dataset because only the Annual Population Survey is listed; Descriptive Monitoring because it measures the economic value of a sector; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project quantifies the economic value of the heritage sector, focusing on sectoral economic contribution. Single-Dataset because only the Annual Population Survey is listed. Descriptive Monitoring because the project measures and characterises the economic value of a sector. No cross-cutting tag as no demographic comparison is central.",
2025/224,2025/224,Public Health Wales Linked Data Feasibility Hub,"Office for National Statistics: Census 2021, Wales",2025,Health & Social Care; Data Infrastructure & Methodology,Data Infrastructure & Methodology,False,Single-Dataset,Single-Dataset,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,Assigned Health & Social Care and Data Infrastructure & Methodology because the Public Health Wales Linked Data Feasibility Hub concerns developing health data linkage infrastructure; Single-Dataset because only Census 2021 Wales is listed; Methodological / Infrastructure Research because the analytical operation is assessing linkage feasibility and building a data hub; no tag because no demographic comparison is central.,"Assigned Data Infrastructure & Methodology because the project is a linked data feasibility hub, focused on data infrastructure and linkage capability. Single-Dataset because only Census 2021 Wales is listed. Methodological / Infrastructure Research because the project's purpose is to explore feasibility of linked data infrastructure. No cross-cutting tag as no demographic comparison is central.",Layer A disagreed
2025/225,2025/225,"Evaluating early years interventions and their effects on health, social care, and education throughout the life course","NHS; DfE: Education and Child Health Insights from Linked Data (ECHILD)
Office for National Statistics: Annual Respondents Database X
Office for National Statistics: Labour Force Survey Person
Office for National Statistics: Labour Force Survey Longitudinal
Office for National Statistics: Labour Force Survey Household
Office for National Statistics: Business Insights and Conditions Survey (BICS)
Office for National Statistics: Annual Business Survey (ABS)
Office for National Statistics: Business Structure Database (BSD)
Office for National Statistics: Annual Survey of Hours and Earnings (ASHE)
Office for National Statistics: Annual Population Survey (APS)
Office for National Statistics: Business Enterprise Research and Development (BERD)
Office for National Statistics: Business Register and Employment Survey (BRES)
Office for National Statistics: Annual Foreign Direct Investment Survey
Office for National Statistics: Annual Survey of Hours and Earnings linked to Census 2011
Office for National Statistics: Longitudinal Small Business Survey (LSBS)
Office for National Statistics: Low carbon and renewable energy economy
Office for National Statistics: UK: 2023
Office for National Statistics: Consumer Prices Index
Office for National Statistics: UK research and Innovation Workforce Survey
Office for National Statistics: Longitudinal Inter-Development Business Register
Office for National Statistics: Small Business Survey
Office for National Statistics: Employer Skills Survey: Investment in Training",2025,Health & Social Care; Education & Skills,Health & Social Care; Education & Skills,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis; Life-Course / Trajectory Analysis,Policy Evaluation / Impact Analysis; Life-Course / Trajectory Analysis,True,,,True,"Assigned Health & Social Care and Education & Skills because it evaluates early years interventions' effects on health, social care, and education; Cross-Domain Linkage because datasets span health/education (ECHILD), labour (LFS), and business surveys; Policy Evaluation because it evaluates named early years interventions and Life-Course because effects are tracked throughout the life course; no tag because no demographic group comparison is central.","Assigned Health & Social Care because the title explicitly mentions health and social care outcomes; Education & Skills because education outcomes and the ECHILD dataset (education-health linked data) are central; Cross-Domain Linkage because ECHILD links education and health data, and additional datasets span labour market (ASHE, LFS) and business (BSD, ABS, BICS) domains; Policy Evaluation / Impact Analysis because the project evaluates early years interventions; Life-Course / Trajectory Analysis because it tracks effects throughout the life course; no tag because no demographic equity comparison is central.",
2025/226,2025/226,Success of university spinouts,"Office for National Statistics: Business Structure Database UK, Longitudinal Business Database UK",2025,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because the project studies the success of university spinouts as firm performance; Within-Domain Linkage because both the Business Structure Database and Longitudinal Business Database are business datasets; Outcome Tracking because it links spinout status to subsequent firm success; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project studies the success of university spinouts, a firm-level outcome. Within-Domain Linkage because BSD and LBD are both business/firm-level datasets within the same domain. Outcome Tracking because the project links the characteristic of being a university spinout to downstream business success outcomes. No cross-cutting tag as no demographic comparison is central.",
2025/227,2025/227,The causal impact of children’s interactions with the social care system on their subsequent education and health outcomes,NHS; DfE: Education and Child Health Insights from Linked Data Research Database - England,2025,Health & Social Care; Education & Skills,Health & Social Care; Education & Skills,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Health & Social Care and Education & Skills because the project examines social care interactions and subsequent education and health outcomes; Cross-Domain Linkage because the linked database combines NHS health and DfE education sources; Outcome Tracking because it estimates the causal impact of a naturally occurring circumstance (social care contact) on downstream outcomes; no tag because no demographic comparison is central.,Assigned Health & Social Care because the project examines children's interactions with social care and subsequent health outcomes; Education & Skills because education outcomes are also studied. Cross-Domain Linkage because ECHILD links education (DfE) and health (NHS) data spanning two policy domains. Outcome Tracking because the project examines the causal impact of social care interactions (exposure) on subsequent education and health outcomes. No cross-cutting tag as no demographic group comparison is central.,
2025/228,2025/228,Biomedical Catalyst Phase 3 impact evaluation,"Office for National Statistics: Business structure Database - UK, Business Enterprise Research and Development - GB, Annual Business Survey - GB, Annual Survey of Hours and Earnings Longitudinal - UK",2025,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because the Biomedical Catalyst is an R&D/innovation programme evaluated via firm-level data; Within-Domain Linkage because BSD, BERD, ABS, and ASHE are all firm/business-economy datasets; Policy Evaluation because it is an impact evaluation of a named programme; no tag because no demographic comparison is central.","Assigned Business & Productivity because the Biomedical Catalyst is a business-support programme and datasets (BSD, BERD, ABS, ASHE Longitudinal) are used to measure firm-level outcomes including R&D, business structure, and performance; Within-Domain Linkage because all four datasets relate to business and firm-level performance within the same policy domain; Policy Evaluation / Impact Analysis because the project is explicitly an impact evaluation of the Biomedical Catalyst Phase 3 programme; no tag because no demographic comparison is indicated.",
2025/229,2025/229,Children of Neighborhood Renewal: long-term effect of a place-based policy,"Office for National Statistics: Annual Population Survey (2004-2022 secure access), Business Structure Database (1997-2023), Annual Survey of Hours and Earnings (1997-2024)",2025,Housing & Planning; Labour Market & Employment,Housing & Planning; Labour Market & Employment,True,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis; Life-Course / Trajectory Analysis,Policy Evaluation / Impact Analysis; Life-Course / Trajectory Analysis,True,,,True,"Assigned Housing & Planning because Neighbourhood Renewal is a place-based housing/regeneration policy and Labour Market & Employment because outcomes are measured via APS, BSD and ASHE earnings; Within-Domain Linkage as APS and ASHE are labour-market datasets; Policy Evaluation because it evaluates a named place-based policy and Life-Course because it tracks long-term effects on children into adulthood; no tag because no demographic group comparison is central.","Assigned Housing & Planning because Neighbourhood Renewal is a place-based regeneration policy central to housing/planning; Labour Market & Employment because ASHE and APS capture earnings and employment outcomes; Cross-Domain Linkage because datasets span population/labour market (APS, ASHE) and business (BSD) domains; Policy Evaluation / Impact Analysis because the project evaluates the long-term effect of a named place-based policy; Life-Course / Trajectory Analysis because it follows children over the long term to assess life-course outcomes; no tag because no demographic equity comparison is central.",Layer B disagreed
2025/230,2025/230,Children’s development in a changing society: Evidence from a new nationally representative cohort,Department for Education: Children of the 2020s Longitudinal Study - England,2025,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Life-Course / Trajectory Analysis,Descriptive Monitoring,False,,,True,"Assigned Education & Skills because it studies children's development using a new cohort study; Single-Dataset because only the Children of the 2020s Longitudinal Study is listed; Life-Course because it follows a cohort's development over time in a changing society; no tag because the focus is the cohort generally, not a demographic comparison.","Assigned Education & Skills because the Children of the 2020s study focuses on children's development and is a DfE cohort study; Single-Dataset because only one dataset (Children of the 2020s Longitudinal Study) is listed; Descriptive Monitoring because the title frames the project as characterising children's development in a changing society using a new nationally representative cohort, without indicating a specific policy evaluation or exposure-outcome test; no tag because no central demographic comparison is indicated.",Layer C disagreed
