Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8,substantive_domains_4_6,substantive_domains_agree,linkage_mode_4_8,linkage_mode_4_6,linkage_mode_agree,analytical_purpose_4_8,analytical_purpose_4_6,analytical_purpose_agree,cross_cutting_tags_4_8,cross_cutting_tags_4_6,cross_cutting_tags_agree,rationale_4_8,rationale_4_6,disagreement_summary
2025/044,2025/044,Productivity Challenge Quasi-Experimental Design Impact Evaluation,"Office for National Statistics: Business Structure Database - UK, Annual Survey of Hours and Earnings - GB",2025,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity because the Productivity Challenge concerns firm-level productivity; Within-Domain Linkage because Business Structure Database and ASHE both relate to business/firm performance within the business domain; Policy Evaluation / Impact Analysis because the title specifies a quasi-experimental impact evaluation of a named programme; no tag because no demographic equity lens.,Assigned Business & Productivity because the Productivity Challenge is a business-support programme and the project evaluates firm productivity outcomes; Cross-Domain Linkage because BSD (business domain) is linked with ASHE (labour-market/earnings domain) spanning business and employment domains; Policy Evaluation / Impact Analysis because the project is a quasi-experimental design impact evaluation of the named Productivity Challenge programme; no tag because no demographic equity comparison is indicated.,Layer B disagreed
2025/054,2025/054,Employment journeys of people working in the community care sector,Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,2025,Labour Market & Employment,Labour Market & Employment; Health & Social Care,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,,,True,"Assigned Labour Market & Employment because employment journeys of community care workers are central; Cross-Domain Linkage because ASHE (earnings/employment) is linked to the 2011 Census (demographics); Life-Course / Trajectory Analysis because it follows employment journeys over time; no tag because the focus is on sector workers' careers, not a demographic equity comparison.","Assigned Labour Market & Employment because the project studies employment journeys and workforce dynamics, and Health & Social Care because the focus is on the community care sector workforce; Cross-Domain Linkage because ASHE linked to 2011 Census spans labour-market and demographic/population domains; Life-Course / Trajectory Analysis because the title explicitly references employment 'journeys' indicating trajectory/pathway analysis over time; no cross-cutting tag as no demographic equity comparison is indicated as central.",Layer A disagreed
2025/056,2025/056,The Heterogeneous Impact of Urban Renewal Programmes: Evidence from Tower Block Demolitions Across UK Cities,"Office for National Statistics: Annual Respondents Database x UK,
Annual Survey of Hours and Earnings Longitudinal UK,
Business Structure Database UK",2025,Housing & Planning; Labour Market & Employment,Housing & Planning; Business & Productivity,False,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Housing & Planning because urban renewal and tower block demolitions are the object, and Labour Market & Employment because earnings/business datasets are used to measure outcomes; Cross-Domain Linkage because firm/earnings datasets span business and labour-market domains; Policy Evaluation / Impact Analysis because it evaluates the impact of named urban renewal programmes; no tag because no demographic-group lens is central.","Assigned Housing & Planning because urban renewal and tower block demolitions are housing/planning interventions, and Business & Productivity because firm-level data (ARDx, BSD) and earnings data are used to assess economic impacts on businesses and productivity; Within-Domain Linkage because ARDx, ASHE Longitudinal, and BSD are all economic/business datasets from ONS within the same broad economic domain—though note the policy question spans housing and economic domains, the datasets themselves are within the economic domain; Policy Evaluation / Impact Analysis because the project evaluates the impact of a named intervention (urban renewal programmes/tower block demolitions); no cross-cutting tag as heterogeneous impacts do not necessarily signal demographic equity comparison.",Layer A disagreed; Layer B disagreed
2025/060,2025/060,Nutrition and Food insecurity in older adults of the North UK,"Office for National Statistics: Opinions and Lifestyle Survey,
Living Costs and Food Survey",2025,"Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards; Health & Social Care",False,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Poverty, Wealth & Living Standards because food insecurity in older adults is central; Within-Domain Linkage because the Opinions and Lifestyle Survey and Living Costs and Food Survey both relate to living standards/consumption; Descriptive Monitoring because it characterises nutrition and food insecurity prevalence; no tag because older adults is the population, not a central equity comparison.","Assigned Poverty, Wealth & Living Standards because food insecurity is a material living standards issue, and Health & Social Care because nutrition in older adults is a health concern; Within-Domain Linkage because the Opinions and Lifestyle Survey and Living Costs and Food Survey are both ONS household surveys within the household living standards domain; Descriptive Monitoring because the project examines nutrition and food insecurity patterns among older adults in the North UK; no cross-cutting tag because the focus is on a geographic and age-defined population rather than centrally comparing across demographic groups.",Layer A disagreed
2025/061,2025/061,"Right place, right time, right support: exploring additional learning needs provision and educational outcomes in Wales",SAIL Databank Databank: Census Wales 2011 & 2021,2025,Education & Skills,Education & Skills,True,Single-Dataset,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Education & Skills because the project examines additional learning needs provision and educational outcomes; Single-Dataset because only Census Wales 2011 & 2021 is listed as a coherent census product; Outcome Tracking because it links ALN provision to educational outcomes; no tag because the focus is provision and outcomes rather than demographic-group comparison.,Assigned Education & Skills because the project explores additional learning needs provision and educational outcomes; Cross-Domain Linkage because education data on ALN provision is linked with Census Wales 2011 & 2021 (population/demographic domain); Outcome Tracking because the project links ALN provision (a naturally occurring condition/circumstance) to educational outcomes; no tag because no demographic equity comparison is indicated as central.,Layer B disagreed
2025/065,2025/065,Structural variables of the Creative Industries (CI) in the United Kingdom (UK),"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - GB, Labour Force Survey Longitudinal - UK
DBT: UK Innovation Survey",2025,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Business & Productivity because the project profiles structural variables of the creative industries via firm-level business and innovation surveys; Cross-Domain Linkage because business databases plus Labour Force Survey span business and labour-market domains; Descriptive Monitoring because it characterises the structural composition of the sector; no tag because no demographic equality comparison is central.,"Assigned Business & Productivity because the project examines structural variables of creative industries firms using business datasets; Within-Domain Linkage because BSD, ABS, LFS Longitudinal, and UK Innovation Survey all concern business/firm-level and workforce data within the business domain; Descriptive Monitoring because 'structural variables' implies characterising the profile and composition of the CI sector; no tag because no demographic-equity comparison is central.",Layer B disagreed
2025/067,2025/067,Kids’ Environment and Health Cohort Phase 1,Office for National Statistics: KIntegrated Data Service Environment Health Cohort Spine,2025,Health & Social Care; Environment & Agriculture,Health & Social Care; Environment & Agriculture,True,Cross-Domain Linkage,Single-Dataset,False,Outcome Tracking,Methodological / Infrastructure Research,False,,,True,Assigned Health & Social Care and Environment & Agriculture because the cohort studies children's environment and health; Cross-Domain Linkage because an integrated environment-health cohort spine combines environmental and health sources; Outcome Tracking because it links environmental exposures to health outcomes; no tag because no demographic comparison is central.,Assigned Health & Social Care and Environment & Agriculture because the project is a Kids' Environment and Health Cohort studying environmental exposures and child health; Single-Dataset because only the IDS Environment Health Cohort Spine is listed as one integrated product; Methodological / Infrastructure Research because Phase 1 of a cohort spine suggests the primary purpose is building and establishing the data infrastructure for the cohort; no cross-cutting tag as no demographic comparison is indicated as central.,Layer B disagreed; Layer C disagreed
2025/069,2025/069,Understanding changes in resilience among children and young people,Department For Education: The Second Longitudinal Study of Young People in England,2025,Health & Social Care,Education & Skills; Health & Social Care,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Health & Social Care because resilience among children and young people concerns wellbeing/mental health; Single-Dataset because only the Second Longitudinal Study of Young People in England is listed; Descriptive Monitoring because the aim is to understand changes (patterns/trends) in resilience; no tag because no demographic equity comparison is central.,"Assigned Education & Skills because the study population is young people surveyed through the Second Longitudinal Study of Young People in England, and Health & Social Care because resilience pertains to wellbeing/mental health; Single-Dataset because only one dataset is listed; Descriptive Monitoring because the project seeks to understand changes in resilience (patterns/trends) rather than evaluating a named intervention or testing an exposure-outcome relationship; no cross-cutting tag as no demographic equity comparison is central.",Layer A disagreed
2025/076,2025/076,Welsh Electronic Children's Cohort 4,SAIL Databank Databank: Census Wales 2011 & 2021,2025,Health & Social Care; Education & Skills,Health & Social Care,False,Single-Dataset,Cross-Domain Linkage,False,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,,,True,Assigned Health & Social Care and Education & Skills because a children's cohort tracks health and developmental/educational outcomes; Single-Dataset because only Census Wales 2011 & 2021 is listed; Life-Course / Trajectory Analysis because a children's cohort follows individuals across stages and time; no tag because no demographic equity comparison is the central question.,Assigned Health & Social Care because the Welsh Electronic Children's Cohort is a health-focused birth/child cohort studying child health outcomes; Cross-Domain Linkage because health cohort data is linked with Census Wales 2011 & 2021 (population/demographic domain); Life-Course / Trajectory Analysis because a children's cohort study follows individuals across childhood developmental stages; no tag because no demographic equity comparison is indicated as central.,Layer A disagreed; Layer B disagreed
2025/078,2025/078,Production of estimates of investment in intangibles assets: training data using Employer Skills Survey data (ESS),Department For Education: Employer Skills Survey and Investment in Training - UK,2025,Business & Productivity; Education & Skills,Business & Productivity; Data Infrastructure & Methodology,False,Single-Dataset,Single-Dataset,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,Assigned Business & Productivity and Education & Skills because intangible training investment estimates concern firm investment and skills/training; Single-Dataset because only the Employer Skills Survey and Investment in Training product is listed; Methodological / Infrastructure Research because the aim is to produce estimates of intangible asset investment; no tag because no demographic equity comparison is central.,"Assigned Business & Productivity because intangible asset investment and training data relate to firm-level productivity measurement, and Data Infrastructure & Methodology because the project is about producing estimates/statistical infrastructure; Single-Dataset because only the Employer Skills Survey is listed; Methodological / Infrastructure Research because the primary purpose is producing estimates of intangible investment — developing a measurement/data product; no cross-cutting tag as no demographic comparison is central.",Layer A disagreed
2025/079,2025/079,"Birth and Beyond: Delivery Modes, Maternal Health, and Child Development in England",NHS; DfE: Education and Child Health Insights from Linked Data - England,2025,Health & Social Care,Health & Social Care; Education & Skills,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Health & Social Care because the focus is delivery modes, maternal health, and child development; Cross-Domain Linkage because the linked product combines NHS health and DfE education sources spanning health and education domains; Outcome Tracking because it links delivery mode (exposure) to maternal health and child development outcomes; no tag because no demographic equity comparison is central.","Assigned Health & Social Care because the project studies delivery modes and maternal health, and Education & Skills because it examines child development outcomes linked to education data; Cross-Domain Linkage because the ECHILD dataset links NHS health data with DfE education data spanning health and education domains; Outcome Tracking because the project links birth/delivery mode exposures to downstream maternal health and child development outcomes; no tag as demographic group comparison is not indicated as central.",Layer A disagreed
2025/080,2025/080,Impact of Non-Tariff Barriers in the Trade and Cooperation Agreement on Trade in Services,"Office for National Statistics: Annual Business Survey - GB, Annual Foreign Direct Investment Survey - UK, Business Structure Database - UK, Annual International Trade in Services - UK, Business Enterprise Research and Development - Great Britain, Producer Price Index - UK",2025,Business & Productivity; Public Finance & Taxation,Business & Productivity,False,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because the project studies trade in services and firm-level trade impacts, and Public Finance & Taxation is not central despite tariff framing—primary object is trade/firm performance; Within-Domain Linkage because the business/trade datasets (ABS, FDI, BSD, trade in services, BERD, PPI) all sit within the business domain; Policy Evaluation / Impact Analysis because it assesses the impact of the Trade and Cooperation Agreement's non-tariff barriers; no tag because no demographic equity comparison is central.","Assigned Business & Productivity because the project studies trade in services, FDI, and firm-level performance; Within-Domain Linkage because six datasets are listed and all fall within the business/trade/firm domain; Policy Evaluation / Impact Analysis because the project evaluates the impact of non-tariff barriers in the Trade and Cooperation Agreement (a named policy/regulatory change) on trade; no cross-cutting tag as no demographic comparison is central.",Layer A disagreed
2025/084,2025/084,How do pay differentials between the public and private sector affect recruitment and retention of public sector workers?,"Office for National Statistics: Annual Survey of Hours and Earnings - GB, Labour Force Survey Person - UK, Labour Force Survey Longitudinal - UK
Office for National Statistics, HM Revenue & Customs: Annual Survey of Hours and Earnings linked to PAYE and Self-Assessment data Great Britain",2025,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Within-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Labour Market & Employment because pay differentials and public-sector recruitment/retention are central; Cross-Domain Linkage because ASHE/LFS employment data are linked to PAYE and Self-Assessment tax data spanning labour market and public finance/tax domains; Outcome Tracking because it relates pay differentials to recruitment and retention outcomes; no tag because no demographic equity comparison is central.,"Assigned Labour Market & Employment because the project centrally examines pay differentials and their effect on recruitment and retention of workers; Within-Domain Linkage because multiple datasets are listed (ASHE, LFS Person, LFS Longitudinal, ASHE linked to PAYE/Self-Assessment) all within the labour-market/earnings domain; Outcome Tracking because it links an exposure (public-private pay differentials) to outcomes (recruitment and retention); no cross-cutting tag as the public/private sector distinction is not a demographic or equality-relevant group.",Layer B disagreed
2025/085,2025/085,Childcare and Maternal Labour Supply,"Office for National Statistics: Labour Force Survey Five-Quarter Longitudinal Dataset, Annual Population Survey, Annual Survey of Hours and Earnings,
Understanding Society: Waves 1-14",2025,Labour Market & Employment,Labour Market & Employment; Education & Skills,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,Demographic disparities / equity tag,False,"Assigned Labour Market & Employment because the focus is maternal labour supply with childcare as the exposure, using earnings and labour-force datasets; Cross-Domain Linkage because multiple datasets span labour market (LFS, APS, ASHE) and a multi-topic household panel (Understanding Society); Outcome Tracking because it links childcare circumstances to labour supply outcomes rather than evaluating a named policy; no tag because the focus is mothers as a group but not centrally a demographic equity comparison.","Assigned Labour Market & Employment because maternal labour supply is central; Education & Skills because childcare (early years provision) is substantively analysed; Cross-Domain Linkage because datasets span labour market surveys (LFS, ASHE) and household panel (Understanding Society) across employment and household/childcare domains; Outcome Tracking because the project links childcare (exposure) to maternal labour supply (outcome); demographic disparities/equity tag because the focus on maternal (gender-specific) labour supply centres on a demographic comparison.",Layer A disagreed; Tag disagreed
2025/086,2025/086,Unveiling Transparency: Understanding the Effects of Gender Pay Gap Reporting Policy in the UK,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Register Employment survey - UK,
Business Structure Database",2025,Labour Market & Employment,Labour Market & Employment; Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because the project centres on earnings and the gender pay gap via ASHE; Cross-Domain Linkage because it links earnings data with business register/firm datasets spanning labour and business domains; Policy Evaluation / Impact Analysis because it evaluates the effects of the Gender Pay Gap Reporting Policy; demographic disparities tag because the analysis centres on gender-based pay comparison.,"Assigned Labour Market & Employment because the project studies gender pay gaps and earnings; Business & Productivity because it uses firm-level data (BSD, BRES) and examines effects on firms; Cross-Domain Linkage because ASHE (labour/earnings), BRES (employment), and BSD (business structure) span labour market and business domains; Policy Evaluation / Impact Analysis because the project evaluates the effects of the Gender Pay Gap Reporting Policy; Demographic disparities / equity tag because gender pay gap comparison is central to the research question.",Layer A disagreed
2025/088,2025/088,Returns in Education in the UK,"Office for National Statistics: Labour Force Survey - Household UK,
Labour Force Survey - Longitudinal UK,
Labour Force Survey - Person UK",2025,Education & Skills; Labour Market & Employment,Education & Skills,False,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Education & Skills and Labour Market & Employment because returns to education link educational attainment to earnings outcomes; Within-Domain Linkage because the multiple LFS datasets all sit within the labour/employment survey domain; Outcome Tracking because it links education as exposure to labour-market returns; no tag because no demographic-equity comparison is central.,"Assigned Education & Skills because the project studies returns to education, using education-to-work pathways as the central research question; Within-Domain Linkage because multiple Labour Force Survey products (Household, Longitudinal, Person) are used, all within the same labour/household survey domain; Outcome Tracking because it links educational attainment (exposure) to labour market outcomes (returns) as a naturally occurring exposure-outcome relationship; no tag because no demographic or equity group comparison is indicated as central.",Layer A disagreed
2025/094,2025/094,The long-term impact of school exclusion on risk behaviour: A retrospective cohort study,NHS; DfE: Education and Child Health Insights from Linked Data - England,2025,Education & Skills; Health & Social Care,Education & Skills; Health & Social Care,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking; Life-Course / Trajectory Analysis,Outcome Tracking,False,,,True,Assigned Education & Skills and Health & Social Care because it studies school exclusion and downstream risk behaviour; Cross-Domain Linkage because the linked product combines education (DfE) and child health (NHS) sources; Outcome Tracking and Life-Course / Trajectory Analysis because it links exclusion to later risk behaviour as a long-term retrospective cohort; no tag because no demographic comparison is central.,"Assigned Education & Skills because school exclusion is the central exposure, and Health & Social Care because risk behaviour outcomes are studied using health data from ECHILD (NHS+DfE linked data); Cross-Domain Linkage because ECHILD links education (DfE) and health (NHS) data; Outcome Tracking because the project links the naturally occurring exposure of school exclusion to downstream risk behaviour outcomes in a retrospective cohort design; no tag as no demographic comparison is indicated as central.",Layer C disagreed
2025/096,2025/096,"Occupations, Labour Income, Volatility, and Equality Statistics","Office for National Statistics: Business Structure Database UK,
Longitudinal Small Business Survey UK,
UK Innovation Survey",2025,Labour Market & Employment,Labour Market & Employment; Business & Productivity,False,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment because the focus is occupations, labour income, volatility and equality statistics; Cross-Domain Linkage because business structure, small business survey and innovation survey span business and labour domains; Descriptive Monitoring because it produces statistics on income volatility and equality; no tag because no demographic group comparison is central.","Assigned Labour Market & Employment because the title references occupations, labour income, and equality statistics, and Business & Productivity because the datasets (BSD, LSBS, UK Innovation Survey) are firm-level business data and the title includes volatility and equality statistics relating to business and occupational structure; Within-Domain Linkage because all three datasets are within the business/firm domain; Descriptive Monitoring because the title frames the work as producing statistics on occupations, income, volatility, and equality; no cross-cutting tag as no demographic comparison is indicated.",Layer A disagreed; Layer B disagreed
2025/097,2025/097,"House prices, productivity, finance to small and mediumsized enterprises, collateral and employment: Evidence from the UK local authority level","Office of National Statistics: Annual Business Survey, Business Register Employment Survey",2025,Business & Productivity; Housing & Planning; Labour Market & Employment,Business & Productivity; Housing & Planning,False,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity, Housing & Planning and Labour Market & Employment because the study examines house prices, SME finance, collateral and employment; Within-Domain Linkage because the two business surveys are within the business domain; Outcome Tracking because it links house prices/collateral to firm productivity and employment; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project studies productivity, SME finance, and employment at firm/local authority level, and Housing & Planning because house prices and collateral are central mechanisms; Within-Domain Linkage because ABS and BRES are both business-domain datasets from ONS; Outcome Tracking because the project links naturally occurring house price variation to productivity and employment outcomes; no cross-cutting tag as no demographic comparison is central.",Layer A disagreed
2025/099,2025/099,The value of class of degree,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2025,Education & Skills; Labour Market & Employment,Education & Skills,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Education & Skills and Labour Market & Employment because the value of a degree class links educational attainment to subsequent earnings; Cross-Domain Linkage because the LEO product combines education (DfE), employment and tax (DWP/HMRC) sources; Outcome Tracking because it relates a degree characteristic to downstream earnings outcomes; no tag because no demographic equity comparison is central.","Assigned Education & Skills because the project examines the value of class of degree, studying the consequences of educational attainment on later outcomes; Cross-Domain Linkage because the Longitudinal Education Outcomes dataset links DfE education data with DWP and HMRC employment/earnings data spanning education and labour-market domains; Outcome Tracking because it links an educational characteristic (degree class) to downstream outcomes (likely earnings/employment); no cross-cutting tag as no demographic comparison is indicated.",Layer A disagreed
2025/100,2025/100,Enabling Skills for a Transition to a Green Economy,"Office for National Statistics: Annual Population Survey - UK, Labour Force Survey Person - UK, Annual Survey of Hours and Earnings Longitudinal - UK, Annual Respondents Database x - UK, Annual Business Survey - GB, Business Register Employment Survey - UK, Business Structure Database - UK, E-commerce and Digital Economy Survey - UK
Department For Education: Employer Skills Survey and Investment in Training - UK
Institute for Economic and Social Research: Understanding Society - UK",2025,Labour Market & Employment; Education & Skills; Environment & Agriculture,Labour Market & Employment; Education & Skills; Environment & Agriculture; Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment, Education & Skills and Environment & Agriculture because the project concerns skills for a transition to a green economy involving labour force, training, and decarbonisation; Cross-Domain Linkage because datasets span labour market, business, education/skills, and survey domains; Descriptive Monitoring because the analytical operation is profiling skills needs for the green transition; no tag because no demographic group comparison is central.","Assigned Labour Market & Employment because the project concerns skills and workforce dynamics for a green economy, Education & Skills because it focuses on enabling skills, Environment & Agriculture because it targets the green economy transition, and Business & Productivity because business-level datasets (ARD, ABS, BSD, BRES, e-commerce survey) are used to study firm-level dimensions; Cross-Domain Linkage because datasets span labour/household surveys (APS, LFS, ASHE, Understanding Society), business registers/surveys (ARD, ABS, BSD, BRES, e-commerce), and education (Employer Skills Survey); Descriptive Monitoring because the project appears to measure and characterise skills needed for the green transition rather than evaluating a named policy; no tag as no demographic comparison is central.",Layer A disagreed
2025/103,2025/103,The Geodemographics of Access to University,University and Colleges Admission Service: Universities and Colleges Admissions Service - UK,2025,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,Demographic disparities / equity tag,False,Assigned Education & Skills because the focus is access to university using UCAS admissions data; Single-Dataset because only UCAS data is listed; Descriptive Monitoring because the geodemographics framing measures patterns of access across places/groups; no tag because the lens is geodemographic rather than centred on a demographic/equality group comparison.,Assigned Education & Skills because the project concerns university access and admissions; Single-Dataset because only UCAS data is listed; Descriptive Monitoring because geodemographics of access implies mapping and profiling spatial/demographic patterns of university access; demographic disparities/equity tag because geodemographic analysis of university access centres on equity-relevant group comparisons.,Tag disagreed
2025/104,2025/104,"Dissociative seizures in Wales - epidemiology, outcomes and risk stratification",SAIL Databank Databank: Census Wales 2021,2025,Health & Social Care,Health & Social Care,True,Single-Dataset,Cross-Domain Linkage,False,Descriptive Monitoring; Risk Prediction / Early Identification,Descriptive Monitoring; Risk Prediction / Early Identification,True,,,True,Assigned Health & Social Care because the focus is epidemiology and outcomes of dissociative seizures; Single-Dataset because only Census Wales 2021 is listed; Descriptive Monitoring and Risk Prediction / Early Identification because the project profiles epidemiology/outcomes and explicitly involves risk stratification; no tag because no demographic equity comparison is central.,Assigned Health & Social Care because dissociative seizures are a clinical/health condition and the study examines epidemiology and outcomes; Cross-Domain Linkage because SAIL Databank health data are linked with Census Wales 2021 (demographic/population domain); Descriptive Monitoring for epidemiology and Risk Prediction / Early Identification for the explicit risk stratification aim; no cross-cutting tag as no demographic equity comparison is indicated as central.,Layer B disagreed
2025/106,2025/106,School attendance problems and educational attainment in children with neurodevelopmental conditions (intellectual disability and/or autism).,"Office for National Statistics: Growing Up in England Wave 1, Growing Up in England Wave 2 - Exclusions, Absences and English School Census",2025,Education & Skills; Health & Social Care,Education & Skills; Health & Social Care,True,Within-Domain Linkage,Single-Dataset,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Education & Skills because school attendance and attainment are central, and Health & Social Care because neurodevelopmental conditions (intellectual disability/autism) are the defining exposure; Within-Domain Linkage because the Growing Up in England waves with school census/exclusions/absences are all education-linked products; Outcome Tracking because it relates a condition status to attendance and attainment outcomes; no tag because the focus is on a clinical condition group rather than an equality-relevant demographic comparison.","Assigned Education & Skills because the project studies school attendance and educational attainment, and Health & Social Care because the focus population is children with neurodevelopmental conditions (intellectual disability and/or autism); Single-Dataset because the Growing Up in England waves with linked school census data form one internally coherent data product; Outcome Tracking because the project links a health condition (neurodevelopmental conditions) to educational outcomes (attendance and attainment); no cross-cutting tag as the focus is on a health-defined group rather than a demographic equity comparison across groups.",Layer B disagreed
2025/107,2025/107,Firm Adjustments to Minimum Wages: Role of Labour Market Concentration,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Register Employment Survey, Business Structure Database, Consumer and Retail Price Index, Longitudinal Business Database, Producer Price Index",2025,Business & Productivity; Labour Market & Employment,Labour Market & Employment; Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and Labour Market & Employment because the study examines firm adjustments to minimum wages and labour-market concentration using firm and earnings surveys; Within-Domain Linkage because the multiple business/labour datasets all sit within the firm/labour economic domain; Policy Evaluation / Impact Analysis because it evaluates effects of minimum wage policy on firms; no tag because no demographic equity comparison is central.,"Assigned Labour Market & Employment because the project studies minimum wages and labour market concentration (wages, employment); Business & Productivity because it examines firm adjustments and uses firm-level datasets; Cross-Domain Linkage because datasets span labour/earnings (ASHE, BRES) and business/firm domains (ABS, BSD, LBD, price indices); Policy Evaluation / Impact Analysis because minimum wages are a named policy and the project analyses firm responses to them; no tag because no demographic equity comparison is central.",Layer B disagreed
2025/108,2025/108,Informing Targeted Campaigns for the Construction Industry Research,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2025,Labour Market & Employment; Education & Skills,Education & Skills; Labour Market & Employment,True,Cross-Domain Linkage,Single-Dataset,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment and Education & Skills because the LEO dataset links education to employment/earnings to inform construction-industry campaigns; Cross-Domain Linkage because LEO combines education, welfare, and tax/employment component sources; Descriptive Monitoring because the aim is profiling the construction workforce to target campaigns; no tag because no demographic equity comparison is central.","Assigned Education & Skills and Labour Market & Employment because LEO data tracks education-to-work pathways and the project targets the construction industry workforce; Single-Dataset because LEO Iteration 2 Standard Extract is a single pre-linked product whose components (DfE, DWP, HMRC) are listed but form one coherent product spanning education and employment — however, since the identifiable components span education and employment domains, Cross-Domain Linkage could apply, but as LEO is treated as a single pre-linked cross-domain product the linkage is Cross-Domain Linkage; Descriptive Monitoring because informing targeted campaigns implies profiling and characterising the construction workforce pipeline; no cross-cutting tag as no demographic comparison is central.",Layer B disagreed
2025/109,2025/109,Researching intimate partner violence and abuse with UK survey data,Office for National Statistics: Crime Survey for England and Wales,2025,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,Demographic disparities / equity tag,False,Assigned Crime & Justice because intimate partner violence and abuse is the substantive focus using the Crime Survey; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because the project characterises IPV with survey data without a named intervention or exposure-outcome test; no tag because demographic equity comparison is not stated as central.,Assigned Crime & Justice because intimate partner violence and abuse is a victimisation/crime topic; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because researching IPV with survey data suggests characterising prevalence and patterns; demographic disparities/equity tag because intimate partner violence research inherently centres on gender-based comparison of victimisation.,Tag disagreed
