Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2025/243,"The impact of timing of Special Educational Needs and Disabilities identification on education, employment, income, and benefit outcomes: A longitudinal analysis of pupils in England using linked administrative data.","Johny Daniel, Durham University  
Johny Daniel, Durham University  Dr. North Cooc, The University of Texas at Austin    ",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,Office for National Statistics Secure Research Service,2025-10-30,2025/243,2025,2025Q4,Q4 2025,Education & Skills; Labour Market & Employment,Outcome Tracking; Life-Course / Trajectory Analysis,,"Assigned Education & Skills because SEND identification is the core educational focus, and Labour Market & Employment because employment and income outcomes are analysed; Outcome Tracking because it links timing of SEND identification to downstream outcomes, plus Life-Course / Trajectory Analysis because it uses longitudinal education-to-work outcomes; no tag because disability identification timing is the exposure rather than a demographic comparison.",Education & Skills
2025/244,Intimate partner abuse in lesbian relationships,"Diane Stoianov, The Lesbian Project
Diane Stoianov, The Lesbian Project",Digital Economy Act 2017,Office for National Statistics: Crime Survey for England and Wales,Office for National Statistics Secure Research Service,2025-11-03,2025/244,2025,2025Q4,Q4 2025,Crime & Justice,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Crime & Justice because intimate partner abuse and victimisation is the substantive focus via the Crime Survey; Descriptive Monitoring because it characterises abuse within a specific population; Demographic disparities tag because it centres on lesbian relationships, a sexual-orientation equality group.",Crime & Justice
2025/245,"Endogenous Income Risk, Performance Pay, and Tax Progressivity","Pawel Piotr Doligalski, University of Bristol
Pawel Piotr Doligalski, University of Bristol",Digital Economy Act 2017,Office for National Statistics: Annual Survey of Hours and Earnings Longitudinal and linked to HMRC,Office for National Statistics Secure Research Service,2025-11-03,2025/245,2025,2025Q4,Q4 2025,Public Finance & Taxation; Labour Market & Employment,Outcome Tracking,,"Assigned Public Finance & Taxation because tax progressivity is central, and Labour Market & Employment because performance pay and earnings risk are analysed with ASHE-HMRC earnings data; Outcome Tracking because it links income risk and performance pay to tax progressivity outcomes; no tag because no demographic comparison or pandemic lens is central.",Public Finance & Taxation
2025/247,What effect do demand-side policies to reduce downpayment constraints for home purchase have on social mobility?,"Beatrice Boileau, Institute for Fiscal Studies
Beatrice Boileau, Institute for Fiscal Studies                         Peter Levell, Institute for Fiscal Studies",Digital Economy Act 2017,"Understanding Society: Linked Credit Reference Agency (CRA) Dataset, British Household Panel Survey
Office for National Statistics: Quarterly Labour Force Survey, Annual Population Survey
Department for Transport: National Travel Survey",UK Data Service,2025-11-04,2025/247,2025,2025Q4,Q4 2025,"Housing & Planning; Poverty, Wealth & Living Standards",Policy Evaluation / Impact Analysis; Life-Course / Trajectory Analysis,,"Assigned Housing & Planning because the project studies demand-side policies reducing downpayment constraints for home purchase, and Poverty, Wealth & Living Standards because it concerns social mobility and uses credit/household resource data; Policy Evaluation / Impact Analysis because it estimates the effect of named demand-side policies, and Life-Course / Trajectory Analysis because social mobility involves long-run trajectories; no tag because no demographic or pandemic lens is central.",Housing & Planning
2025/249,Education and Financing: How Changes in Financial Support Shape University Enrolment and Students’ Labour Market Outcomes,"Mathias Fjællegaard Jensen, University of Oxford Francesco Maria Losma, University of Oxford
Mathias Fjællegaard Jensen, University of Oxford",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes (LEO),Office for National Statistics Secure Research Service,2025-11-06,2025/249,2025,2025Q4,Q4 2025,Education & Skills,Policy Evaluation / Impact Analysis,,Assigned Education & Skills because it studies how financial support shapes university enrolment and education-to-work outcomes via LEO; Policy Evaluation / Impact Analysis because it evaluates changes in financial support; no tag because no demographic or pandemic lens is central.,Education & Skills
2025/250,Outcomes of looked-after and vulnerable children in boarding schools,"Louise Kay, University of Nottingham 
Louise Kay, University of Nottingham                                  Michael Adkins, University of Nottingham                              David Murphy, University of Nottingham                              Gianna De Fraja, University of Nottingham ",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England,Office for National Statistics Secure Research Service,2025-11-07,2025/250,2025,2025Q4,Q4 2025,Education & Skills,Outcome Tracking,,"Assigned Education & Skills because it examines outcomes of looked-after and vulnerable children in boarding schools using LEO; Outcome Tracking because it links vulnerable child status to downstream educational outcomes; no tag because the comparison is by vulnerability/care status, not a demographic/equality group.",Education & Skills
2025/251,Developing the Circular Economy in Northern Ireland: An Agent-Based Modelling Approach,"Arie Lakeman, Queen's University Belfast
Arie Lakeman, Queen's University Belfast",Digital Economy Act 2017,"Office for national Statistics: Annual Business Survey, Annual Purchases survey
Northern Ireland Statistics and Research Agency: Northern Ireland Annual Business Inquiry, Northern Ireland Economic Trade Statistics",Northern Ireland Statistics and Research Agency,2025-11-12,2025/251,2025,2025Q4,Q4 2025,Environment & Agriculture; Business & Productivity,Descriptive Monitoring,,"Assigned Environment & Agriculture because it concerns developing the circular economy, and Business & Productivity because it uses business surveys and models firm activity; Descriptive Monitoring because the agent-based modelling characterises economic structures rather than evaluating a named policy; no tag because no demographic or pandemic lens is central.",Environment & Agriculture
2025/254,Examining the Role of Community Order Sentence Requirements in Reducing Reoffending,"Jade Parker, Sentencing Acadamey 
Jade Parker, University of Leeds                                               Jose Pina-Sánchez, University of Leeds",Digital Economy Act 2017,"Ministry of Justice: MoJ Data First cross justice system linking dataset - England and Wales, Data First Magistrates Court Iteration 2 - England and Wales, Data First Crown Court Iteration 2 - England and Wales",Office for National Statistics Secure Research Service,2025-11-18,2025/254,2025,2025Q4,Q4 2025,Crime & Justice,Policy Evaluation / Impact Analysis,,Assigned Crime & Justice because it examines community order sentence requirements and reoffending using MoJ court data; Policy Evaluation / Impact Analysis because it evaluates the effect of sentence requirements on reoffending; no tag because no demographic or pandemic lens is central.,Crime & Justice
2025/256,Understanding prevalence of developmental and mental health outcomes in UK preschoolers,"Kathryn Hesketh, University College London
Kathryn Hesketh, University College London      Helen Dodd, Univeraity of Exeter",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data,Office for National Statistics Secure Research Service,2025-11-25,2025/256,2025,2025Q4,Q4 2025,Health & Social Care,Descriptive Monitoring,,Assigned Health & Social Care because it studies developmental and mental health outcomes in preschoolers; Descriptive Monitoring because it measures prevalence of these outcomes; no tag because no demographic or pandemic lens is central.,Health & Social Care
2025/248,A calculation of the per capita consumption of gluten in the UK,"Simon Williams, Independent Researcher
Simon Williams",Digital Economy Act 2017,Office for National Statistics: UK Manufacturers' Sales by Products Survey,Office for National Statistics Secure Research Service,2025-11-27,2025/248,2025,2025Q4,Q4 2025,Environment & Agriculture,Descriptive Monitoring,,"Assigned Environment & Agriculture because it calculates per capita gluten consumption from manufacturers' product sales, relating to food/agricultural products; Descriptive Monitoring because it estimates consumption levels; no tag because no demographic or pandemic lens is central.",Environment & Agriculture
2025/252,Barriers to growth: the role of physical barriers in determining agglomeration spillovers,"Luke Appleton, The London School of Economics 
Luke Appleton, The London School of Economics ",Digital Economy Act 2017,"Office For National Statistics: Longitudinal Business Database - UK, Annual Respondents Database 2, Annual Respondents Database X",Office for National Statistics Secure Research Service,2025-11-25,2025/252,2025,2025Q4,Q4 2025,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because it studies agglomeration spillovers and firm productivity using business databases; Outcome Tracking because it links physical barriers to firm-level agglomeration outcomes; no tag because no demographic or pandemic lens is central.,Business & Productivity
2025/255,Developing estimates of hours worked for the UK using a component method,"Josh Martin, Bank of England
Cliodhna Taylor, ONS",Digital Economy Act 2017,"Office for National Statistics: New Earnings Survey - GB, Labour Force Surv ey Person - UK, Labour Force Survey Longitudinal - UK, Annual Survey of Hours and Earnings - GB, Annual Survey of Hours and Earnings Longitudinal - GB",Office for National Statistics Secure Research Service,2025-12-01,2025/255,2025,2025Q4,Q4 2025,Labour Market & Employment; Data Infrastructure & Methodology,Methodological / Infrastructure Research,,"Assigned Labour Market & Employment because it concerns hours worked and earnings surveys, and Data Infrastructure & Methodology because developing a component estimation method is the object; Methodological / Infrastructure Research because it develops estimates using a new method; no tag because no demographic or pandemic lens is central.",Labour Market & Employment
2025/208,Beyond the Classroom: Rethinking the EAL Label in Higher Education and Labour Market _x000D_ Transitions Using Longitudinal Administrative Data,"Samira Moradi  , School of Education, University of Bristol 
Dr Rob Gruijters, University of Bristol,  
Prof. George Leckie
University of Bristol",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,Office for National Statistics Secure Research Service,2025-09-12,2025/208,2025,2025Q3,Q3 2025,Education & Skills; Labour Market & Employment,Life-Course / Trajectory Analysis,Demographic disparities / equity tag,"Assigned Education & Skills because it studies the EAL label in higher education using LEO, and Labour Market & Employment because labour market transitions are central; Life-Course / Trajectory Analysis because it follows higher education to labour market transitions longitudinally; Demographic disparities / equity tag because the EAL (English as additional language) label centres on language/migrant-background group comparison.",Education & Skills
2025/258,Assessing ethnic discrimination in England & Wales criminal sentencing using machine learning explainability,"Sakina Hansen, London School of Economics_x000D_
Sakina Hansen, London School of Economics                                    Sara Gisella Geneletti Inchauste, London School of Economics  ",Digital Economy Act 2017,"Ministry of Justice: MoJ Data First cross justice system linking dataset - England and Wales, Data First Magistrates Court Iteration 2 - England and Wales, Data First Crown Court Iteration 2 - England and Wales",Office for National Statistics Secure Research Service,2025-12-01,2025/258,2025,2025Q4,Q4 2025,Crime & Justice,Outcome Tracking,Demographic disparities / equity tag,"Assigned Crime & Justice because the project studies criminal sentencing in magistrates and Crown courts using MoJ Data First datasets; Outcome Tracking because it links ethnicity to sentencing outcomes (machine learning here is instrumental, not the substantive object); Demographic disparities / equity tag because assessing ethnic discrimination across groups is central.",Crime & Justice
2025/260,"Inequalities and Health: Cancer Outcomes and Preventive Pathways in Wales—Screening, Smoking Cessation, and Access to Care.","Giles Greene, Public Health Wales
Jiao Song, Public Health Wales
Columbus Ohaeri, Public Health Wales
Harvey Carman, Public Health Wales
Leon May, Public Health Wales
Tamsin Long, Public Health Wales
Rajendra Kadel, Public Health Wales
Ffion Thomas, Public Health Wales
Ashley Akbari, Swansea University
Chris Emmerson, Public Health Wales",Digital Economy Act 2017,SAIL Databank: 2011 & 2021 Census,SAIL Databank,2025-12-12,2025/260,2025,2025Q4,Q4 2025,Health & Social Care,Outcome Tracking; Service Interaction / Systems Analysis,Demographic disparities / equity tag,"Assigned Health & Social Care because the focus is cancer outcomes, screening, smoking cessation and access to care; Outcome Tracking because inequalities are linked to cancer outcomes, and Service Interaction / Systems Analysis because screening and access-to-care pathways are central; Demographic disparities / equity tag because inequalities in outcomes are the central lens.",Health & Social Care
2025/261,The Impact of Digital Trade on Female Employment in the UK,"Pinar Gunes, Centre for Inclusive Trade Policy (CITP), University of Sussex _x000D_
Dongzhe Zhang, University of Sussex",Digital Economy Act 2017,"Office for National Statistics: Labour Force Survey, E-Commerce and Digital Economy Survey - UK, Annual International Trade in Services, Linked Trade-in-Goods/Inter-Departmental Business Register - UK",Office for National Statistics Secure Research Service,2025-12-15,2025/261,2025,2025Q4,Q4 2025,Labour Market & Employment; Business & Productivity,Outcome Tracking,Demographic disparities / equity tag,"Assigned Labour Market & Employment because the focus is female employment, and Business & Productivity because digital trade and international trade datasets define the exposure; Outcome Tracking because digital trade (a naturally occurring condition) is linked to employment outcomes; Demographic disparities / equity tag because the comparison centres on female employment by sex.",Labour Market & Employment
2025/262,An analysis of blue space and its effect on health in Wales,"Oliver Thwaites, Swansea University_x000D_
Rhodri Johnson, Swansea University_x000D_
Richard Fry, Swansea University_x000D_
Amy Mizen, Swansea University",Digital Economy Act 2017,SAIL Databank: 2021 Census,SAIL Databank,2025-12-16,2025/262,2025,2025Q4,Q4 2025,Health & Social Care; Environment & Agriculture,Outcome Tracking,,"Assigned Health & Social Care because the project studies effects on health, and Environment & Agriculture because blue space (natural environment) is the exposure; Outcome Tracking because it links blue space exposure to health outcomes; no tag because no demographic or pandemic lens is central.",Health & Social Care
2025/263,An Economic Analysis of the Impact of UK Armed Forces Reservists and Veterans on the Labour Market,"Catherine Galley, RAND Europe_x000D_
",Digital Economy Act 2017,"Office for National Statistics: Annual Population Survey, Family Resources Survey",UK Data Service,2025-12-17,2025/263,2025,2025Q4,Q4 2025,Labour Market & Employment,Outcome Tracking,,Assigned Labour Market & Employment because the project analyses the labour-market impact of reservists and veterans using Annual Population Survey and Family Resources Survey; Outcome Tracking because veteran/reservist status (a characteristic) is linked to labour-market outcomes; no tag because veteran status is not a standard demographic/equality group and no pandemic lens applies.,Labour Market & Employment
2025/264,"Understanding and explaining disparities in infection incidence, treatment, and outcomes using causal decomposition analysis and distributional regression","Koen Pouwels, University of Oxford_x000D_
Murong Yang,_x000D_
University of Oxford _x000D_
Jake Hitch,_x000D_
University of Oxford _x000D_
Gail Hayward, _x000D_
University of Oxford _x000D_
Trenton Honda, _x000D_
University of Oxford _x000D_
Maria Vazquez- Montes,_x000D_
University of Oxford ",Digital Economy Act 2017,SAIL Databank: 2021 & 2022 Census,SAIL Databank,2025-12-18,2025/264,2025,2025Q4,Q4 2025,Health & Social Care,Outcome Tracking,Demographic disparities / equity tag,"Assigned Health & Social Care because the focus is infection incidence, treatment, and outcomes; Outcome Tracking because it uses causal decomposition to link factors to infection outcomes; Demographic disparities / equity tag because explaining disparities across groups is central.",Health & Social Care
2025/265,Local Labour Demand,"Kouki Amarisa, University of Sheffield_x000D_
Steven McIntosh, University of Sheffield_x000D_
Lucy Ward, University of Sheffield",Digital Economy Act 2017,Office for National Statistics: Annual Population Survey,UK Data Service,2025-12-30,2025/265,2025,2025Q4,Q4 2025,Labour Market & Employment,Descriptive Monitoring,,Assigned Labour Market & Employment because the project concerns local labour demand using the Annual Population Survey; Descriptive Monitoring because it characterises labour demand by area without testing an exposure-outcome relationship or evaluating a policy; no tag because no demographic or pandemic lens is central.,Labour Market & Employment
2025/266,The impact of labour market concentration on Subjective Wellbeing in the UK,"Yaxin Guo, University of Oxford_x000D_
Tim Vlandas, University of Oxford",Digital Economy Act 2017,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Structure Database",UK Data Service,2025-12-30,2025/266,2025,2025Q4,Q4 2025,Labour Market & Employment,Outcome Tracking,,Assigned Labour Market & Employment because labour market concentration is the central object using ASHE and Business Structure Database; Outcome Tracking because labour market concentration (a condition) is linked to subjective wellbeing; no tag because no demographic or pandemic lens is central.,Labour Market & Employment
2025/267,Labour market potential for progression and participation in Scotland,"Hannah Randolph, Fraser of Allander Institute (University of Strathclyde)  _x000D_
Brodie Gillan, University of Strathclyde_x000D_
Mairi Spowage, University of Strathclyde_x000D_
Allison Catalano, University of Strathclyde",Digital Economy Act 2017,Office for National Statistics: Annual Population Survey,Office for National Statistics Secure Research Service,2025-12-30,2025/267,2025,2025Q4,Q4 2025,Labour Market & Employment,Descriptive Monitoring,,Assigned Labour Market & Employment because the project examines labour-market progression and participation in Scotland using the Annual Population Survey; Descriptive Monitoring because it profiles potential for progression and participation; no tag because no demographic or pandemic lens is central.,Labour Market & Employment
2026/002,"Educational outcomes, special educational needs and autism in children with an early diagnosis of cancer: a population-based cohort study using ECHILD","Hannah Slevin, University of Manchester_x000D_
Katie Harron, University College London_x000D_
Selina Nath, University College London_x000D_
Richard Feltbower, Leeds University",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data,Office for National Statistics Secure Research Service,2026-01-06,2026/002,2026,2026Q1,Q1 2026,Health & Social Care; Education & Skills,Outcome Tracking; Life-Course / Trajectory Analysis,,"Assigned Health & Social Care because of early cancer diagnosis and autism/SEN, and Education & Skills because educational outcomes are central via ECHILD linked education-health data; Outcome Tracking because early cancer diagnosis is linked to educational and SEN outcomes, and Life-Course / Trajectory Analysis because it is a population-based cohort following children's long-run outcomes; no tag because no demographic-equality comparison or pandemic lens is central.",Health & Social Care
2026/003,Educational Child and Adolescent Population-level Prediction Modelling for First Episode Psychosis in Adulthood (ECAP-FEP Study),"Luke Brown, University of Birmingham  _x000D_
",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data,Office for National Statistics Secure Research Service,2026-01-06,2026/003,2026,2026Q1,Q1 2026,Health & Social Care; Education & Skills,Risk Prediction / Early Identification,,Assigned Health & Social Care and Education & Skills because the project links childhood/adolescent educational and child health data to predict adult psychosis (NHS and DfE education-child health linked data); Risk Prediction / Early Identification because the title explicitly states 'Population-level Prediction Modelling' for first episode psychosis; no tag because no demographic-equity or pandemic lens is central.,Health & Social Care
2026/004,"Understanding pathways between mental health, access to treatment and educational development","Gregory Veramendi, Royal Holloway, University of London_x000D_
Melanie Luhrmann, Royal Holloway, University of London_x000D_
Juan Pablo Rud, Royal Holloway, University of London_x000D_
Gabriel Facchini, Royal Holloway, University of London_x000D_
Abu Siddique, Royal Holloway, University of London",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data,Office for National Statistics Secure Research Service,2026-01-06,2026/004,2026,2026Q1,Q1 2026,Health & Social Care; Education & Skills,Service Interaction / Systems Analysis; Outcome Tracking,,"Assigned Health & Social Care and Education & Skills because the project examines mental health, treatment access and educational development using NHS and DfE education-child health linked data; Service Interaction / Systems Analysis because 'access to treatment' and pathways are central, and Outcome Tracking because it links mental health to educational development; no tag because no demographic-equity or pandemic lens is central.",Health & Social Care
2025/257,Maternal and pregnancy health and elevated heat - MAGENTA,"Samantha Turner, Swansea University_x000D_
Samantha Turner, Swansea University                     Wally Abdeldayem, Swansea University                        Jim Rafferty, Swansea University	                               Rhiannon Owen, Swansea University	                               Lucy Griffiths, Swansea University	                              Amy Mizen, Swansea University",Digital Economy Act 2017,Office for National Statistics: Census 2021,SAIL Databank,2025-12-05,2025/257,2025,2025Q4,Q4 2025,Health & Social Care,Outcome Tracking,,Assigned Health & Social Care because the project studies maternal and pregnancy health outcomes related to elevated heat using Census 2021; Outcome Tracking because it links a naturally occurring exposure (heat) to health outcomes; no tag because no demographic-equity comparison or pandemic lens is central.,Health & Social Care
2025/259,Higher Education Investment with Embedded Employment Migration Options,"Sean Robert Brophy, Manchester Metropolitan University",Digital Economy Act 2017,Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,Office for National Statistics Secure Research Service,2025-12-15,2025/259,2025,2025Q4,Q4 2025,Education & Skills; Migration & Demographics,Outcome Tracking,,"Assigned Education & Skills because higher education investment and outcomes are central via Longitudinal Education Outcomes data, and Migration & Demographics because the focus includes employment migration options; Outcome Tracking because it links HE investment to downstream migration/employment outcomes; no tag because no demographic-equity or pandemic lens is central.",Education & Skills
2026/005,Measuring the Impacts of Climate Change on Inflation Inequality in the UK: an Experimental Consumer Price Index Approach.,"Luigi Civitarese Matteucci, University of East Anglia
Gaetano Grilli, University of East Anglia",Digital Economy Act 2017,"DEFRA,
Office for National Statistics: Living Costs and Food Survey,
Office for National Statistics: Annual Population Survey",UK Data Service,2026-01-06,2026/005,2026,2026Q1,Q1 2026,"Environment & Agriculture; Poverty, Wealth & Living Standards",Descriptive Monitoring,,"Assigned Environment & Agriculture because climate change is the central exposure and Poverty, Wealth & Living Standards because the focus is inflation inequality and cost of living using Living Costs and Food Survey; Descriptive Monitoring because the project develops an experimental CPI to measure distributional inflation patterns; no tag because the comparison is socioeconomic not demographic and no pandemic lens applies.",Environment & Agriculture
2026/006,"Manager Characteristics, Management Practice, Productivity","Teresa Hall, London School of Economics
John Van Reenan, London School of Economics",Digital Economy Act 2017,"Office for National Statistics: Annual Business Survey, Annual Respondents Database X (ARDx)
Business Register and Employment Survey,
Annual Survey of Hours and Earnings, Management and Expectations Survey,
Management Practices Survey",UK Data Service,2026-01-12,2026/006,2026,2026Q1,Q1 2026,Business & Productivity,Outcome Tracking,,"Assigned Business & Productivity because the project studies manager characteristics, management practices and firm productivity using business surveys; Outcome Tracking because it links manager/management characteristics to productivity outcomes; no tag because no demographic-equity or pandemic lens is central.",Business & Productivity
2026/008,Exploring the Impact of Substance Misuse on Outcomes for High-Risk Young People,"Ella Watson, Cardiff University
Nell Warner, Cardiff University",Digital Economy Act 2017,SAIL Databank: 2021 Census,SAIL Databank,2026-01-15,2026/008,2026,2026Q1,Q1 2026,Health & Social Care; Crime & Justice,Outcome Tracking,,"Assigned Health & Social Care because substance misuse is the central exposure, and Crime & Justice because the focus is high-risk young people and their outcomes; Outcome Tracking because it links substance misuse to downstream outcomes using SAIL Census data; no tag because no demographic-equity or pandemic lens is central.",Health & Social Care
2026/009,2026: Disabled people's access to good quality work in the UK,"Niamh Bridson Hubbard, University College London
Anne McMunn, University College Lonfon
Katie Sarah Taylor, University College London",Digital Economy Act 2017,Office for National Statistics: Annual Population Survey - UK,Office for National Statistics Secure Research Service,2026-01-15,2026/009,2026,2026Q1,Q1 2026,Labour Market & Employment,Descriptive Monitoring,Demographic disparities / equity tag,Assigned Labour Market & Employment because the focus is disabled people's access to good quality work using the Annual Population Survey; Descriptive Monitoring because it characterises access to and quality of work; Demographic disparities / equity tag because the central comparison is by disability status.,Labour Market & Employment
2026/010,Relationship between historical deindustrialisation and labour market outcomes of ethnic minority communities in England.,"Rebecca Florisson, Lancaster University
Alison Sizer, University College London
Martin Robert Quinn, Lancaster University",Digital Economy Act 2017,"Office for National Statistics: Annual Population Survey - UK, ONS Longitudinal Study - England and Wales",Office for National Statistics Secure Research Service,2026-01-15,2026/010,2026,2026Q1,Q1 2026,Labour Market & Employment,Outcome Tracking,Demographic disparities / equity tag,Assigned Labour Market & Employment because the project studies labour market outcomes of ethnic minority communities using APS and ONS LS; Outcome Tracking because it links historical deindustrialisation to labour-market outcomes; Demographic disparities / equity tag because comparison across ethnic minority groups is central.,Labour Market & Employment
2026/011,The impact of social mobility on health in England and Wales,"Jitka Pikhartova, UCL Centre for Longitudinal Studies
Jemima Stockton, University College London
Alison Sizer, University College London",Digital Economy Act 2017,Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2026-01-15,2026/011,2026,2026Q1,Q1 2026,Health & Social Care,Life-Course / Trajectory Analysis,,"Assigned Health & Social Care because the substantive outcome is health, and social mobility is the exposure analysed via the ONS Longitudinal Study; Life-Course / Trajectory Analysis because social mobility and long-run health trajectories are followed using longitudinal data; no tag because the comparison is socioeconomic mobility rather than a demographic-equity group and no pandemic lens applies.",Health & Social Care
2026/012,Understanding the economic performance of the book and academic journal sectors,"Kapila Perera, Publishers Association
",Digital Economy Act 2017,"Office for National Statistics: Small Business Survey - UK,
Annual Survey of Hours and Earnings - GB,
Business Register Employment Survey,
UK InnovationSurvey,
Business Enterprise Research and Development - GB,
Annual Population Survey - UK, Annual Business Survey",Office for National Statistics Secure Research Service,2026-01-16,2026/012,2026,2026Q1,Q1 2026,Business & Productivity,Descriptive Monitoring,,"Assigned Business & Productivity because the project examines economic performance of book and academic journal sectors using business surveys, R&D, and innovation data; Descriptive Monitoring because it profiles sector performance and characteristics rather than testing an intervention; no tag because no demographic or pandemic lens is central.",Business & Productivity
2026/014,"Comparing European Approaches to the Unit Problem Using UK Business Data: Linking Legal Units, Enterprises and Structural Changes Over Time","Paul Smith  , University of Southampton
Lara Krell, Trier University",Digital Economy Act 2017,"Office for National Statistics: Structure Database - UK, udinal Busin ess Database - UK",Office for National Statistics Secure Research Service,2026-01-28,2026/014,2026,2026Q1,Q1 2026,Business & Productivity; Data Infrastructure & Methodology,Methodological / Infrastructure Research,,"Assigned Business & Productivity because it uses firm/enterprise structure data on legal units and enterprises, and Data Infrastructure & Methodology because the 'unit problem' of linking legal units, enterprises and structural changes is the substantive object; Methodological / Infrastructure Research because the analytical operation develops and compares linkage/measurement approaches; no tag because no demographic or pandemic lens applies.",Business & Productivity
2026/016,Estimation of adjustment costs and misallocation of inputs,"Michael Tran, University College London
Vincent Sterk, University College London",Digital Economy Act 2017,Office for National Statistics: Annual Respondents Database,UK Data Service,2026-01-21,2026/016,2026,2026Q1,Q1 2026,Business & Productivity,Descriptive Monitoring,,Assigned Business & Productivity because estimating adjustment costs and misallocation of inputs concerns firm-level production and efficiency using the Annual Respondents Database; Descriptive Monitoring because it characterises misallocation patterns rather than evaluating a named intervention; no tag because no equity or pandemic lens is central.,Business & Productivity
2026/017,"Trends over time in intergenerational occupational, educational, income and housing mobility and their patterns of intersectionality with sex, ethnic group, disability and local area","Rosa Alonso, Social Mobility Commission, The Cabinet Office
Erin May Lumsdale, Cabinet Office
Gurjit Panesar-Compton, Cabinet Office
Olivia Garbutt, Cabinet Office
Yang Yu, Oxford University",Digital Economy Act 2017,Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2026-01-21,2026/017,2026,2026Q1,Q1 2026,"Poverty, Wealth & Living Standards; Education & Skills; Labour Market & Employment; Housing & Planning",Life-Course / Trajectory Analysis,Demographic disparities / equity tag,"Assigned multiple domains because the project studies intergenerational mobility across occupational, educational, income and housing dimensions using the ONS Longitudinal Study; Life-Course / Trajectory Analysis because it follows intergenerational mobility and trajectories over time; demographic disparities tag because intersectionality with sex, ethnic group and disability is central.","Poverty, Wealth & Living Standards"
2026/018,Market Research Society (MRS) Size of and Impact of Business of Evidence,"Louise Northop, PA Consulting
",Digital Economy Act 2017,"Office for National Statistics: Annual International Trade in Services - UK,
Labour Force Survey Longitudinal - UK, Business Enterprise Research and Development - GB,
Business Register Employment Survey - UK,
Annual Business Survey - GB,
Business Structure Database - UK,
Labour Force Survey - UK,",Office for National Statistics Secure Research Service,2026-01-21,2026/018,2026,2026Q1,Q1 2026,Business & Productivity,Descriptive Monitoring,,Assigned Business & Productivity because the project measures the size and economic impact of the business-of-evidence/market research sector using business surveys and trade data; Descriptive Monitoring because it quantifies sector size and impact; no tag because no demographic or pandemic lens is central.,Business & Productivity
2026/019,Fiscal and targeting consequences of monthly benefit redeterminations,"Samuel  David Ray-Chaudhuri, Institute for Fiscal Studies
Tom Waters, Institute for Fiscal Studies",Digital Economy Act 2017,Office for National Statistics: Annual Survey of Hours and Earnings linked to PAYE and Self-Assessment data - GB,Office for National Statistics Secure Research Service,2026-01-22,2026/019,2026,2026Q1,Q1 2026,"Poverty, Wealth & Living Standards; Public Finance & Taxation",Policy Evaluation / Impact Analysis,,"Assigned Poverty, Wealth & Living Standards because monthly benefit redeterminations concern household benefit resources and Public Finance & Taxation because fiscal consequences and targeting of benefit administration are central; Policy Evaluation / Impact Analysis because it assesses fiscal and targeting consequences of a benefit redetermination policy; no tag because no demographic or pandemic lens is central.","Poverty, Wealth & Living Standards"
2026/020,Distributional Impact of Competition Policy,"Franco Mariuzzo, University of East Anglia
",Digital Economy Act 2017,"Office for National Statistics: Business Structure Database, Living Costs and Food Surveys,
Safeguarded Living Costs and Food Survey",UK Data Service,2026-01-22,2026/020,2026,2026Q1,Q1 2026,"Business & Productivity; Poverty, Wealth & Living Standards",Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because competition policy affects firms (Business Structure Database) and Poverty, Wealth & Living Standards because distributional impacts on household living costs are assessed via Living Costs and Food Surveys; Policy Evaluation / Impact Analysis because it evaluates the distributional impact of competition policy; no tag because no demographic or pandemic lens is central.",Business & Productivity
2026/021,The effect of exposure to austerity on education and labour market outcomes,"Valentina Di Lasio, University of Southampton
Jackline Wahba, University of Southampton",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England,Office for National Statistics Secure Research Service,2026-02-02,2026/021,2026,2026Q1,Q1 2026,Education & Skills; Labour Market & Employment,Policy Evaluation / Impact Analysis,,Assigned Education & Skills and Labour Market & Employment because it studies education and labour-market outcomes using Longitudinal Education Outcomes data; Policy Evaluation / Impact Analysis because exposure to austerity (a deliberate policy) is the analytical exposure on outcomes; no tag because no demographic or pandemic lens is central.,Education & Skills
