Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8_run_1,substantive_domains_4_8_run_2,substantive_domains_agree,linkage_mode_4_8_run_1,linkage_mode_4_8_run_2,linkage_mode_agree,analytical_purpose_4_8_run_1,analytical_purpose_4_8_run_2,analytical_purpose_agree,cross_cutting_tags_4_8_run_1,cross_cutting_tags_4_8_run_2,cross_cutting_tags_agree,rationale_4_8_run_1,rationale_4_8_run_2,disagreement_summary
2025/009,2025/009,Predicting Outcomes for Children in Care: An Administrative Data Analysis of whole Populations in the UK,"Office for National Statistics &
Department for Education: Growing Up in England Wave 1, Growing Up in England Wave 2",2025,Education & Skills; Health & Social Care,Health & Social Care; Education & Skills,True,Within-Domain Linkage,Single-Dataset,False,Risk Prediction / Early Identification,Risk Prediction / Early Identification,True,,,True,Assigned Education & Skills and Health & Social Care because the study concerns outcomes for children in care drawing on the Growing Up in England linked product covering education and child health; Within-Domain Linkage because two waves of the same GUiE product are listed; Risk Prediction / Early Identification because the title explicitly states 'Predicting Outcomes for Children in Care'; no tag because children in care is the population not a demographic equity comparison.,Assigned Health & Social Care and Education & Skills because children in care outcomes span social care and educational attainment via the Growing Up in England linked product; Single-Dataset because the entry lists one internally coherent GUiE product (two waves of the same data product); Risk Prediction / Early Identification because the title explicitly states 'Predicting Outcomes for Children in Care'; no tag because children in care is the population not a demographic-equity comparison.,Layer B disagreed
2025/015,2025/015,Evaluation of Official UK Export Credits on Firm Level Outcomes,"Office for National Statistics: Business Structure Database, Enhanced Linked Trade-in-Goods/Inter-Departmental Business Register, International Trade in Services, Longitudinal Inter-Departmental Business Register",2025,Business & Productivity; Public Finance & Taxation,Business & Productivity,False,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Business & Productivity and Public Finance & Taxation because it evaluates UK Export Credits (a government scheme) on firm-level outcomes; Within-Domain Linkage because the business and trade datasets all sit within the business domain; Policy Evaluation / Impact Analysis because it evaluates the impact of a named export credits programme; no tag because no demographic comparison is central.,"Assigned Business & Productivity because the project evaluates firm-level outcomes of export credits; Cross-Domain Linkage because datasets link business register, trade-in-goods and trade-in-services sources spanning business and trade domains; Policy Evaluation / Impact Analysis because it evaluates a named scheme, UK Export Credits; no tag because no demographic comparison is central.",Layer A disagreed; Layer B disagreed
2025/016,2025/016,Specialist Creative Education - Demand and Impact Analysis,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2025,Education & Skills,Education & Skills; Labour Market & Employment,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Education & Skills because the project analyses demand and impact of specialist creative education; Cross-Domain Linkage because the LEO dataset links education (DfE) with employment/earnings (DWP, HMRC) sources spanning domains; Policy Evaluation / Impact Analysis because it assesses the impact of specialist creative education provision; no tag because no demographic-group comparison is central.","Assigned Education & Skills because the focus is specialist creative education demand, and Labour Market & Employment because LEO links education to employment/earnings outcomes; Cross-Domain Linkage because LEO combines DfE education with DWP/HMRC employment and tax data across domains; Policy Evaluation / Impact Analysis because it analyses the demand and impact of specialist creative education provision; no tag because no demographic-equity comparison is central.",Layer A disagreed
2025/020,2025/020,Upskilling and reskilling in a changing economy: the role of employer investment in training,Department For Education: Employer Skills Survey and Investment in Training - UK,2025,Labour Market & Employment; Education & Skills,Labour Market & Employment; Education & Skills,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Descriptive Monitoring,False,,,True,Assigned Labour Market & Employment and Education & Skills because the focus is employer investment in upskilling/reskilling and training in a changing economy; Single-Dataset because only the Employer Skills Survey and Investment in Training is listed; Outcome Tracking because it links employer training investment to skills outcomes; no tag because no demographic comparison is central.,"Assigned Labour Market & Employment because upskilling/reskilling and employer training investment concern workforce skills, and Education & Skills because employer-provided training is central; Single-Dataset because only the Employer Skills Survey and Investment in Training is listed; Descriptive Monitoring because it characterises the role and patterns of employer investment in training; no tag because no demographic comparison.",Layer C disagreed
2025/021,2025/021,ELUCIDate: ELUcidate long-term consequences of Childhood Infections using administrative and research Data,Office for National Statistics: COVID-19 Schools Infection Survey - England,2025,Health & Social Care; COVID-19 & Pandemic,Health & Social Care,False,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Health & Social Care and COVID-19 & Pandemic because the project elucidates long-term consequences of childhood infections using a COVID-19 schools infection survey; Single-Dataset because one survey dataset is listed; Outcome Tracking because it links childhood infection exposure to downstream health outcomes; no tag because no demographic equality comparison is central.,Assigned Health & Social Care because the project elucidates long-term health consequences of childhood infections; Single-Dataset because only the COVID-19 Schools Infection Survey is listed; Outcome Tracking because it links childhood infections (an exposure) to downstream health outcomes; no tag because no demographic-group comparison is central.,Layer A disagreed
2025/025,2025/025,Unmet need for lymphoedema care among ethnic minorities,SAIL Databank Databank: Census 2011 & 2021 (Welsh residents),2025,Health & Social Care,Health & Social Care,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring; Service Interaction / Systems Analysis,Descriptive Monitoring,False,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Health & Social Care because the focus is lymphoedema care need; Within-Domain Linkage because Census 2011 and 2021 are both census/demographic sources within one domain (though both census, treated as same domain); Descriptive Monitoring and Service Interaction / Systems Analysis because unmet need and access to care are central; demographic disparities tag because comparison is across ethnic minorities.","Assigned Health & Social Care because the project studies unmet need for lymphoedema care; Within-Domain Linkage because it uses Census 2011 and 2021 within SAIL, both population/demographic sources within one product set; Descriptive Monitoring because it characterises unmet care need across groups rather than evaluating an intervention; demographic disparities tag because the focus is ethnic-minority comparison.",Layer C disagreed
2025/029,2025/029,Diagnostic profiles of bilingual and monolingual children in Wales,SAIL Databank Databank: Census Wales 2011,2025,Health & Social Care; Education & Skills,Health & Social Care; Education & Skills,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,,False,Assigned Health & Social Care and Education & Skills because diagnostic profiles concern clinical diagnosis and bilingual/monolingual children's language development; Single-Dataset because only Census Wales 2011 is listed; Descriptive Monitoring because it profiles diagnostic patterns across groups; demographic disparities tag because comparison between bilingual and monolingual children is central.,Assigned Health & Social Care because diagnostic profiles are central and Education & Skills because bilingual/monolingual children's language relates to learning; Single-Dataset because only Census Wales 2011 within SAIL is listed; Descriptive Monitoring because it profiles diagnostic patterns across groups; no tag because the bilingual/monolingual distinction is a linguistic profiling lens rather than a demographic equality comparison.,Tag disagreed
2025/031,2025/031,Trends and patterns in application to undergraduate nursing degrees - implications for NHS England's Long-Term Workforce Plans training commitments,"DfE: Universities and Colleges Admissions Service (UCAS) Data, 2007-2021",2025,Education & Skills; Health & Social Care,Education & Skills; Labour Market & Employment,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Education & Skills and Health & Social Care because the project studies undergraduate nursing degree applications and NHS workforce training plans; Single-Dataset because only UCAS admissions data is listed; Descriptive Monitoring because it analyses trends and patterns in applications; no tag because no demographic equity comparison is central.,Assigned Education & Skills because it analyses undergraduate nursing degree applications and Labour Market & Employment because it concerns NHS workforce training plans; Single-Dataset because only UCAS admissions data is listed; Descriptive Monitoring because it examines trends and patterns in applications; no tag because no demographic equity comparison is central.,Layer A disagreed
2025/033,2025/033,Age Inequalities and Labour Misallocation,"Office for National Statistics: Annual Respondents Database x UK,
Annual Survey of Hours and Earnings Longitudinal UK",2025,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Cross-Domain Linkage,False,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because the project studies labour misallocation using earnings and respondent data; Within-Domain Linkage because ARD and ASHE both relate to the labour market; Outcome Tracking because it links age (a characteristic) to labour-market misallocation outcomes; demographic disparities tag because age inequalities are central to the question.,Assigned Labour Market & Employment because labour misallocation and earnings via ASHE are central; Cross-Domain Linkage because it links the Annual Respondents Database (business) with ASHE (labour/earnings) spanning business and labour domains; Outcome Tracking because it relates age (a characteristic) to labour-market misallocation outcomes; Demographic disparities tag because age inequalities are the central comparative lens.,Layer B disagreed
2025/042,2025/042,Understanding Household and Parental Predictors of Academic Success: Insights from the GUiE Dataset,"Office for National Statistics &
Department for Education: Growing Up in England Wave 1, Growing Up in England Wave 2",2025,Education & Skills,Education & Skills,True,Within-Domain Linkage,Single-Dataset,False,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Education & Skills because the focus is academic success; Within-Domain Linkage because two waves of the GUiE product are used; Outcome Tracking because it links household and parental characteristics to academic attainment; no tag because predictors are household/parental, not demographic-group comparison.",Assigned Education & Skills because academic success/attainment is the central outcome; Single-Dataset because one coherent GUiE product across two waves is listed; Outcome Tracking because household and parental predictors are linked to academic success; no tag because parental/household predictors are not centrally a demographic-group equity comparison.,Layer B disagreed
2025/053,2025/053,Supply Chain Disruptions and the EU-UK TCA,"Office for National Statistics: Annual Business Survey - GB, Annual International Trade in Services - UK, Annual Survey of Hours and Earnings - GB
Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK",2025,Business & Productivity,Business & Productivity,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Policy Evaluation / Impact Analysis,False,,,True,"Assigned Business & Productivity because the study examines supply chain disruptions and firm trade under the EU-UK TCA; Cross-Domain Linkage because it links business surveys, international trade, earnings (ASHE labour market) and trade-in-goods datasets spanning business and labour domains; Outcome Tracking because it links trade disruption events to firm outcomes; no tag because no demographic equity lens.","Assigned Business & Productivity because the project studies supply chain disruptions and firm trade under the EU-UK TCA; Cross-Domain Linkage because datasets span business surveys, trade, and earnings (ASHE labour market); Policy Evaluation / Impact Analysis because the EU-UK Trade and Cooperation Agreement is a named policy whose effects are assessed; no tag because no demographic comparison.",Layer C disagreed
2025/054,2025/054,Employment journeys of people working in the community care sector,Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,2025,Labour Market & Employment,Labour Market & Employment; Health & Social Care,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,,,True,"Assigned Labour Market & Employment because employment journeys of community care workers are central; Cross-Domain Linkage because ASHE (earnings/employment) is linked to the 2011 Census (demographics); Life-Course / Trajectory Analysis because it follows employment journeys over time; no tag because the focus is on sector workers' careers, not a demographic equity comparison.",Assigned Labour Market & Employment because the focus is employment journeys of community care workers and Health & Social Care because the workforce studied is the care sector; Cross-Domain Linkage because ASHE earnings data is linked to the 2011 Census (employment plus demographics/population); Life-Course / Trajectory Analysis because it follows workers' employment journeys over time; no tag because no demographic comparison is central.,Layer A disagreed
2025/056,2025/056,The Heterogeneous Impact of Urban Renewal Programmes: Evidence from Tower Block Demolitions Across UK Cities,"Office for National Statistics: Annual Respondents Database x UK,
Annual Survey of Hours and Earnings Longitudinal UK,
Business Structure Database UK",2025,Housing & Planning; Labour Market & Employment,Housing & Planning; Labour Market & Employment; Business & Productivity,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Housing & Planning because urban renewal and tower block demolitions are the object, and Labour Market & Employment because earnings/business datasets are used to measure outcomes; Cross-Domain Linkage because firm/earnings datasets span business and labour-market domains; Policy Evaluation / Impact Analysis because it evaluates the impact of named urban renewal programmes; no tag because no demographic-group lens is central.","Assigned Housing & Planning because urban renewal and tower block demolitions are central, plus Labour Market & Employment and Business & Productivity because outcomes are measured via ASHE earnings and business datasets; Cross-Domain Linkage because datasets span business (ARD, BSD) and labour/earnings (ASHE); Policy Evaluation / Impact Analysis because it evaluates the impact of urban renewal programmes; no tag because the comparison is across programmes/cities, not demographic groups.",Layer A disagreed
2025/069,2025/069,Understanding changes in resilience among children and young people,Department For Education: The Second Longitudinal Study of Young People in England,2025,Health & Social Care,Education & Skills,False,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Health & Social Care because resilience among children and young people concerns wellbeing/mental health; Single-Dataset because only the Second Longitudinal Study of Young People in England is listed; Descriptive Monitoring because the aim is to understand changes (patterns/trends) in resilience; no tag because no demographic equity comparison is central.,Assigned Education & Skills because it studies resilience among children and young people using a study of young people in education; Single-Dataset because only the Second Longitudinal Study of Young People in England is listed; Descriptive Monitoring because the focus is understanding changes/patterns in resilience over time; no tag because no demographic comparison is central.,Layer A disagreed
2025/071,2025/071,"NHSE's Health, Work, Prevention and Inequalities (HWPI) programme including Health & Growth Accelerators","Office for National Statistics, HM Revenue & Customs: : Census 2021 attributes - England and Wales with Geography, Death registrations in England and Wales indexed, Emergency Care Data Set monthly in England indexed, Indexed Census 2021, Integrated Data Asset Hospital Episode Statistics, Pay As You Earn Real Time Information in the UK",2025,Health & Social Care; Labour Market & Employment,Health & Social Care; Labour Market & Employment,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,Demographic disparities / equity tag,,False,"Assigned Health & Social Care and Labour Market & Employment because the HWPI programme links health, work and inequalities using hospital, emergency care, mortality and PAYE earnings data; Cross-Domain Linkage because datasets span health, employment/tax and census domains; Policy Evaluation / Impact Analysis because a named NHSE programme and accelerators are evaluated; equity tag because health-work inequalities are central.","Assigned Health & Social Care and Labour Market & Employment because the programme concerns health, work and inequalities using hospital, emergency care and PAYE earnings data; Cross-Domain Linkage because datasets span health (HES, ECDS, deaths), census and employment (PAYE RTI); Policy Evaluation / Impact Analysis because the project evaluates a named NHSE programme; no tag because inequalities here are not centred on a specific demographic group comparison.",Tag disagreed
2025/074,2025/074,Examining Associations between Disability within the Household and Child Attainment,"Office for National Statistics &
Department for Education: Growing Up in England Wave 1, Growing Up in England Wave 2",2025,Education & Skills,Education & Skills,True,Within-Domain Linkage,Single-Dataset,False,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Education & Skills because child attainment is the outcome; Within-Domain Linkage because two GUiE waves are used; Outcome Tracking because it links household disability (a characteristic) to attainment; demographic disparities tag because disability within the household is an equality-relevant comparison central to the question.,"Assigned Education & Skills because child attainment is the central outcome; Single-Dataset because one coherent GUiE product across two waves is listed; Outcome Tracking because household disability (a characteristic) is linked to child attainment; Demographic disparities tag because disability, an equality-relevant characteristic, is the central comparative lens.",Layer B disagreed
2025/078,2025/078,Production of estimates of investment in intangibles assets: training data using Employer Skills Survey data (ESS),Department For Education: Employer Skills Survey and Investment in Training - UK,2025,Business & Productivity; Education & Skills,Data Infrastructure & Methodology; Business & Productivity,False,Single-Dataset,Single-Dataset,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,Assigned Business & Productivity and Education & Skills because intangible training investment estimates concern firm investment and skills/training; Single-Dataset because only the Employer Skills Survey and Investment in Training product is listed; Methodological / Infrastructure Research because the aim is to produce estimates of intangible asset investment; no tag because no demographic equity comparison is central.,Assigned Data Infrastructure & Methodology because the project produces estimates of investment in intangible (training) assets and Business & Productivity because it concerns firm investment in training; Single-Dataset because only the Employer Skills Survey and Investment in Training is listed; Methodological / Infrastructure Research because the analytical operation is producing statistical estimates; no tag because no demographic comparison is central.,Layer A disagreed
2025/080,2025/080,Impact of Non-Tariff Barriers in the Trade and Cooperation Agreement on Trade in Services,"Office for National Statistics: Annual Business Survey - GB, Annual Foreign Direct Investment Survey - UK, Business Structure Database - UK, Annual International Trade in Services - UK, Business Enterprise Research and Development - Great Britain, Producer Price Index - UK",2025,Business & Productivity; Public Finance & Taxation,Business & Productivity,False,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because the project studies trade in services and firm-level trade impacts, and Public Finance & Taxation is not central despite tariff framing—primary object is trade/firm performance; Within-Domain Linkage because the business/trade datasets (ABS, FDI, BSD, trade in services, BERD, PPI) all sit within the business domain; Policy Evaluation / Impact Analysis because it assesses the impact of the Trade and Cooperation Agreement's non-tariff barriers; no tag because no demographic equity comparison is central.","Assigned Business & Productivity because it studies trade in services, FDI and firm-level business performance; Within-Domain Linkage because the business, FDI, trade and R&D surveys all sit within the business/productivity domain; Policy Evaluation / Impact Analysis because it assesses the impact of the named Trade and Cooperation Agreement's non-tariff barriers; no tag because no demographic comparison is central.",Layer A disagreed
2025/086,2025/086,Unveiling Transparency: Understanding the Effects of Gender Pay Gap Reporting Policy in the UK,"Office for National Statistics: Annual Survey of Hours and Earnings, Business Register Employment survey - UK,
Business Structure Database",2025,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Within-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because the project centres on earnings and the gender pay gap via ASHE; Cross-Domain Linkage because it links earnings data with business register/firm datasets spanning labour and business domains; Policy Evaluation / Impact Analysis because it evaluates the effects of the Gender Pay Gap Reporting Policy; demographic disparities tag because the analysis centres on gender-based pay comparison.,"Assigned Labour Market & Employment because the focus is gender pay gap and earnings via ASHE and business employment registers; Within-Domain Linkage because ASHE, BRES and BSD are all earnings/business-employment datasets within the labour/business sphere; Policy Evaluation / Impact Analysis because it evaluates effects of a named Gender Pay Gap Reporting Policy; equity tag because comparison centres on gender pay differences.",Layer B disagreed
2025/092,2025/092,The impacts of Brexit on UK international trade with EU and non-EU countries: A firm-level analysis,"Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK",2025,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Cross-Domain Linkage,False,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Business & Productivity because the project is a firm-level analysis of trade impacts; Within-Domain Linkage because the linked Trade-in-Goods/Inter-Departmental Business Register components are within business/trade; Policy Evaluation / Impact Analysis because it evaluates the impact of Brexit, a deliberate policy change, on firm-level trade; no tag because no demographic comparison is central.","Assigned Business & Productivity because the project is a firm-level analysis of trade with EU and non-EU countries; Cross-Domain Linkage because it links trade-in-goods data with the business register spanning trade and business domains; Policy Evaluation / Impact Analysis because it assesses the impacts of Brexit, a deliberate policy change, on firm trade; no tag because no demographic comparison is central.",Layer B disagreed
2025/096,2025/096,"Occupations, Labour Income, Volatility, and Equality Statistics","Office for National Statistics: Business Structure Database UK,
Longitudinal Small Business Survey UK,
UK Innovation Survey",2025,Labour Market & Employment,Labour Market & Employment,True,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment because the focus is occupations, labour income, volatility and equality statistics; Cross-Domain Linkage because business structure, small business survey and innovation survey span business and labour domains; Descriptive Monitoring because it produces statistics on income volatility and equality; no tag because no demographic group comparison is central.","Assigned Labour Market & Employment because the focus is occupations, labour income, volatility and equality statistics; Within-Domain Linkage because the business-survey datasets are used for labour-income statistics but remain economic/business-related sources; Descriptive Monitoring because the operation is producing statistics on income volatility and equality; no tag because no specific demographic group comparison is central.",Layer B disagreed
2025/097,2025/097,"House prices, productivity, finance to small and mediumsized enterprises, collateral and employment: Evidence from the UK local authority level","Office of National Statistics: Annual Business Survey, Business Register Employment Survey",2025,Business & Productivity; Housing & Planning; Labour Market & Employment,Business & Productivity; Housing & Planning,False,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Business & Productivity, Housing & Planning and Labour Market & Employment because the study examines house prices, SME finance, collateral and employment; Within-Domain Linkage because the two business surveys are within the business domain; Outcome Tracking because it links house prices/collateral to firm productivity and employment; no tag because no demographic comparison is central.","Assigned Business & Productivity and Housing & Planning because the project links house prices and collateral to SME finance, productivity and employment; Within-Domain Linkage because the listed datasets are both business-domain surveys (house prices are contextual external data not listed); Outcome Tracking because it links house-price/collateral conditions to firm finance and productivity outcomes; no tag because no demographic comparison is central.",Layer A disagreed
2025/101,2025/101,Family Finances: What difference does cash support for children make?,Office for National Statistics: Annual Population Survey - UK,2025,"Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards",True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Outcome Tracking,False,,,True,"Assigned Poverty, Wealth & Living Standards because the project examines family finances and cash support for children; Single-Dataset because only the Annual Population Survey is listed; Policy Evaluation / Impact Analysis because it evaluates the difference cash support (a deliberate transfer scheme) makes; no tag because no demographic equity comparison is central.","Assigned Poverty, Wealth & Living Standards because the study examines cash support for children and family finances/household resources; Single-Dataset because only the Annual Population Survey is listed; Outcome Tracking because it links cash support to family financial outcomes (though cash support may be a programme, the framing is about what difference it makes to household finances); no tag because no demographic comparison is central.",Layer C disagreed
2025/108,2025/108,Informing Targeted Campaigns for the Construction Industry Research,"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",2025,Labour Market & Employment; Education & Skills,Labour Market & Employment,False,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,"Assigned Labour Market & Employment and Education & Skills because the LEO dataset links education to employment/earnings to inform construction-industry campaigns; Cross-Domain Linkage because LEO combines education, welfare, and tax/employment component sources; Descriptive Monitoring because the aim is profiling the construction workforce to target campaigns; no tag because no demographic equity comparison is central.","Assigned Labour Market & Employment because the focus on the construction industry workforce via Longitudinal Education Outcomes centres on employment pathways; Cross-Domain Linkage because LEO combines DfE education, DWP welfare, and HMRC employment/earnings sources spanning domains; Descriptive Monitoring because the aim is to inform targeted campaigns by profiling the industry; no tag because no demographic comparison is central.",Layer A disagreed
2025/110,2025/110,UK MS Register,SAIL Databank Databank: Census 2021,2025,Health & Social Care,Health & Social Care,True,Cross-Domain Linkage,Single-Dataset,False,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Health & Social Care because a multiple sclerosis (MS) register is a clinical/disease register; Cross-Domain Linkage because the MS Register (health) is linked to Census 2021 (demographic) data; Descriptive Monitoring because a disease register profiles prevalence and characteristics of patients; no tag because no demographic equity comparison is the central question.,Assigned Health & Social Care because the UK MS (multiple sclerosis) Register concerns a clinical condition; Single-Dataset because only Census 2021 within SAIL is listed; Descriptive Monitoring because a disease register characterises prevalence and profiles of a patient population; no tag because no demographic equity comparison is central.,Layer B disagreed
2025/114,2025/114,Marie Curie End of Life Transformation,SAIL Databank Databank: Census Wales 2021,2025,Health & Social Care,Health & Social Care,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Service Interaction / Systems Analysis,False,,,True,Assigned Health & Social Care because the Marie Curie project concerns end-of-life/palliative care transformation; Single-Dataset because only Census Wales 2021 is listed; Descriptive Monitoring because the framing is characterising end-of-life care needs/populations; no tag because no demographic-equity comparison is central.,Assigned Health & Social Care because the project concerns end-of-life/palliative care transformation; Single-Dataset because only Census Wales 2021 is listed; Service Interaction / Systems Analysis because end-of-life care transformation concerns service pathways and use; no tag because no demographic comparison is central.,Layer C disagreed
2025/116,2025/116,Teachers Assessment versus Centralised Exams,UCAS: Universities and Colleges Admissions Service data,2025,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Outcome Tracking,False,,,True,Assigned Education & Skills because the focus is teacher assessment versus centralised exams using admissions data; Single-Dataset because only UCAS data is listed; Policy Evaluation / Impact Analysis because it compares outcomes under different assessment regimes as a designed change; no tag because no demographic equity comparison is central.,Assigned Education & Skills because the title compares teacher assessment versus centralised exams using UCAS admissions data; Single-Dataset because only UCAS data is listed; Outcome Tracking because it relates assessment mode (an exposure) to admissions outcomes; no tag because no demographic-group comparison is central.,Layer C disagreed
2025/125,2025/125,"Demographic and Economic Features of Households’ Division of Labour in the United Kingdom, 2004-2024",Office for National Statistics: Annual Population Survey - UK,2025,Labour Market & Employment,Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,,False,Assigned Labour Market & Employment because households' division of labour (gendered work allocation) is central; Single-Dataset because only the Annual Population Survey is listed; Descriptive Monitoring because it characterises demographic and economic features over 2004-2024 without testing an intervention; demographic disparities tag because the division of labour analysis centres on gender/demographic comparison.,Assigned Labour Market & Employment because the focus is households' division of labour analysed via the Annual Population Survey; Single-Dataset because one standalone survey is listed; Descriptive Monitoring because it characterises demographic and economic features of the division of labour over 2004-2024 without testing an intervention; no tag because demographic features are descriptive context rather than a central equity comparison.,Tag disagreed
2025/130,2025/130,Who are our farming households? Developing a new farming-household typology using AD|ARC data,SAIL Databank Databank: Census 2011,2025,Environment & Agriculture; Migration & Demographics,Environment & Agriculture; Migration & Demographics,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring; Methodological / Infrastructure Research,Descriptive Monitoring,False,,,True,Assigned Environment & Agriculture and Migration & Demographics because the project develops a farming-household typology characterising farming populations using AD|ARC and Census 2011; Cross-Domain Linkage because it combines agricultural farming data with census population data spanning distinct domains; Descriptive Monitoring and Methodological / Infrastructure Research because it profiles farming-household types and explicitly develops a new typology; no tag because no demographic/equity comparison is central.,Assigned Environment & Agriculture and Migration & Demographics because the project develops a farming-household typology characterising the population of farming households; Cross-Domain Linkage because the AD|ARC data links agricultural and Census 2011 population sources spanning agriculture and demographics; Descriptive Monitoring because the analytical operation is to develop a typology profiling who farming households are; no tag because there is no central demographic-group comparison.,Layer C disagreed
2025/131,2025/131,Transforming Justice: The Interplay of Social Change and Policy Reforms,Ministry of Justice: Data First Family Court,2025,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Service Interaction / Systems Analysis,Policy Evaluation / Impact Analysis,False,,,True,Assigned Crime & Justice because the project studies family justice through policy reforms using Data First Family Court; Single-Dataset because one justice dataset is listed; Service Interaction / Systems Analysis because the focus is on case processing through the family court system amid social change and reforms; no tag because no demographic-group comparison is central.,Assigned Crime & Justice because the project uses Family Court data and concerns justice policy reform; Single-Dataset because only Data First Family Court is listed; Policy Evaluation / Impact Analysis because the title focuses on policy reforms and their interplay with social change; no tag because no specific demographic group comparison is central.,Layer C disagreed
2025/132,2025/132,The Impacts of Welfare Conditionality on Underemployment,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 standard extract - England,2025,Labour Market & Employment,"Labour Market & Employment; Poverty, Wealth & Living Standards",False,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Labour Market & Employment because underemployment is the central outcome studied via LEO; Single-Dataset because one LEO extract is listed; Policy Evaluation / Impact Analysis because the impact of welfare conditionality, a named policy, is assessed; no tag because no demographic comparison is central.","Assigned Labour Market & Employment because underemployment is the central labour-market outcome and Poverty, Wealth & Living Standards because welfare conditionality concerns benefits; Single-Dataset because only the LEO extract is listed; Policy Evaluation / Impact Analysis because it evaluates impacts of welfare conditionality; no tag because no demographic group comparison is central.",Layer A disagreed
