Record ID,Project ID,Title,Datasets Used,Year,substantive_domains_4_8_run_1,substantive_domains_4_8_run_2,substantive_domains_agree,linkage_mode_4_8_run_1,linkage_mode_4_8_run_2,linkage_mode_agree,analytical_purpose_4_8_run_1,analytical_purpose_4_8_run_2,analytical_purpose_agree,cross_cutting_tags_4_8_run_1,cross_cutting_tags_4_8_run_2,cross_cutting_tags_agree,rationale_4_8_run_1,rationale_4_8_run_2,disagreement_summary
2025/233,2025/233,A nationwide investigation into the association between placement instability and mental health service use among care-experienced children in England.,NHS; DfE: Education and Child Health Insights from Linked Data,2025,Health & Social Care,Health & Social Care,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking; Service Interaction / Systems Analysis,Outcome Tracking; Service Interaction / Systems Analysis,True,,,True,"Assigned Health & Social Care because the focus is mental health service use among care-experienced children; Cross-Domain Linkage because NHS health data is linked with DfE education/child health data spanning health and social care/education domains; Outcome Tracking because it links placement instability (a naturally occurring circumstance) to mental health outcomes, and Service Interaction because mental health service use is the central outcome; no tag because care-experience is a status, not a demographic/equality comparison.","Assigned Health & Social Care because the focus is mental health service use among care-experienced children and placement stability (social care); Cross-Domain Linkage because NHS health data is linked with DfE education/child-health data spanning health and education/social-care domains; Outcome Tracking because it tests the association between placement instability (exposure) and mental health service use (outcome), and Service Interaction / Systems Analysis because mental health service use/utilisation is central; no tag because care-experienced status defines the population rather than a demographic equity comparison.",
2025/234,2025/234,Devolved Tax and the Labour Market,"Office for National Statistics: Annual Survey of Hours and Earnings,",2025,Labour Market & Employment; Public Finance & Taxation,Labour Market & Employment; Public Finance & Taxation,True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Labour Market & Employment because ASHE earnings and labour-market outcomes are central, and Public Finance & Taxation because devolved tax is the policy lever studied; Single-Dataset because only ASHE is listed; Policy Evaluation because the study examines effects of devolved tax (a named policy) on the labour market; no tag because no demographic comparison is central.","Assigned Labour Market & Employment because ASHE earnings/labour-market outcomes are central, and Public Finance & Taxation because devolved tax is the policy mechanism studied; Single-Dataset because only ASHE is listed; Policy Evaluation / Impact Analysis because it examines the effect of a named devolved tax policy on the labour market; no tag because no demographic equity comparison is central.",
2025/235,2025/235,Evaluating apprenticeships and their variations,Department for Education: Longitudinal Education Outcomes (LEO),2025,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Education & Skills because apprenticeships and education-to-work pathways are central via LEO; Single-Dataset because only the LEO product is listed; Policy Evaluation because the project evaluates apprenticeships and their variations as a programme; no tag because no demographic comparison is central.,Assigned Education & Skills because apprenticeships and their education-to-work pathways are central; Single-Dataset because only LEO is listed as one coherent product; Policy Evaluation / Impact Analysis because it evaluates apprenticeships as a named programme and their variations; no tag because no demographic equity comparison is central.,
2025/236,2025/236,"Educational Sorting, Household Structure, and Inequality Among Heterosexual and Same-Sex Couples: Evidence from the 2021 UK Census",Office for National Statistics: Census 2021 10% sample,2025,"Education & Skills; Poverty, Wealth & Living Standards","Education & Skills; Poverty, Wealth & Living Standards",True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Education & Skills because of educational sorting/assortative mating and Poverty, Wealth & Living Standards because of household inequality; Single-Dataset because only the Census 2021 10% sample is used; Descriptive Monitoring because it profiles inequality patterns across household structures; demographic disparities tag because it centrally compares heterosexual and same-sex couples.","Assigned Education & Skills because it examines educational sorting and Poverty, Wealth & Living Standards because inequality and household structure are central; Single-Dataset because only the Census 2021 10% sample is listed; Descriptive Monitoring because it characterises distributions of sorting and inequality across couple types; demographic disparities tag because comparison across heterosexual and same-sex couples (sexual orientation) is central.",
2025/237,2025/237,Population Dashboard for Last Year of Life,"Office for National Statistics: Census 2011 Welsh Records, Census 2021 Welsh Records",2025,Migration & Demographics,Health & Social Care; Migration & Demographics,False,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Migration & Demographics because a population dashboard on last year of life uses census population records as a demographic outcome; Within-Domain Linkage because Census 2011 and 2021 Welsh records both sit within the demographics domain; Descriptive Monitoring because a dashboard profiles population characteristics; no tag because no demographic-group comparison is central.,"Assigned Health & Social Care because last year of life concerns end-of-life/health, and Migration & Demographics because it is a census-based population dashboard; Within-Domain Linkage because two Census datasets (2011 and 2021 Welsh records) within the population/demographics domain are linked; Descriptive Monitoring because the aim is a dashboard profiling population characteristics; no tag because no demographic equity comparison is central.",Layer A disagreed
2025/238,2025/238,Two child limit and fertility,Births Registrations in England and Wales,2025,"Migration & Demographics; Poverty, Wealth & Living Standards","Poverty, Wealth & Living Standards; Migration & Demographics",True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,"Assigned Migration & Demographics because fertility is the central demographic outcome, and Poverty, Wealth & Living Standards because the two-child limit is a benefit policy; Single-Dataset because only birth registrations are listed; Policy Evaluation because the project assesses the effect of the named two-child limit policy on fertility; no tag because no demographic-group comparison is central.","Assigned Poverty, Wealth & Living Standards because the two-child limit is a benefits/welfare policy, and Migration & Demographics because fertility is the outcome studied; Single-Dataset because only birth registrations are listed; Policy Evaluation / Impact Analysis because it evaluates the impact of the named two-child limit policy on fertility; no tag because no demographic equity comparison is central.",
2025/239,2025/239,Access to elite position by class background,Labour Force Survey Household Datasets,2025,Labour Market & Employment,Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,Demographic disparities / equity tag,False,"Assigned Labour Market & Employment because access to elite occupational positions is central via LFS; Single-Dataset because only the LFS Household Datasets are listed; Outcome Tracking because the project links class background (a naturally occurring circumstance) to occupational attainment; no tag because class background is socioeconomic, not a demographic/equality-relevant group comparison.",Assigned Labour Market & Employment because access to elite occupational positions is central; Single-Dataset because only the LFS Household Datasets are listed; Outcome Tracking because it links class background (origin/status) to occupational attainment outcome; tag assigned because the central comparison is by class background (social mobility/equity lens).,Tag disagreed
2025/240,2025/240,Brunel Regional Higher Education Audit: Small-Area Estimates from APS and LFS,"Office for National Statistics: Annual Population Survey, Labour Force Survey",2025,Education & Skills,Education & Skills,True,Within-Domain Linkage,Within-Domain Linkage,True,Descriptive Monitoring; Methodological / Infrastructure Research,Descriptive Monitoring; Methodological / Infrastructure Research,True,,,True,"Assigned Education & Skills because the regional higher education audit profiles HE participation; Within-Domain Linkage because APS and LFS are both labour/population surveys within one domain; Descriptive Monitoring because it produces small-area estimates and profiles, and Methodological/Infrastructure Research because small-area estimation methods are central; no tag because no demographic comparison is central.",Assigned Education & Skills because it audits regional higher education participation; Within-Domain Linkage because APS and LFS are both labour/population surveys producing small-area estimates within one domain; Descriptive Monitoring because it profiles regional HE patterns and Methodological / Infrastructure Research because producing small-area estimates is the analytical operation; no tag because no demographic equity comparison is central.,
2025/241,2025/241,The contribution of health and social adversity to public and private family court proceedings: a public health approach,"Office for National Statistics: Census 2011 Welsh Records, Census 2021 Welsh Records",2025,Crime & Justice; Health & Social Care,Crime & Justice; Health & Social Care,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,"Assigned Crime & Justice because family court proceedings are central, and Health & Social Care because health and social adversity is the exposure under a public-health approach; Within-Domain Linkage because Census 2011 and 2021 Welsh records both sit within demographics; Outcome Tracking because the project links health/social adversity to family court involvement; no tag because no demographic-group comparison is central.","Assigned Crime & Justice because family court proceedings are central, and Health & Social Care because health and social adversity are the exposures studied via a public health approach; Within-Domain Linkage because two Census datasets within the demographics domain are listed (linkage among census records); Outcome Tracking because it links naturally occurring health/social adversity to family court proceedings as outcome; no tag because no demographic equity comparison is central.",
2025/242,2025/242,Reviewing our Measurement Framework and conducting a data quality review to ensure that our data sources are of a high quality and all protected characteristics are available for analysis ahead of the next Statutory report.,"Office for National Statistics: Labour Force Survey (LFS)
Office for National Statistics: Death Registrations
Office for National Statistics: Annual Population Survey (APS)
Office for National Statistics: Annual Survey of Hours and Earnings (ASHE)
Office for National Statistics: Crime Survey for England and Wales (CSEW)
Office for National Statistics: Opinions and Lifestyle Survey (OPN)",2025,Data Infrastructure & Methodology,Data Infrastructure & Methodology,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Data Infrastructure & Methodology because the project reviews a measurement framework and data quality of sources; Cross-Domain Linkage because the datasets span labour, mortality, crime, and lifestyle domains; Methodological/Infrastructure Research because data quality review and framework development is the central operation; tagged demographic disparities because ensuring protected characteristics are available for analysis is an equity-focused aim.","Assigned Data Infrastructure & Methodology because the project's object is reviewing a measurement framework and conducting a data quality review; Cross-Domain Linkage because the listed datasets span labour market (LFS/APS/ASHE), mortality (Death Registrations), crime (CSEW) and opinions surveys across multiple domains; Methodological / Infrastructure Research because the analytical operation is data quality and framework review; tag assigned because ensuring all protected characteristics are available for analysis centres equality-relevant comparison.",
2025/243,2025/243,"The impact of timing of Special Educational Needs and Disabilities identification on education, employment, income, and benefit outcomes: A longitudinal analysis of pupils in England using linked administrative data.",Department for Education: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,2025,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,True,Single-Dataset,Within-Domain Linkage,False,Outcome Tracking; Life-Course / Trajectory Analysis,Outcome Tracking; Life-Course / Trajectory Analysis,True,,,True,"Assigned Education & Skills because SEND identification is the focus and Labour Market & Employment because employment and income outcomes are central; Single-Dataset because only the LEO SRS extract is listed (a coherent education-outcomes product); Outcome Tracking because timing of SEND identification (exposure) is linked to later outcomes and Life-Course because outcomes span education to employment longitudinally; no tag because disability defines the population but the question is about timing, not group comparison.","Assigned Education & Skills because it studies SEND identification timing and Labour Market & Employment because employment, income and benefit outcomes are analysed; Within-Domain Linkage because LEO is an internally coherent education-outcomes product (though linking education and labour outcomes, it is a single LEO product listed); Outcome Tracking because it links timing of SEND identification to downstream outcomes, and Life-Course/Trajectory because it follows pupils longitudinally into employment; no tag because disability is the exposure not a comparative equity lens.",Layer B disagreed
2025/244,2025/244,Intimate partner abuse in lesbian relationships,Office for National Statistics: Crime Survey for England and Wales,2025,Crime & Justice,Crime & Justice,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Crime & Justice because intimate partner abuse/victimisation is the focus; Single-Dataset because only the Crime Survey for England and Wales is used; Descriptive Monitoring because it characterises the prevalence/profile of abuse in lesbian relationships; demographic disparities tag because it centres on sexual orientation/sex group comparison.,Assigned Crime & Justice because it studies intimate partner abuse/victimisation; Single-Dataset because only the Crime Survey for England and Wales is listed; Descriptive Monitoring because it profiles abuse prevalence and characteristics in a specific group; demographic disparities tag because the focus is on lesbian relationships (sexual orientation group).,
2025/245,2025/245,"Endogenous Income Risk, Performance Pay, and Tax Progressivity",Office for National Statistics: Annual Survey of Hours and Earnings Longitudinal and linked to HMRC,2025,Labour Market & Employment; Public Finance & Taxation,Labour Market & Employment; Public Finance & Taxation,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Labour Market & Employment because performance pay and earnings are central and Public Finance & Taxation because tax progressivity is examined; Cross-Domain Linkage because ASHE earnings data is linked to HMRC tax records; Outcome Tracking because it relates income risk and performance pay to tax-related outcomes; no tag because no demographic comparison is central.,Assigned Labour Market & Employment because it studies income risk and performance pay and Public Finance & Taxation because tax progressivity is central; Cross-Domain Linkage because ASHE earnings data is linked to HMRC tax data spanning labour and tax domains; Outcome Tracking because it links income risk and performance pay to tax outcomes; no tag because no demographic comparison is central.,
2025/246,2025/246,The origins and long-run dynamics of female labour force participation and political rights,SAIL Databank: Census 2011 & 2021,2026,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Life-Course / Trajectory Analysis,Life-Course / Trajectory Analysis,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Labour Market & Employment because the focus is female labour force participation over the long run; Within-Domain Linkage because Census 2011 and 2021 are linked within the demographics/population sphere but used for labour analysis—two census waves of the same product treated as within-domain; Life-Course / Trajectory Analysis because it studies long-run dynamics over extended periods; equity tag because female participation centres a gender comparison.,"Assigned Labour Market & Employment because the focus is female labour force participation; Within-Domain Linkage because two census waves (2011 & 2021) are within the demographics/population domain — but participation focus is labour, treated here as census-based within-domain linkage; Life-Course / Trajectory Analysis because it studies long-run dynamics over time; demographic disparities tag because the analysis centres on female participation and gendered political rights.",
2025/247,2025/247,What effect do demand-side policies to reduce downpayment constraints for home purchase have on social mobility?,"Understanding Society: Linked Credit Reference Agency (CRA) Dataset, British Household Panel Survey
Office for National Statistics: Quarterly Labour Force Survey, Annual Population Survey
Department for Transport: National Travel Survey",2025,"Housing & Planning; Poverty, Wealth & Living Standards","Housing & Planning; Poverty, Wealth & Living Standards",True,Cross-Domain Linkage,Cross-Domain Linkage,True,Policy Evaluation / Impact Analysis; Life-Course / Trajectory Analysis,Policy Evaluation / Impact Analysis; Life-Course / Trajectory Analysis,True,,,True,"Assigned Housing & Planning and Poverty, Wealth & Living Standards because the study concerns downpayment constraints for home purchase and social mobility, drawing on credit reference and household panel data; Cross-Domain Linkage because datasets span housing/finance (CRA), labour (LFS/APS), and transport (NTS); Policy Evaluation / Impact Analysis because it evaluates demand-side policies, and Life-Course / Trajectory Analysis because social mobility is followed across time; no tag because the comparison is socioeconomic mobility not a demographic equality lens.","Assigned Housing & Planning and Poverty, Wealth & Living Standards because the project studies downpayment constraints for home purchase and links these to social mobility via credit and household resources; Cross-Domain Linkage because datasets span household panel/credit data, labour force surveys, and travel survey across housing, labour, and demographic domains; Policy Evaluation / Impact Analysis because it evaluates the effect of demand-side policies, and Life-Course / Trajectory Analysis because social mobility is a long-run trajectory outcome; no demographic tag because the central comparison is policy effect on mobility, not demographic groups.",
2025/248,2025/248,A calculation of the per capita consumption of gluten in the UK,Office for National Statistics: UK Manufacturers' Sales by Products Survey,2025,Environment & Agriculture,Environment & Agriculture,True,Single-Dataset,Single-Dataset,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Environment & Agriculture because it calculates per capita gluten consumption relating to food/agricultural products; Single-Dataset because only the Manufacturers' Sales by Products Survey is listed; Descriptive Monitoring because it measures a consumption level; no tag because no demographic comparison is central.,"Assigned Environment & Agriculture because the project estimates per capita consumption of gluten using manufacturers' product sales, an agriculture/food-product focus; Single-Dataset because only the UK Manufacturers' Sales by Products Survey is listed; Descriptive Monitoring because the operation is calculating a consumption estimate; no demographic tag because no group comparison is involved.",
2025/249,2025/249,Education and Financing: How Changes in Financial Support Shape University Enrolment and Students’ Labour Market Outcomes,Department for Education: Longitudinal Education Outcomes (LEO),2025,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment,True,Single-Dataset,Single-Dataset,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Education & Skills and Labour Market & Employment because it studies how financial support shapes university enrolment and subsequent labour market outcomes; Single-Dataset because only LEO is listed; Policy Evaluation / Impact Analysis because it evaluates changes in financial support; no tag because no demographic equality comparison is central.,Assigned Education & Skills and Labour Market & Employment because the project studies how financial support shapes university enrolment and graduates' labour market outcomes; Single-Dataset because only LEO is listed as one coherent product; Policy Evaluation / Impact Analysis because it examines effects of changes in financial support; no demographic tag because the focus is financing effects rather than demographic comparison.,
2025/250,2025/250,Outcomes of looked-after and vulnerable children in boarding schools,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England,2025,Education & Skills,Education & Skills,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Education & Skills because it examines outcomes of looked-after and vulnerable children in boarding schools via LEO; Single-Dataset because only the LEO extract is listed; Outcome Tracking because it links the status of being looked-after/vulnerable to downstream outcomes; no tag because the looked-after/vulnerable status is not a demographic equality group comparison.,"Assigned Education & Skills because the project examines outcomes of looked-after and vulnerable children in boarding schools using LEO; Single-Dataset because only the LEO standard extract is listed; Outcome Tracking because it links a naturally occurring status (looked-after/vulnerable, boarding-school attendance) to downstream outcomes; no demographic tag because the focus is a vulnerability/care status rather than an equality-relevant demographic comparison.",
2025/251,2025/251,Developing the Circular Economy in Northern Ireland: An Agent-Based Modelling Approach,"Office for national Statistics: Annual Business Survey, Annual Purchases survey
Northern Ireland Statistics and Research Agency: Northern Ireland Annual Business Inquiry, Northern Ireland Economic Trade Statistics",2025,Business & Productivity; Environment & Agriculture,Business & Productivity; Environment & Agriculture,True,Cross-Domain Linkage,Within-Domain Linkage,False,Descriptive Monitoring,Methodological / Infrastructure Research,False,,,True,"Assigned Business & Productivity and Environment & Agriculture because it models the circular economy using business surveys, a green-transition focus; Cross-Domain Linkage because it combines multiple ONS and NISRA business/trade datasets across business and economic-environmental domains; Descriptive Monitoring because agent-based modelling characterises the circular economy structure; no tag because no demographic comparison is central.",Assigned Business & Productivity and Environment & Agriculture because the project models the circular economy using business surveys with an environmental/green-transition focus; Within-Domain Linkage because the datasets are all business/economic surveys within the business domain; Methodological / Infrastructure Research because the analytical operation is developing an agent-based model; no demographic tag because no group comparison is central.,Layer B disagreed; Layer C disagreed
2025/252,2025/252,Barriers to growth: the role of physical barriers in determining agglomeration spillovers,"Office For National Statistics: Longitudinal Business Database - UK, Annual Respondents Database 2, Annual Respondents Database X",2025,Business & Productivity,Business & Productivity,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Business & Productivity because it studies agglomeration spillovers and firm-level effects of physical barriers; Within-Domain Linkage because the linked business databases all sit within the business domain; Outcome Tracking because it links physical barriers (an exposure) to agglomeration spillovers; no tag because no demographic comparison is central.,Assigned Business & Productivity because the project studies agglomeration spillovers and firm-level productivity barriers; Within-Domain Linkage because the longitudinal business database and annual respondents databases are all business datasets; Outcome Tracking because it links physical barriers (a naturally occurring exposure) to agglomeration spillover outcomes; no demographic tag because the focus is firms not demographic groups.,
2025/254,2025/254,Examining the Role of Community Order Sentence Requirements in Reducing Reoffending,"Ministry of Justice: MoJ Data First cross justice system linking dataset - England and Wales, Data First Magistrates Court Iteration 2 - England and Wales, Data First Crown Court Iteration 2 - England and Wales",2025,Crime & Justice,Crime & Justice,True,Within-Domain Linkage,Within-Domain Linkage,True,Policy Evaluation / Impact Analysis,Policy Evaluation / Impact Analysis,True,,,True,Assigned Crime & Justice because it examines community order sentence requirements and reoffending; Within-Domain Linkage because the linked MoJ Data First court datasets all sit within justice; Policy Evaluation / Impact Analysis because it assesses the effect of sentence requirements on reoffending; no tag because no demographic equality comparison is central.,Assigned Crime & Justice because the project examines community order sentence requirements and reoffending; Within-Domain Linkage because the MoJ Data First court and cross-justice datasets all sit within the justice domain; Policy Evaluation / Impact Analysis because it evaluates the role of sentence requirements in reducing reoffending; no demographic tag because no equality-group comparison is central.,
2025/255,2025/255,Developing estimates of hours worked for the UK using a component method,"Office for National Statistics: New Earnings Survey - GB, Labour Force Surv ey Person - UK, Labour Force Survey Longitudinal - UK, Annual Survey of Hours and Earnings - GB, Annual Survey of Hours and Earnings Longitudinal - GB",2025,Labour Market & Employment; Data Infrastructure & Methodology,Labour Market & Employment; Data Infrastructure & Methodology,True,Within-Domain Linkage,Within-Domain Linkage,True,Methodological / Infrastructure Research,Methodological / Infrastructure Research,True,,,True,"Assigned Labour Market & Employment and Data Infrastructure & Methodology because it develops estimates of hours worked, a labour-market measure produced via a new component method; Within-Domain Linkage because the earnings and labour force surveys all sit within the labour domain; Methodological / Infrastructure Research because the project develops an estimation method; no tag because no demographic comparison is central.","Assigned Labour Market & Employment and Data Infrastructure & Methodology because the project develops estimates of hours worked, a labour-market measure, where the statistical estimate is the object; Within-Domain Linkage because the earnings and labour force surveys all sit within the labour-market domain; Methodological / Infrastructure Research because it develops an estimation component method; no demographic tag because no group comparison is central.",
2025/256,2025/256,Understanding prevalence of developmental and mental health outcomes in UK preschoolers,NHS; DfE: Education and Child Health Insights from Linked Data,2025,Health & Social Care,Health & Social Care,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Descriptive Monitoring,Descriptive Monitoring,True,,,True,Assigned Health & Social Care because it studies prevalence of developmental and mental health outcomes in preschoolers; Cross-Domain Linkage because the asset links NHS health and DfE education sources; Descriptive Monitoring because the aim is to estimate prevalence; no tag because no demographic equality comparison is central.,Assigned Health & Social Care because the project studies developmental and mental health outcomes in preschoolers; Cross-Domain Linkage because the dataset combines NHS health and DfE education sources spanning health and education domains; Descriptive Monitoring because the aim is understanding prevalence of outcomes; no demographic tag because the focus is prevalence not group comparison.,
2025/257,2025/257,Maternal and pregnancy health and elevated heat - MAGENTA,Office for National Statistics: Census 2021,2025,Health & Social Care; Environment & Agriculture,Health & Social Care; Environment & Agriculture,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Health & Social Care and Environment & Agriculture because the project studies maternal and pregnancy health in relation to elevated heat exposure; Single-Dataset because only Census 2021 is listed; Outcome Tracking because it links a naturally occurring exposure (heat) to a health outcome; no tag because no demographic-group comparison is central.,Assigned Health & Social Care and Environment & Agriculture because it studies maternal/pregnancy health in relation to elevated heat (climate exposure); Single-Dataset because only Census 2021 is listed; Outcome Tracking because it links a naturally occurring environmental exposure (heat) to a health outcome; no tag because no demographic-group comparison is central.,
2025/258,2025/258,Assessing ethnic discrimination in England & Wales criminal sentencing using machine learning explainability,"Ministry of Justice: MoJ Data First cross justice system linking dataset - England and Wales, Data First Magistrates Court Iteration 2 - England and Wales, Data First Crown Court Iteration 2 - England and Wales",2025,Crime & Justice,Crime & Justice,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,Assigned Crime & Justice because the project studies criminal sentencing in magistrates and Crown Courts; Within-Domain Linkage because all datasets (MoJ Data First court datasets) sit within the justice domain; Outcome Tracking because it links ethnicity to sentencing outcomes rather than evaluating a named policy or building a predictive screening tool; demographic disparities tag because ethnic discrimination comparison is central.,Assigned Crime & Justice because the project studies criminal sentencing across magistrates and crown courts; Within-Domain Linkage because the Data First datasets all sit within the justice domain; Outcome Tracking because it links ethnicity to sentencing outcomes without a named intervention; demographic disparities tag because ethnic discrimination is the central comparative lens.,
2025/259,2025/259,Higher Education Investment with Embedded Employment Migration Options,Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,2025,Education & Skills; Labour Market & Employment,Education & Skills; Labour Market & Employment; Migration & Demographics,False,Single-Dataset,Single-Dataset,True,Outcome Tracking,Life-Course / Trajectory Analysis,False,,,True,Assigned Education & Skills and Labour Market & Employment because the project studies higher education investment and employment migration outcomes; Single-Dataset because only the LEO standard extract is listed as one coherent product; Outcome Tracking because it links education investment to employment/migration outcomes; no tag because no demographic-group comparison is central.,"Assigned Education & Skills, Labour Market & Employment and Migration & Demographics because higher education investment is studied in relation to employment and migration options; Single-Dataset because only the Longitudinal Education Outcomes extract is listed; Life-Course / Trajectory Analysis because LEO follows education-to-work-and-migration pathways over time; no tag because no demographic-group comparison is central.",Layer A disagreed; Layer C disagreed
2025/260,2025/260,"Inequalities and Health: Cancer Outcomes and Preventive Pathways in Wales—Screening, Smoking Cessation, and Access to Care.",SAIL Databank: 2011 & 2021 Census,2025,Health & Social Care,Health & Social Care,True,Single-Dataset,Cross-Domain Linkage,False,Outcome Tracking,Service Interaction / Systems Analysis,False,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Health & Social Care because the focus is cancer outcomes, screening, smoking cessation and access to care; Single-Dataset because only the SAIL 2011 & 2021 Census is listed as one coherent product; Outcome Tracking because it links inequalities/preventive pathways as exposures to cancer outcomes; demographic disparities tag because inequalities comparison across groups is central.","Assigned Health & Social Care because cancer outcomes, screening, smoking cessation, and care access are central; Cross-Domain Linkage because SAIL census data is used with implied health records spanning population and health domains; Service Interaction / Systems Analysis because preventive pathways, screening and access to care are central, with demographic disparities tag because inequalities across groups are the framing.",Layer B disagreed; Layer C disagreed
2025/261,2025/261,The Impact of Digital Trade on Female Employment in the UK,"Office for National Statistics: Labour Force Survey, E-Commerce and Digital Economy Survey - UK, Annual International Trade in Services, Linked Trade-in-Goods/Inter-Departmental Business Register - UK",2025,Labour Market & Employment; Business & Productivity,Labour Market & Employment; Business & Productivity,True,Cross-Domain Linkage,Cross-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Labour Market & Employment because female employment is the central outcome and Business & Productivity because digital trade, e-commerce and trade-in-goods/business register data are analysed as the driver; Cross-Domain Linkage because datasets span labour (LFS), business/trade surveys and the business register; Outcome Tracking because it links digital trade exposure to employment outcomes; demographic disparities tag because the focus is specifically female employment.","Assigned Labour Market & Employment because female employment outcomes are central and Business & Productivity because digital trade, e-commerce and inter-departmental business register are analysed; Cross-Domain Linkage because datasets span labour market, trade, and business domains; Outcome Tracking because it links digital trade exposure to employment outcomes; demographic disparities tag because the focus is female employment.",
2025/262,2025/262,An analysis of blue space and its effect on health in Wales,SAIL Databank: 2021 Census,2025,Health & Social Care; Environment & Agriculture,Health & Social Care; Environment & Agriculture,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Health & Social Care because health effects are the outcome and Environment & Agriculture because blue space (natural environment) is the exposure; Single-Dataset because only SAIL 2021 Census is listed; Outcome Tracking because it links environmental exposure to health outcomes; no demographic tag because no equality-group comparison is central.,Assigned Health & Social Care because the effect on health is central and Environment & Agriculture because blue space is an environmental exposure; Single-Dataset because only the 2021 Census is listed; Outcome Tracking because it links blue space exposure to health outcomes; no tag because no demographic comparison is central.,
2025/263,2025/263,An Economic Analysis of the Impact of UK Armed Forces Reservists and Veterans on the Labour Market,"Office for National Statistics: Annual Population Survey, Family Resources Survey",2025,Labour Market & Employment,Labour Market & Employment,True,Within-Domain Linkage,Within-Domain Linkage,True,Outcome Tracking,Outcome Tracking,True,,,True,Assigned Labour Market & Employment because it analyses reservists' and veterans' impact on the labour market; Within-Domain Linkage because APS and Family Resources Survey both relate to labour/household economic measurement broadly within the labour-market focus; Outcome Tracking because veteran/reservist status (a naturally occurring characteristic) is linked to labour-market outcomes; no demographic tag because veteran status is the substantive object rather than an equality-comparison lens.,Assigned Labour Market & Employment because the impact of reservists and veterans on the labour market is central; Within-Domain Linkage because APS and Family Resources Survey both inform labour-market/household resources but the focus is labour market; Outcome Tracking because veteran/reservist status is linked to labour-market outcomes; no tag because military status is not an equality-relevant demographic comparison central to the design.,
2025/264,2025/264,"Understanding and explaining disparities in infection incidence, treatment, and outcomes using causal decomposition analysis and distributional regression",SAIL Databank: 2021 & 2022 Census,2025,Health & Social Care,Health & Social Care,True,Single-Dataset,Single-Dataset,True,Outcome Tracking,Outcome Tracking,True,Demographic disparities / equity tag,Demographic disparities / equity tag,True,"Assigned Health & Social Care because infection incidence, treatment and outcomes are the substantive focus; Single-Dataset because only SAIL 2021 & 2022 Census is listed; Outcome Tracking because causal decomposition links exposures to infection outcomes; demographic disparities tag because explaining disparities across groups is central.","Assigned Health & Social Care because infection incidence, treatment and outcomes are central; Single-Dataset because only the 2021 & 2022 Census product is listed; Outcome Tracking because it decomposes exposures driving infection outcomes; demographic disparities tag because explaining disparities across groups is the central aim.",
