Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2025/059,Evaluating the Faraday Battery Challenge,"Rowena Crawford, Frontier Economics Ltd, Andrew Leicester, Frontier Economics Ltd",Digital Economy Act 2017,Office for National Statistics: Business Structure Database - UK,Office for National Statistics Secure Research Service,2025-05-16,2025/059,2025,2025Q2,Q2 2025,Business & Productivity,Single-Dataset,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity because the Faraday Battery Challenge is evaluated using the Business Structure Database, a firm-level dataset focused on enterprise outcomes; Single-Dataset because only the Business Structure Database is listed; Policy Evaluation / Impact Analysis because the title explicitly evaluates a named innovation programme; no tag because no demographic comparison is central.",Business & Productivity
2025/071,"NHSE's Health, Work, Prevention and Inequalities (HWPI) programme including Health & Growth Accelerators","Thomas Henstock, NHS Improvement and NHS England, Daniel Ayoubkhani, ONS",Digital Economy Act 2017,"Office for National Statistics, HM Revenue & Customs: : Census 2021 attributes - England and Wales with Geography, Death registrations in England and Wales indexed, Emergency Care Data Set monthly in England indexed, Indexed Census 2021, Integrated Data Asset Hospital Episode Statistics, Pay As You Earn Real Time Information in the UK",Integrated Data Service,2025-05-15,2025/071,2025,2025Q2,Q2 2025,Health & Social Care; Labour Market & Employment,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Health & Social Care and Labour Market & Employment because the programme concerns health, work and inequalities using hospital, emergency care and PAYE earnings data; Cross-Domain Linkage because datasets span health (HES, ECDS, deaths), census and employment (PAYE RTI); Policy Evaluation / Impact Analysis because the project evaluates a named NHSE programme; no tag because inequalities here are not centred on a specific demographic group comparison.",Health & Social Care
2025/118,Deep dives into social mobility: a local perspective,"Luke Sibieta, Institute for Fiscal Studies, Sonya Krutikova, Institute for Fiscal Studies, Darcey Snape, Institute for Fiscal Studies, Lindsey Macmillan, UCL Institute of education",Digital Economy Act 2017,"Office for National Statistics: Annual Survey of Hours and Earnings GB, Growing Up in England Wave 1, Growing Up in England Wave 2 Children in Need, Children Looked After, Growing Up in England Wave 2 Exclusions, Absences and English School Census, Labour Force Survey Household UK, Labour Force Survey Person UK",Office for National Statistics Secure Research Service,2025-05-23,2025/118,2025,2025Q2,Q2 2025,Labour Market & Employment; Education & Skills,Cross-Domain Linkage,Life-Course / Trajectory Analysis,,"Assigned Labour Market & Employment and Education & Skills because social mobility analysis combines earnings (ASHE), schooling and labour force data; Cross-Domain Linkage because datasets span earnings/labour market, education and children's social care; Life-Course / Trajectory Analysis because social mobility involves following trajectories across life stages; no tag because the focus is local social mobility rather than a demographic group comparison.",Labour Market & Employment
2025/122,"A Comprehensive Analysis of Contextualised Admissions: Impacts on University Applications, Enrollment, and Academic and Labour Market Outcomes","Sonkurt Kemal Sen, University of Essex",Digital Economy Act 2017,"Department for Education: Longitudinal Education Outcomes SRS Iteration 2, Standard Extract England",Office for National Statistics Secure Research Service,2025-06-09,2025/122,2025,2025Q2,Q2 2025,Education & Skills; Labour Market & Employment,Single-Dataset,Policy Evaluation / Impact Analysis,,Assigned Education & Skills and Labour Market & Employment because contextualised admissions affect university enrolment and downstream labour-market outcomes; Single-Dataset because only the LEO SRS standard extract is listed as one coherent product; Policy Evaluation / Impact Analysis because it analyses impacts of a named admissions policy; no tag because the comparison centres on admissions practice not a demographic group.,Education & Skills
2025/126,Geographical variation in where older people with dementia and/or cancer die: a population-based cohort study,"India Tunnard, King's College London, Irene Higginson, University of London - Kings College",Digital Economy Act 2017,Office for National Statistics: Death Registrations Finalised - England and Wales,Office for National Statistics Secure Research Service,2025-05-28,2025/126,2025,2025Q2,Q2 2025,Health & Social Care,Single-Dataset,Descriptive Monitoring,,"Assigned Health & Social Care because the study concerns place of death for people with dementia and cancer, a health/care outcome; Single-Dataset because only death registrations are used; Descriptive Monitoring because the aim is to characterise geographical variation in place of death; no tag because age is a population descriptor rather than an equity comparison lens.",Health & Social Care
2025/131,Transforming Justice: The Interplay of Social Change and Policy Reforms,"Elisa Facchetti, Institute for Fiscal Studies, Abi Adams, University of Oxford, Magdalena Dominguez, Institute for Fiscal Studies",Digital Economy Act 2017,Ministry of Justice: Data First Family Court,Office for National Statistics Secure Research Service,2025-06-09,2025/131,2025,2025Q2,Q2 2025,Crime & Justice,Single-Dataset,Policy Evaluation / Impact Analysis,,Assigned Crime & Justice because the project uses Family Court data and concerns justice policy reform; Single-Dataset because only Data First Family Court is listed; Policy Evaluation / Impact Analysis because the title focuses on policy reforms and their interplay with social change; no tag because no specific demographic group comparison is central.,Crime & Justice
2025/132,The Impacts of Welfare Conditionality on Underemployment,"Mridhula Gopalan, University of Glasgow, Serena Pattaro, University of Glasgow, Srinivasa Vittal Katikireddi, University of Glasgow",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 standard extract - England,Office for National Statistics Secure Research Service,2025-06-05,2025/132,2025,2025Q2,Q2 2025,"Labour Market & Employment; Poverty, Wealth & Living Standards",Single-Dataset,Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment because underemployment is the central labour-market outcome and Poverty, Wealth & Living Standards because welfare conditionality concerns benefits; Single-Dataset because only the LEO extract is listed; Policy Evaluation / Impact Analysis because it evaluates impacts of welfare conditionality; no tag because no demographic group comparison is central.",Labour Market & Employment
2025/135,Environmental predictors of educational and employment outcomes for children with special educational needs and disabilities,"Ziqing Ye, University of Exeter, Helen Dodd, University of Exeter, Abigail Russell, University of Exeter, Anna­Lynne Adlam, University of Exeter",Digital Economy Act 2017,"Department for Education: Longitudinal Education Outcomes SRS Iteration 2, Standard Extract England",Office for National Statistics Secure Research Service,2025-06-09,2025/135,2025,2025Q2,Q2 2025,Education & Skills; Labour Market & Employment,Single-Dataset,Outcome Tracking,Demographic disparities / equity tag,"Assigned Education & Skills and Labour Market & Employment because the study examines educational and employment outcomes for SEND children; Single-Dataset because only the LEO extract is listed; Outcome Tracking because environmental predictors (naturally occurring exposures) are linked to downstream outcomes; equity tag because the focus is on children with special educational needs and disabilities, an equality-relevant group.",Education & Skills
2025/139,AD|ARC (Administrative Data AgriResearch Collection) Phase 2: Linking Individual and Farm Level Data for Agricultural Research,"Laura Madden, Welsh Government, Rachael Loftus, Welsh Government, Matthew Curds, Welsh Government, Richard McFerran, Welsh Government, Katherine Addison, Welsh Government, Sian Morrison­Rees, Swansea University, Erica Chisholm, Agri­Food Biosciences Institute ",Digital Economy Act 2017,"Department for Environment, Food & Rural Affairs: Bespoke Admin Data - Agricultural Research Collection Phase 2 - England, AD|ARC Phase 2 - Census 21 unlinked,
Office for National Statistics: Business Structure Database",Office for National Statistics Secure Research Service,2025-06-18,2025/139,2025,2025Q2,Q2 2025,Environment & Agriculture; Data Infrastructure & Methodology,Cross-Domain Linkage,Methodological / Infrastructure Research,,"Assigned Environment & Agriculture because the project links farm-level agricultural data and Data Infrastructure & Methodology because building the AD|ARC linked collection is the central object; Cross-Domain Linkage because data span agriculture, census and business sources; Methodological / Infrastructure Research because the purpose is creating a linked data asset for agricultural research; no tag because no demographic comparison is central.",Environment & Agriculture
2025/140,Analysis of job titles in further education (FE) colleges and their relation to pay,"Jenna Julius, National Foundation for Educational Research, Dawson McLean, National Foundation for Educational Research, Juan Del Pozo Segura, National Foundation for Educational Research, Maria Pia Iocco, National Foundation for Educational Research, Michael Scott, National Foundation for Educational Research, Christopher Morton, National Foundation for Educational Research, Sarah Tang, National Foundation for Educational Research, Jack Worth, National Foundation for Educational Research ",Digital Economy Act 2017,Department For Education: Further Education Workforce Data Collection - England,Office for National Statistics Secure Research Service,2025-06-20,2025/140,2025,2025Q2,Q2 2025,Labour Market & Employment; Education & Skills,Single-Dataset,Descriptive Monitoring,,Assigned Labour Market & Employment because the analysis concerns job titles and pay and Education & Skills because the workforce is in FE colleges; Single-Dataset because only the FE Workforce Data Collection is listed; Descriptive Monitoring because the aim is to analyse job titles and their relation to pay rather than test a policy; no tag because no demographic group comparison is central.,Labour Market & Employment
2025/112,Housekeeping for Wealthy Households in 21st century Britain,"Matthew Reynolds, London School of Economics and Political Science, Aaron Reeves, London School of Economics and Political Science",Digital Economy Act 2017,Office for National Statistics: Living Costs and Food Survey,UK Data Service,2025-05-15,2025/112,2025,2025Q2,Q2 2025,"Poverty, Wealth & Living Standards",Single-Dataset,Descriptive Monitoring,,"Assigned Poverty, Wealth & Living Standards because the title concerns housekeeping spending and resource management among wealthy households using the Living Costs and Food Survey; Single-Dataset because one standalone survey is listed; Descriptive Monitoring because it profiles expenditure patterns of wealthy households rather than testing an intervention; no tag because the focus is wealth/living standards rather than demographic-group comparison.","Poverty, Wealth & Living Standards"
2025/115,From Dispersion to Development: How Regional Skill Distribution Shapes Economic Trajectories,"David Morris, University of Nottingham, Carlo Corradini, University of Reading",Digital Economy Act 2017,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Structure Database, Quarterly Labour Force Survey",UK Data Service,2025-06-02,2025/115,2025,2025Q2,Q2 2025,Labour Market & Employment; Business & Productivity,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment because regional skill distribution and earnings (ASHE, Labour Force Survey) are central, and Business & Productivity because business surveys/structure data and economic trajectories of firms feature; Cross-Domain Linkage because it links business datasets and labour-market datasets across distinct domains; Outcome Tracking because it relates skill distribution (an exposure) to economic trajectory outcomes; no tag because the comparison is regional rather than demographic-group.",Labour Market & Employment
2025/119,The impact of GCSE grading system on STEM subject takeup at ALevel and higher education - Evidence from the introduction of the GCSE number grades,"Yu Zhu, University of Dundee, Zhenlan Yao, University of Dundee",Digital Economy Act 2017,Department for Education: Longitudinal Education,Office for National Statistics Secure Research Service,2025-05-21,2025/119,2025,2025Q2,Q2 2025,Education & Skills,Single-Dataset,Policy Evaluation / Impact Analysis,,"Assigned Education & Skills because the study concerns GCSE grading and STEM subject takeup at A-Level and HE; Single-Dataset because one Longitudinal Education product is listed; Policy Evaluation / Impact Analysis because it evaluates the impact of the introduction of GCSE number grades, a named reform; no tag because no demographic-group comparison is central.",Education & Skills
2025/120,Assessing the impact of the minimum wage on young people using LEO,"Su Min Lee, London Economics
Pietro Patrignani, London Economics
Greta Dohler, London Economics
Jack Booth, London Economics
Rohan Jain, London Economics
Ella Lingard, London Economics",Digital Economy Act 2017,Department for Education: Longitudinal Education,Office for National Statistics Secure Research Service,2025-05-20,2025/120,2025,2025Q2,Q2 2025,Labour Market & Employment,Single-Dataset,Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment because the project studies the minimum wage's effect on young people using LEO employment/earnings data; Single-Dataset because one DfE LEO product is listed; Policy Evaluation / Impact Analysis because it assesses the impact of a named policy, the minimum wage; no tag because age is the policy-target group rather than a central equity comparison.",Labour Market & Employment
2025/121,Sense-checking a reconstructed ONS Longitudinal Study (LS) data dictionary,"Andreas Mastrosavvas, University College London
Jitka Pikhartova, University College London
Nicola Shelton, University College London
Oliver Duke-Williams, University College London
Vasileios Routsis, University College London
Adam Dennett, University College London",Digital Economy Act 2017,"Office for National Statistics: Longitudinal Study 1971, 1981, 1991, 2001, 2011, and 2021",Office for National Statistics Secure Research Service,2025-05-20,2025/121,2025,2025Q2,Q2 2025,Data Infrastructure & Methodology,Within-Domain Linkage,Methodological / Infrastructure Research,,Assigned Data Infrastructure & Methodology because the project's object is a reconstructed ONS Longitudinal Study data dictionary; Within-Domain Linkage because the multiple census waves of the LS form a coherent demographic infrastructure product; Methodological / Infrastructure Research because the operation is documenting and validating a data dictionary; no tag because no demographic comparison is the research question.,Data Infrastructure & Methodology
2025/123,Perinatal Health: Risks and Social Ecological Systems (PHRaSES),"Cristian Dogaru, University of Suffolk, Abigail Falola, University of Suffolk",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data Research Database - England,Office for National Statistics Secure Research Service,2025-05-21,2025/123,2025,2025Q2,Q2 2025,Health & Social Care,Cross-Domain Linkage,Outcome Tracking,,Assigned Health & Social Care because perinatal health risks and social ecological systems are the substantive focus; Cross-Domain Linkage because the ECHILD database links NHS health and DfE education sources across domains; Outcome Tracking because it links social-ecological exposures to perinatal health outcomes; no tag because no central demographic-group equity comparison is indicated.,Health & Social Care
2025/124,"Exploring the health, social, and education outcomes of English children exposed to opioIntegrated Data Service in pregnancy using administrative health data","Louise Marryat, University of Dundee
Ruth Blackburn, Univeristy College London
Ruth Gilbert, University College London
Vincent Nrugyen, University College London",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data Research Database - England,Office for National Statistics Secure Research Service,2025-05-21,2025/124,2025,2025Q2,Q2 2025,Health & Social Care; Education & Skills,Cross-Domain Linkage,Outcome Tracking,,"Assigned Health & Social Care and Education & Skills because the study examines health, social, and education outcomes of children exposed to opioids in pregnancy; Cross-Domain Linkage because ECHILD links NHS health and DfE education data; Outcome Tracking because it links a naturally occurring exposure (prenatal opioid exposure) to downstream outcomes; no tag because no demographic-group comparison is central.",Health & Social Care
2025/125,"Demographic and Economic Features of Households’ Division of Labour in the United Kingdom, 2004-2024","Joseph Peck, The Productivity Institute, University of Manchester",Digital Economy Act 2017,Office for National Statistics: Annual Population Survey - UK,Office for National Statistics Secure Research Service,2025-05-22,2025/125,2025,2025Q2,Q2 2025,Labour Market & Employment,Single-Dataset,Descriptive Monitoring,,Assigned Labour Market & Employment because the focus is households' division of labour analysed via the Annual Population Survey; Single-Dataset because one standalone survey is listed; Descriptive Monitoring because it characterises demographic and economic features of the division of labour over 2004-2024 without testing an intervention; no tag because demographic features are descriptive context rather than a central equity comparison.,Labour Market & Employment
2025/127,Generic Matching project for quasi-experimental evaluations on the effects of interventions on youth employment,"Michael Sanders, King's College London
Cassandra BossmanDampare, King's College London
Dimitris Vallis, King's College London ",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 - England,Office for National Statistics Secure Research Service,2025-05-22,2025/127,2025,2025Q2,Q2 2025,Labour Market & Employment,Single-Dataset,Methodological / Infrastructure Research; Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment because the project concerns interventions on youth employment using LEO; Single-Dataset because one LEO product is listed; Methodological / Infrastructure Research because the project develops a generic matching method for quasi-experimental evaluations, and Policy Evaluation / Impact Analysis because that method serves evaluating intervention effects on youth employment; no tag because no demographic comparison is central.",Labour Market & Employment
2025/128,Evaluation of the N50K Programme,"Iain Maitland Atherton, Edinburgh Napier University, Michelle Jamieson, Edinburgh Napier University",Digital Economy Act 2017,NMC: Nursing and Midwifery Council Register - UK,Office for National Statistics Secure Research Service,2025-05-22,2025/128,2025,2025Q2,Q2 2025,Health & Social Care,Single-Dataset,Policy Evaluation / Impact Analysis,,"Assigned Health & Social Care because the NMC register concerns the nursing and midwifery workforce within the care system and the N50K (50,000 nurses) programme; Single-Dataset because one NMC register is listed; Policy Evaluation / Impact Analysis because the project evaluates the named N50K Programme; no tag because no demographic-group comparison is central.",Health & Social Care
2025/130,Who are our farming households? Developing a new farming-household typology using AD|ARC data,"Claire Hargreaves, Lancaster University
Paul Caskie, Agri-Food & Biosciences Institute
Sian Morrison-Rees, Swansea University",Digital Economy Act 2017,SAIL Databank Databank: Census 2011,SAIL Databank,2025-05-28,2025/130,2025,2025Q2,Q2 2025,Environment & Agriculture; Migration & Demographics,Cross-Domain Linkage,Descriptive Monitoring,,Assigned Environment & Agriculture and Migration & Demographics because the project develops a farming-household typology characterising the population of farming households; Cross-Domain Linkage because the AD|ARC data links agricultural and Census 2011 population sources spanning agriculture and demographics; Descriptive Monitoring because the analytical operation is to develop a typology profiling who farming households are; no tag because there is no central demographic-group comparison.,Environment & Agriculture
2025/133,Are apprenticeships a genuine alternative to university education? an investigation using administrative data,"Sabreena Hussain, University of Birmingham
Tarek Mostafa, University of Birmingham",Digital Economy Act 2017,Department for Education: Longitudinal Education,Office for National Statistics Secure Research Service,2025-06-05,2025/133,2025,2025Q2,Q2 2025,Education & Skills; Labour Market & Employment,Single-Dataset,Outcome Tracking,,Assigned Education & Skills and Labour Market & Employment because the project compares apprenticeships versus university and their subsequent labour-market outcomes; Single-Dataset because only the DfE Longitudinal Education dataset is listed as an internally coherent product; Outcome Tracking because it links the education pathway exposure to downstream employment/earnings outcomes; no tag because no demographic-group comparison is central.,Education & Skills
2025/134,From the centre to the periphery: evaluating the Opportunity Areas programme,"Matt Dickson, University of Bath
Richard Harris, University of Bristol
Joanne Davies, University of Bath
Michael Donnelly, University of Bath ",Digital Economy Act 2017,Department for Education: Longitudinal Education,Office for National Statistics Secure Research Service,2025-06-05,2025/134,2025,2025Q2,Q2 2025,Education & Skills,Single-Dataset,Policy Evaluation / Impact Analysis,,Assigned Education & Skills because the Opportunity Areas programme is an education-focused place-based initiative; Single-Dataset because only DfE Longitudinal Education is listed; Policy Evaluation / Impact Analysis because the title explicitly evaluates a named programme; no tag because the focus is place-based rather than demographic-group comparison.,Education & Skills
2025/136,"Sorting, brain drain and knowledge spillovers in the United Kingdom","Jamie Smith, University of Edinburgh",Digital Economy Act 2017,"Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census England and Wales, Labour Force Survey Person UK",Office for National Statistics Secure Research Service,2025-06-06,2025/136,2025,2025Q2,Q2 2025,Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment because sorting, brain drain and knowledge spillovers concern worker mobility and earnings; Cross-Domain Linkage because ASHE linked to Census combines employment/earnings with census population sources spanning domains; Outcome Tracking because it links worker characteristics/mobility to spillover and earnings outcomes; no tag because no demographic-group equity comparison is central.",Labour Market & Employment
2025/137,"Outcomes for children under the care of CAMHS, including transition to adult mental health services","Anna Rawlings, Swansea University
Emma Curran, Ulster University
Gerard Leavey, Ulster University
Mobuolafoluwa Onayade, Swansea University",Digital Economy Act 2017,SAIL Databank Databank: Census 2011,SAIL Databank,2025-06-06,2025/137,2025,2025Q2,Q2 2025,Health & Social Care,Single-Dataset,Service Interaction / Systems Analysis,,Assigned Health & Social Care because the focus is children under CAMHS and transition to adult mental health services; Single-Dataset because only SAIL Census 2011 is listed; Service Interaction / Systems Analysis because the central operation is movement and transition through mental health service systems; no tag because no demographic-group comparison is central.,Health & Social Care
2025/138,"HALOECHILD project; educational, mental health and social outcomes of young survivors of sickle cell disorder and betathalassaemia","Ivana Holloway, University of Leeds",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data,Office for National Statistics Secure Research Service,2025-06-06,2025/138,2025,2025Q2,Q2 2025,Health & Social Care; Education & Skills,Cross-Domain Linkage,Outcome Tracking,,"Assigned Health & Social Care and Education & Skills because the project studies educational, mental health and social outcomes of children with sickle cell/betathalassaemia; Cross-Domain Linkage because the NHS;DfE linked data combines health and education sources; Outcome Tracking because it links a clinical condition exposure to downstream educational and mental health outcomes; no tag because the comparison is condition-based not demographic-group-based.",Health & Social Care
2025/145,Place level evaluation of the UK Shared Prosperity Fund,"James Kearney, IPSOS MORI
Ravi Talwar, Simetrica
Jaimin Shah, IPSOS MORI
Scott Carter, IPSOS MORI
Henry Evans, IPSOS MORI
Matthew Cutmore, Ecorys UK
Freyja Fischer, Ecorys UK
Synnove Rabbevaag, Ecorys UK
Brendan Parker, Ecorys UK
Cristina Rosemberg 
Montes, Technopolis ",Digital Economy Act 2017,"Office for National Statistics: Annual Population Survey - UK,
Annual Survey of Hours and Earnings - GB,
Business Structure Database - UK,
Crime Survey for England and Wales",Office for National Statistics Secure Research Service,2025-06-19,2025/145,2025,2025Q2,Q2 2025,Business & Productivity; Labour Market & Employment,Cross-Domain Linkage,Policy Evaluation / Impact Analysis,,"Assigned Business & Productivity and Labour Market & Employment because the UK Shared Prosperity Fund evaluation uses business structure and earnings/employment data; Cross-Domain Linkage because datasets span business, labour market and crime domains; Policy Evaluation / Impact Analysis because it evaluates a named fund at place level; no tag because no demographic-group comparison is central.",Business & Productivity
2025/147,Surveying the Micro-geographies of High-Tech Start-Ups in the UK,"Sun Haoran, Durham University",Digital Economy Act 2017,Office for National Statistics: Business Structure Database,UK Data Service,2025-06-19,2025/147,2025,2025Q2,Q2 2025,Business & Productivity,Single-Dataset,Descriptive Monitoring,,Assigned Business & Productivity because the focus is high-tech start-ups and their geography; Single-Dataset because only the Business Structure Database is listed; Descriptive Monitoring because the operation is surveying the micro-geographic distribution of start-ups; no tag because no demographic-group comparison is involved.,Business & Productivity
2025/150,Studying in Northern Ireland: Analysing University Preferences,"
Sweta Pramanick , Northern Ireland Statistics and Research Agency 
Karen Moore, Department for the Economy (Northern Ireland) ",Digital Economy Act 2017,"Ofqual/DfE/
UCAS: GRading and Admissions Data England",Office for National Statistics Secure Research Service,2025-06-30,2025/150,2025,2025Q2,Q2 2025,Education & Skills,Single-Dataset,Descriptive Monitoring,,Assigned Education & Skills because the project analyses university preferences and admissions in Northern Ireland; Single-Dataset because only the GRADE admissions data is listed; Descriptive Monitoring because the operation is analysing patterns of university preferences; no tag because no demographic-group comparison is central.,Education & Skills
2025/151,BEAM – The Built Environment and Adolescent Mental Health,"Ella Christoforou, Swansea University 	
Ollie Thwaites,	Swansea University, Amy Mizen,	Swansea University",Digital Economy Act 2017,SAIL Databank: Census 2011,SAIL Databank,2025-06-30,2025/151,2025,2025Q2,Q2 2025,Health & Social Care; Housing & Planning,Single-Dataset,Outcome Tracking,,Assigned Health & Social Care and Housing & Planning because the project links the built environment to adolescent mental health; Single-Dataset because only SAIL Census 2011 is listed; Outcome Tracking because it links built-environment exposure to a mental health outcome; no tag because no demographic-group comparison is central.,Health & Social Care
2025/153,Firm Productivity and Worker-Level Wages in the United Kingdom,"Tim Obermeier, University of Leicester",Digital Economy Act 2017,"Office for National Statistics: Annual Survey of Hours and Earnings,
Business Structure Database,
Annual Business Survey,
Annual Business Inquiry,",Office for National Statistics Secure Research Service,2025-07-02,2025/153,2025,2025Q3,Q3 2025,Labour Market & Employment; Business & Productivity,Cross-Domain Linkage,Outcome Tracking,,"Assigned Labour Market & Employment and Business & Productivity because the project relates firm productivity (Business Structure Database, Annual Business Survey) to worker-level wages (ASHE); Cross-Domain Linkage because earnings/labour datasets are linked to firm/business datasets spanning two domains; Outcome Tracking because it links firm productivity (exposure) to worker wage outcomes; no tag because no demographic-group comparison is central.",Labour Market & Employment
2025/154,Progression through the Classical Music Pipeline,"Aoife Ni Luanaigh, IFF Research ",Digital Economy Act 2017,"Ofqual/DfE/
UCAS: GRading and Admissions Data England",Office for National Statistics Secure Research Service,2025-07-03,2025/154,2025,2025Q3,Q3 2025,Education & Skills,Single-Dataset,Life-Course / Trajectory Analysis,,Assigned Education & Skills because progression through the classical music pipeline uses grading and admissions data (qualifications and university admissions); Single-Dataset because one coherent GRADE admissions product is listed; Life-Course / Trajectory Analysis because it follows progression through an educational pipeline over stages; no tag because the focus is the pipeline rather than a demographic-group comparison.,Education & Skills
2025/155,Mapping core skills in the UK labour market: a novel ML-powered approach,"Min Zou, University of Reading
Mark Williams, Queen Mary Univeristy London",Digital Economy Act 2017,Office for National Statistics: Annual Population Survey,Office for National Statistics Secure Research Service,2025-07-04,2025/155,2025,2025Q3,Q3 2025,Labour Market & Employment,Single-Dataset,Descriptive Monitoring; Methodological / Infrastructure Research,,"Assigned Labour Market & Employment because it maps core skills in the UK labour market using the Annual Population Survey; Single-Dataset because one dataset is listed; Descriptive Monitoring because it maps/profiles skills, and Methodological / Infrastructure Research because it develops a novel ML-powered approach as central operation; no tag because no demographic comparison is central.",Labour Market & Employment
2025/156,Assessing the SocioEconomic Impact of Sizewell C Using Longitudinal Education and Employment Outcomes Data,"Cristian Dogaru, University of Suffolk
",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 1 Standard Extract - England,Office for National Statistics Secure Research Service,2025-07-08,2025/156,2025,2025Q3,Q3 2025,Education & Skills; Labour Market & Employment,Single-Dataset,Policy Evaluation / Impact Analysis,,Assigned Education & Skills and Labour Market & Employment because it uses Longitudinal Education Outcomes data covering education and employment outcomes; Single-Dataset because LEO is one coherent linked product listed as a single source; Policy Evaluation / Impact Analysis because it assesses the socioeconomic impact of the named Sizewell C project; no tag because no demographic-group comparison is central.,Education & Skills
2025/157,Capping Worker Outcomes and Productivity (Part 1),"Matthew Nibloe, University College London",Digital Economy Act 2017,"Office for National Statistics/
HMRC: Annual Survey of Hours and Earnings linked to PAYE and Self-Assessment data - GB, Annual Survey of Hours and Earnings Longitudinal - UK",Office for National Statistics Secure Research Service,2025-07-10,2025/157,2025,2025Q3,Q3 2025,Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,,Assigned Labour Market & Employment because it concerns worker outcomes and productivity via earnings data (ASHE linked to PAYE/Self-Assessment); Within-Domain Linkage because the linked datasets are all earnings/labour-market sources; Outcome Tracking because it relates a capping condition to worker earnings outcomes; no tag because no demographic comparison is central.,Labour Market & Employment
2025/159,"The Impact of longevity gaps on pensions progressivity in Spain, the United Kingdom and Denmark","Pere Lopez Agras, Barcelona University",Digital Economy Act 2017,"Office for National Statistics: Annual Population Survey - UK,
Annual Survey of Hours and Earnings Longitudinal - UK,
Annual Population Survey - UK, Living Costs and Food Survey - UK",Office for National Statistics Secure Research Service,2025-07-15,2025/159,2025,2025Q3,Q3 2025,"Poverty, Wealth & Living Standards; Migration & Demographics",Within-Domain Linkage,Outcome Tracking,,"Assigned Poverty, Wealth & Living Standards and Migration & Demographics because the study concerns pensions progressivity (household resources) and longevity gaps (mortality as a demographic outcome); Within-Domain Linkage is the closest fit though datasets straddle labour and living-standards; actually datasets span labour earnings and living costs—Cross-Domain Linkage; Outcome Tracking because it links longevity gaps to pension progressivity; no tag because comparison is cross-country not demographic-group.","Poverty, Wealth & Living Standards"
2025/160,The Contemporary Rural Working Classes of England and Wales,"Patrick White, University of Leicester",Digital Economy Act 2017,Office for National Statistics: Annual Survey of Hours and Earnings Census 2011 Linked - England and Wales,Office for National Statistics Secure Research Service,2025-07-15,2025/160,2025,2025Q3,Q3 2025,Labour Market & Employment; Migration & Demographics,Cross-Domain Linkage,Descriptive Monitoring,,Assigned Labour Market & Employment and Migration & Demographics because it characterises rural working classes via earnings (ASHE) linked to Census population data; Cross-Domain Linkage because ASHE (employment) is linked to Census 2011 (population/demographics); Descriptive Monitoring because it profiles/maps a class composition; no tag because the focus is class composition rather than equality-group comparison.,Labour Market & Employment
2025/141,Evaluation of the 50+ element of Support to Succeed Pilot,"Liza Benny, NatCen Social Research
Rebecca Parker,
NatCen Social Research 
Terry Ng­Knight,
NatCen Social Research ",Digital Economy Act 2017,Office for National Statistics: Labour Force Survey - Person UK,Office for National Statistics Secure Research Service,2025-06-19,2025/141,2025,2025Q2,Q2 2025,Labour Market & Employment,Single-Dataset,Policy Evaluation / Impact Analysis,Demographic disparities / equity tag,Assigned Labour Market & Employment because the Support to Succeed pilot concerns employment support using the Labour Force Survey; Single-Dataset because one dataset is listed; Policy Evaluation / Impact Analysis because it evaluates a named pilot programme; demographic tag because the 50+ element centres on an age group comparison.,Labour Market & Employment
2025/142,"Heterogeneous Learning from Exchange Rates: Effects on Expectations, Firm Behavior, and Monetary Policy","Alistair Macaulay, University of Surrey
Budara Wickramasinghe,
University of Surrey ",Digital Economy Act 2017,Bank of England: Decision Maker Panel - UK,Office for National Statistics Secure Research Service,2025-06-30,2025/142,2025,2025Q2,Q2 2025,Business & Productivity,Single-Dataset,Outcome Tracking,,Assigned Business & Productivity because it studies firm behavior and expectations via the Decision Maker Panel; Single-Dataset because one dataset is listed; Outcome Tracking because it links exchange-rate learning (exposure) to firm behavior and expectations; no tag because no demographic comparison is central.,Business & Productivity
