Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,analytical_purpose,cross_cutting_tags,rationale,primary_domain
2025/107,Firm Adjustments to Minimum Wages: Role of Labour Market Concentration,"Rui Miguel Vieira Marques da Costa, London School of Economics
Nikhil Datta, University of Warwick",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Register Employment Survey, Business Structure Database, Consumer and Retail Price Index, Longitudinal Business Database, Producer Price Index",Office for National Statistics Secure Research Service,2025-04-25,2025/107,2025,2025Q2,Q2 2025,Labour Market & Employment; Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment and Business & Productivity because the project studies wages, labour market concentration and firm adjustments using ASHE and firm-level datasets (ABS, BSD, LBD); Policy Evaluation / Impact Analysis because the minimum wage is a named policy whose effects on firms are being estimated; no tag because no demographic or pandemic lens is evident.",Labour Market & Employment
2025/108,Informing Targeted Campaigns for the Construction Industry Research,"Thomas Hope, Whole Life Consultants
Davide Vitali, Whole Life Consultants
Douglas Forbes, Whole Life Consultants",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-04-22,2025/108,2025,2025Q2,Q2 2025,Labour Market & Employment; Education & Skills,Descriptive Monitoring,,Assigned Labour Market & Employment and Education & Skills because the project profiles education-to-work pathways into the construction industry using Longitudinal Education Outcomes data; Descriptive Monitoring because informing targeted recruitment campaigns implies profiling the characteristics and pathways of the construction workforce rather than testing an exposure or evaluating a policy; no tag because no demographic-equity or pandemic framing is central.,Labour Market & Employment
2025/109,Researching intimate partner violence and abuse with UK survey data,"Valeria Skafida, University of Edinburgh
Christine Barter, University of Central Lancashire
John Devaney, University of Edinburgh
Leslie Humphreys, University of Central Lancashire",Digital Economy Act (2017),Office for National Statistics: Crime Survey for England and Wales,UK Data Service,2025-05-08,2025/109,2025,2025Q2,Q2 2025,Crime & Justice,Descriptive Monitoring,,"Assigned Crime & Justice because intimate partner violence and abuse victimisation is the substantive focus, measured through the Crime Survey for England and Wales; Descriptive Monitoring because the visible operation is measuring and characterising IPV prevalence and patterns in survey data; no tag because no central demographic comparison or pandemic condition is indicated.",Crime & Justice
2025/110,UK MS Register,"Rod Middleton, Swansea University
James Witts, Swansea University
Richard Nicholas, Swansea University",Digital Economy Act (2017),SAIL Databank Databank: Census 2021,SAIL Databank,2025-04-30,2025/110,2025,2025Q2,Q2 2025,Health & Social Care; Data Infrastructure & Methodology,Methodological / Infrastructure Research,,"Assigned Health & Social Care and Data Infrastructure & Methodology because the UK MS Register is a disease register for multiple sclerosis, making both the health condition and the register itself the substantive objects; Methodological / Infrastructure Research because the visible operation is maintaining and enriching a register data asset via census linkage in SAIL; no tag because no equity or pandemic framing is evident.",Health & Social Care
2025/111,Impact of minimum wages on prices,"Thomas Baily, Frontier Economics Ltd
Danail Popov, Frontier Economics Ltd
Carlos Lopez Tris, Frontier Economics Ltd
Timothy Butcher, Low Pay Commission
Jonathan Wadsworth, Royal Holloway, University of London
Ronia Salman-Lord, Low Pay Commission
Anna Hoyle, Low Pay Commission",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - GB, Annual Business Survey - GB",Office for National Statistics Secure Research Service,2025-05-01,2025/111,2025,2025Q2,Q2 2025,Labour Market & Employment; Business & Productivity,Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment and Business & Productivity because the project links wage-setting (ASHE) to firm price-setting behaviour (Annual Business Survey); Policy Evaluation / Impact Analysis because the impact of the minimum wage, a named policy, on prices is being estimated; no tag because no equity or pandemic lens appears.",Labour Market & Employment
2025/112,Housekeeping for Wealthy Households in 21st century Britain,"Matthew Reynolds, London School of Economics and Political Science, Aaron Reeves, London School of Economics and Political Science",Digital Economy Act 2017,Office for National Statistics: Living Costs and Food Survey,UK Data Service,2025-05-15,2025/112,2025,2025Q2,Q2 2025,"Labour Market & Employment; Poverty, Wealth & Living Standards",Descriptive Monitoring,,"Assigned Labour Market & Employment and Poverty, Wealth & Living Standards because the project studies paid domestic housekeeping work and the spending of wealthy households using the Living Costs and Food Survey; Descriptive Monitoring because the visible operation is characterising the extent and pattern of housekeeping employment among wealthy households; no tag because no demographic-equity comparison or pandemic condition is central.",Labour Market & Employment
2025/113,Evaluating expanded childcare entitlements,"Elaine Drayton, Institute for Fiscal Studies
Christine  Farquharson Institute  for  Fiscal  Studies,
Tom  Waters, Institute  for  Fiscal  Studies
Nicholas  Ridpath, Institute  for  Fiscal  Studies
Claire  Crawford, UCL  Institute  of  Education",Digital Economy Act 2017,"Office for National Statistics: Annual Population Survey, Annual Population Survey Longitudinal, Labour Force Survey Longitudinal, Labour Force Survey Person, Labour Force Survey Household, Childcare and Early Years Survey of Parents",Office for National Statistics Secure Research Service,2025-05-09,2025/113,2025,2025Q2,Q2 2025,Education & Skills; Labour Market & Employment,Policy Evaluation / Impact Analysis,,Assigned Education & Skills and Labour Market & Employment because expanded childcare entitlements are a childcare/early-years policy and the LFS/APS datasets indicate parental labour-supply outcomes; Policy Evaluation / Impact Analysis because the project explicitly evaluates a named entitlement expansion; no tag because no demographic-equity or pandemic lens is central.,Education & Skills
2025/114,Marie Curie End of Life Transformation,"Lynne Hughes, Marie Curie
Michelle Vermeulen",Digital Economy Act 2017,SAIL Databank Databank: Census Wales 2021,SAIL Databank,2025-05-12,2025/114,2025,2025Q2,Q2 2025,Health & Social Care,Descriptive Monitoring,,Assigned Health & Social Care because Marie Curie's end-of-life focus concerns palliative care provision and need; Descriptive Monitoring because linking to Census Wales 2021 suggests profiling the population and need for end-of-life care rather than testing an exposure or evaluating a named intervention; no tag because no equity comparison or pandemic framing is evident.,Health & Social Care
2025/115,From Dispersion to Development: How Regional Skill Distribution Shapes Economic Trajectories,"David Morris, University of Nottingham, Carlo Corradini, University of Reading",Digital Economy Act 2017,"Office for National Statistics: Annual Business Survey, Annual Survey of Hours and Earnings, Business Structure Database, Quarterly Labour Force Survey",UK Data Service,2025-06-02,2025/115,2025,2025Q2,Q2 2025,Education & Skills; Labour Market & Employment; Business & Productivity,Outcome Tracking,,"Assigned Education & Skills, Labour Market & Employment and Business & Productivity because regional skill distribution is linked to economic development using workforce (ASHE, LFS) and firm-level (ABS, BSD) data; Outcome Tracking because the design links a naturally occurring condition (regional skill dispersion) to downstream economic trajectories rather than evaluating a named policy; no tag because no demographic or pandemic lens is central.",Education & Skills
2025/116,Teachers Assessment versus Centralised Exams,"Juliana Cavalcanti, University of Cambridge",Digital Economy Act (2017),UCAS: Universities and Colleges Admissions Service data,Office for National Statistics Secure Research Service,2025-05-13,2025/116,2025,2025Q2,Q2 2025,Education & Skills,Policy Evaluation / Impact Analysis,,"Assigned Education & Skills because the project compares teacher assessment with centralised exams as grading regimes, using UCAS admissions data; Policy Evaluation / Impact Analysis because comparing outcomes under teacher assessment versus centralised examinations evaluates a deliberate change in assessment policy; no tag because pandemic framing is not explicit in the register entry.",Education & Skills
2025/117,"Examining the NI ""Brain Drain""","Anne Devlin, Queen's University Belfast
Ãine Doran, Ulster University",Digital Economy Act 2017,UCAS: Universities and Colleges Admissions Service data,UK Data Service,2025-05-14,2025/117,2025,2025Q2,Q2 2025,Education & Skills; Migration & Demographics,Descriptive Monitoring,,"Assigned Education & Skills and Migration & Demographics because the NI 'brain drain' concerns students' university admissions choices and population outflow from Northern Ireland, examined via UCAS data; Descriptive Monitoring because 'examining' the brain drain implies measuring the level and pattern of student out-migration rather than testing an exposure or evaluating a policy; no tag because no demographic-equity comparison or pandemic condition is central.",Education & Skills
2025/118,Deep dives into social mobility: a local perspective,"Luke Sibieta, Institute for Fiscal Studies, Sonya Krutikova, Institute for Fiscal Studies, Darcey Snape, Institute for Fiscal Studies, Lindsey Macmillan, UCL Institute of education",Digital Economy Act 2017,"Office for National Statistics: Annual Survey of Hours and Earnings GB, Growing Up in England Wave 1, Growing Up in England Wave 2 Children in Need, Children Looked After, Growing Up in England Wave 2 Exclusions, Absences and English School Census, Labour Force Survey Household UK, Labour Force Survey Person UK",Office for National Statistics Secure Research Service,2025-05-23,2025/118,2025,2025Q2,Q2 2025,Labour Market & Employment; Education & Skills,Life-Course / Trajectory Analysis; Descriptive Monitoring,,"Assigned Labour Market & Employment and Education & Skills because social mobility is studied through linked earnings (ASHE, LFS) and education/childhood datasets (Growing Up in England, school census, children in need); Life-Course / Trajectory Analysis because social mobility concerns progression from childhood circumstances to adult outcomes, with Descriptive Monitoring for the 'deep dives... local perspective' profiling of local variation; no tag because no demographic-equity or pandemic lens is evident.",Labour Market & Employment
2025/119,The impact of GCSE grading system on STEM subject takeup at ALevel and higher education - Evidence from the introduction of the GCSE number grades,"Yu Zhu, University of Dundee, Zhenlan Yao, University of Dundee",Digital Economy Act 2017,Department for Education: Longitudinal Education,Office for National Statistics Secure Research Service,2025-05-21,2025/119,2025,2025Q2,Q2 2025,Education & Skills,Policy Evaluation / Impact Analysis,,"Assigned Education & Skills because the project studies GCSE grading and STEM subject take-up at A-Level and higher education using Longitudinal Education data; Policy Evaluation / Impact Analysis because it exploits the introduction of GCSE number grades, a named grading reform, to estimate its impact; no tag because no equity or pandemic lens is central.",Education & Skills
2025/120,Assessing the impact of the minimum wage on young people using LEO,"Su Min Lee, London Economics
Pietro Patrignani, London Economics
Greta Dohler, London Economics
Jack Booth, London Economics
Rohan Jain, London Economics
Ella Lingard, London Economics",Digital Economy Act 2017,Department for Education: Longitudinal Education,Office for National Statistics Secure Research Service,2025-05-20,2025/120,2025,2025Q2,Q2 2025,Labour Market & Employment,Policy Evaluation / Impact Analysis,,Assigned Labour Market & Employment because the research question concerns the minimum wage's effect on young people's labour-market outcomes via LEO; Policy Evaluation / Impact Analysis because the minimum wage is a named policy whose impact is being assessed; no tag because age here defines the study population rather than a central equity comparison.,Labour Market & Employment
2025/121,Sense-checking a reconstructed ONS Longitudinal Study (LS) data dictionary,"Andreas Mastrosavvas, University College London
Jitka Pikhartova, University College London
Nicola Shelton, University College London
Oliver Duke-Williams, University College London
Vasileios Routsis, University College London
Adam Dennett, University College London",Digital Economy Act 2017,"Office for National Statistics: Longitudinal Study 1971, 1981, 1991, 2001, 2011, and 2021",Office for National Statistics Secure Research Service,2025-05-20,2025/121,2025,2025Q2,Q2 2025,Data Infrastructure & Methodology,Methodological / Infrastructure Research,,Assigned Data Infrastructure & Methodology because the object of study is a reconstructed data dictionary for the ONS Longitudinal Study itself; Methodological / Infrastructure Research because the operation is sense-checking and validating this documentation asset; no tag because no cross-cutting lens applies.,Data Infrastructure & Methodology
2025/122,"A Comprehensive Analysis of Contextualised Admissions: Impacts on University Applications, Enrollment, and Academic and Labour Market Outcomes","Sonkurt Kemal Sen, University of Essex",Digital Economy Act 2017,"Department for Education: Longitudinal Education Outcomes SRS Iteration 2, Standard Extract England",Office for National Statistics Secure Research Service,2025-06-09,2025/122,2025,2025Q2,Q2 2025,Education & Skills,Policy Evaluation / Impact Analysis,,"Assigned Education & Skills because the project studies university admissions, applications, enrollment and subsequent academic and labour market outcomes of education pathways using LEO data; Policy Evaluation / Impact Analysis because it assesses the impacts of contextualised admissions, a named admissions policy; no tag because no demographic-equity comparison or pandemic condition is explicitly central.",Education & Skills
2025/123,Perinatal Health: Risks and Social Ecological Systems (PHRaSES),"Cristian Dogaru, University of Suffolk, Abigail Falola, University of Suffolk",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data Research Database - England,Office for National Statistics Secure Research Service,2025-05-21,2025/123,2025,2025Q2,Q2 2025,Health & Social Care,Outcome Tracking,,Assigned Health & Social Care because perinatal health risks are the substantive focus using the ECHILD linked health-education database; Outcome Tracking because the design links social-ecological exposures and risks to perinatal health outcomes rather than evaluating a named intervention; no tag because no demographic-equity or pandemic framing is evident.,Health & Social Care
2025/124,"Exploring the health, social, and education outcomes of English children exposed to opioIntegrated Data Service in pregnancy using administrative health data","Louise Marryat, University of Dundee
Ruth Blackburn, Univeristy College London
Ruth Gilbert, University College London
Vincent Nrugyen, University College London",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data Research Database - England,Office for National Statistics Secure Research Service,2025-05-21,2025/124,2025,2025Q2,Q2 2025,Health & Social Care; Education & Skills,Outcome Tracking,,"Assigned Health & Social Care and Education & Skills because the project examines health, social, and education outcomes of children using the ECHILD linked database; Outcome Tracking because opioid exposure in pregnancy is a naturally occurring exposure linked to downstream child outcomes; no tag because no equity or pandemic lens is central.",Health & Social Care
2025/125,"Demographic and Economic Features of Households’ Division of Labour in the United Kingdom, 2004-2024","Joseph Peck, The Productivity Institute, University of Manchester",Digital Economy Act 2017,Office for National Statistics: Annual Population Survey - UK,Office for National Statistics Secure Research Service,2025-05-22,2025/125,2025,2025Q2,Q2 2025,Labour Market & Employment,Descriptive Monitoring,Demographic disparities / equity tag,"Assigned Labour Market & Employment because households' division of labour concerns work and labour-market participation patterns using the Annual Population Survey; Descriptive Monitoring because the project characterises demographic and economic features and their patterns over 2004-2024; Demographic disparities / equity tag because the division of labour within households is centrally compared across demographic groups, notably by gender.",Labour Market & Employment
2025/126,Geographical variation in where older people with dementia and/or cancer die: a population-based cohort study,"India Tunnard, King's College London, Irene Higginson, University of London - Kings College",Digital Economy Act 2017,Office for National Statistics: Death Registrations Finalised - England and Wales,Office for National Statistics Secure Research Service,2025-05-28,2025/126,2025,2025Q2,Q2 2025,Health & Social Care,Descriptive Monitoring,,"Assigned Health & Social Care because the project studies place of death among older people with dementia and/or cancer, an end-of-life care outcome, using death registrations; Descriptive Monitoring because it characterises geographical variation in where people die rather than testing an exposure or evaluating a policy; no tag because the comparison is geographic, not demographic-equity or pandemic-related.",Health & Social Care
2025/127,Generic Matching project for quasi-experimental evaluations on the effects of interventions on youth employment,"Michael Sanders, King's College London
Cassandra BossmanDampare, King's College London
Dimitris Vallis, King's College London",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 - England,Office for National Statistics Secure Research Service,2025-05-22,2025/127,2025,2025Q2,Q2 2025,Labour Market & Employment,Methodological / Infrastructure Research; Policy Evaluation / Impact Analysis,,Assigned Labour Market & Employment because the interventions being evaluated target youth employment outcomes via LEO; Methodological / Infrastructure Research and Policy Evaluation / Impact Analysis because the project develops a generic matching approach to support quasi-experimental evaluations of named interventions; no tag because no equity or pandemic lens is central.,Labour Market & Employment
2025/128,Evaluation of the N50K Programme,"Iain Maitland Atherton, Edinburgh Napier University, Michelle Jamieson, Edinburgh Napier University",Digital Economy Act 2017,NMC: Nursing and Midwifery Council Register - UK,Office for National Statistics Secure Research Service,2025-05-22,2025/128,2025,2025Q2,Q2 2025,Health & Social Care; Labour Market & Employment,Policy Evaluation / Impact Analysis,,"Assigned Health & Social Care and Labour Market & Employment because the N50K nursing recruitment programme concerns the health workforce, evidenced by the Nursing and Midwifery Council Register dataset; Policy Evaluation / Impact Analysis because the project explicitly evaluates a named programme; no tag because no cross-cutting lens is evident.",Health & Social Care
2025/129,Exploring profiles in parenting and parenting burden in Northern Ireland using Census '21,"Mark Shevlin, Ulster University
Jamie Murphy, Ulster University
Orla McBride, Ulster University
Enya Redican, Ulster University
Eric Spikol, Ulster University",Digital Economy Act 2017,Office for National Statistics: Census 2021 Comprehensive Microdata (C21CM),Northern Ireland Statistics and Research Agency,2025-06-19,2025/129,2025,2025Q2,Q2 2025,Migration & Demographics,Descriptive Monitoring,,"Assigned Migration & Demographics because the project profiles parenting and parenting burden in the Northern Ireland population using Census 2021 microdata, a census-based demographic composition analysis; Descriptive Monitoring because the operation is exploring profiles and prevalence patterns rather than testing exposure-outcome relationships; no tag because demographic variables describe the profiles rather than framing an equity comparison.",Migration & Demographics
2025/130,Who are our farming households? Developing a new farming-household typology using AD|ARC data,"Claire Hargreaves, Lancaster University
Paul Caskie, Agri-Food & Biosciences Institute
Sian Morrison-Rees, Swansea University",Digital Economy Act 2017,SAIL Databank Databank: Census 2011,SAIL Databank,2025-05-28,2025/130,2025,2025Q2,Q2 2025,Environment & Agriculture,Methodological / Infrastructure Research; Descriptive Monitoring,,Assigned Environment & Agriculture because the project studies farming households using the agricultural AD|ARC data collection; Methodological / Infrastructure Research and Descriptive Monitoring because the visible operation is developing a new farming-household typology and profiling who farming households are; no tag because no demographic-equity or pandemic lens is evident.,Environment & Agriculture
2025/131,Transforming Justice: The Interplay of Social Change and Policy Reforms,"Elisa Facchetti, Institute for Fiscal Studies, Abi Adams, University of Oxford, Magdalena Dominguez, Institute for Fiscal Studies",Digital Economy Act 2017,Ministry of Justice: Data First Family Court,Office for National Statistics Secure Research Service,2025-06-09,2025/131,2025,2025Q2,Q2 2025,Crime & Justice,Policy Evaluation / Impact Analysis,,Assigned Crime & Justice because the project concerns the justice system and uses Ministry of Justice Data First Family Court data; Policy Evaluation / Impact Analysis because the title centres on the effects of policy reforms interacting with social change; no tag because no demographic-equity or pandemic lens is central.,Crime & Justice
2025/132,The Impacts of Welfare Conditionality on Underemployment,"Mridhula Gopalan, University of Glasgow, Serena Pattaro, University of Glasgow, Srinivasa Vittal Katikireddi, University of Glasgow",Digital Economy Act 2017,Department for Education: Longitudinal Education Outcomes SRS Iteration 2 standard extract - England,Office for National Statistics Secure Research Service,2025-06-05,2025/132,2025,2025Q2,Q2 2025,"Labour Market & Employment; Poverty, Wealth & Living Standards",Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment because underemployment is the central outcome, and Poverty, Wealth & Living Standards because welfare conditionality in the benefits system is the substantive mechanism; Policy Evaluation / Impact Analysis because the project estimates the impacts of a deliberate welfare-conditionality policy; no tag because neither demographic comparison nor pandemic conditions are central.",Labour Market & Employment
2025/133,Are apprenticeships a genuine alternative to university education? an investigation using administrative data,"Sabreena Hussain, University of Birmingham
Tarek Mostafa, University of Birmingham",Digital Economy Act 2017,Department for Education: Longitudinal Education,Office for National Statistics Secure Research Service,2025-06-05,2025/133,2025,2025Q2,Q2 2025,Education & Skills,Outcome Tracking,,"Assigned Education & Skills because the project compares apprenticeship and university pathways using Longitudinal Education Outcomes data, an education-to-work question; Outcome Tracking because it links pathway choice to downstream outcomes rather than evaluating a named policy; no tag because no demographic-equity or pandemic lens is evident.",Education & Skills
2025/134,From the centre to the periphery: evaluating the Opportunity Areas programme,"Matt Dickson, University of Bath
Richard Harris, University of Bristol
Joanne Davies, University of Bath
Michael Donnelly, University of Bath",Digital Economy Act 2017,Department for Education: Longitudinal Education,Office for National Statistics Secure Research Service,2025-06-05,2025/134,2025,2025Q2,Q2 2025,Education & Skills,Policy Evaluation / Impact Analysis,,Assigned Education & Skills because the Opportunity Areas programme is an education-focused place-based intervention studied with Longitudinal Education data; Policy Evaluation / Impact Analysis because the title explicitly evaluates a named government programme; no tag because no demographic-equity or pandemic lens is central.,Education & Skills
2025/135,Environmental predictors of educational and employment outcomes for children with special educational needs and disabilities,"Ziqing Ye, University of Exeter, Helen Dodd, University of Exeter, Abigail Russell, University of Exeter, Anna­Lynne Adlam, University of Exeter",Digital Economy Act 2017,"Department for Education: Longitudinal Education Outcomes SRS Iteration 2, Standard Extract England",Office for National Statistics Secure Research Service,2025-06-09,2025/135,2025,2025Q2,Q2 2025,Education & Skills,Outcome Tracking,Demographic disparities / equity tag,"Assigned Education & Skills because the project studies educational and subsequent employment outcomes of children with SEND using LEO data, an education-to-work question; Outcome Tracking because it links environmental predictors to downstream educational and employment outcomes without a named intervention or explicit prediction model; Demographic disparities / equity tag because outcomes for children with special educational needs and disabilities, an equality-relevant group, are central to the research question.",Education & Skills
2025/136,"Sorting, brain drain and knowledge spillovers in the United Kingdom","Jamie Smith, University of Edinburgh",Digital Economy Act 2017,"Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census England and Wales, Labour Force Survey Person UK",Office for National Statistics Secure Research Service,2025-06-06,2025/136,2025,2025Q2,Q2 2025,Labour Market & Employment; Business & Productivity,Outcome Tracking,,"Assigned Labour Market & Employment because worker sorting, brain drain and geographic mobility of workers are central using ASHE-Census and LFS data, and Business & Productivity because knowledge spillovers concern productivity effects; Outcome Tracking because the design links worker mobility and sorting to spillover outcomes rather than evaluating a named policy; no tag because no demographic-equity or pandemic lens is evident.",Labour Market & Employment
2025/137,"Outcomes for children under the care of CAMHS, including transition to adult mental health services","Anna Rawlings, Swansea University
Emma Curran, Ulster University
Gerard Leavey, Ulster University
Mobuolafoluwa Onayade, Swansea University",Digital Economy Act 2017,SAIL Databank Databank: Census 2011,SAIL Databank,2025-06-06,2025/137,2025,2025Q2,Q2 2025,Health & Social Care,Service Interaction / Systems Analysis; Outcome Tracking,,"Assigned Health & Social Care because the project concerns children's mental health service (CAMHS) care and outcomes; Service Interaction / Systems Analysis because transition between child and adult mental health services is central, and Outcome Tracking because outcomes for children under CAMHS care are also tracked; no tag because no demographic-equity or pandemic lens is central.",Health & Social Care
2025/138,"HALOECHILD project; educational, mental health and social outcomes of young survivors of sickle cell disorder and betathalassaemia","Ivana Holloway, University of Leeds",Digital Economy Act 2017,NHS; DfE: Education and Child Health Insights from Linked Data,Office for National Statistics Secure Research Service,2025-06-06,2025/138,2025,2025Q2,Q2 2025,Health & Social Care; Education & Skills,Outcome Tracking,,"Assigned Health & Social Care and Education & Skills because the project studies mental health, social and educational outcomes of children with sickle cell disorder and beta-thalassaemia using ECHILD linked health-education data; Outcome Tracking because it links a naturally occurring health condition to downstream educational and social outcomes; no tag because demographic comparison and pandemic framing are not explicit in the entry.",Health & Social Care
2025/139,AD|ARC (Administrative Data AgriResearch Collection) Phase 2: Linking Individual and Farm Level Data for Agricultural Research,"Laura Madden, Welsh Government, Rachael Loftus, Welsh Government, Matthew Curds, Welsh Government, Richard McFerran, Welsh Government, Katherine Addison, Welsh Government, Sian Morrison­Rees, Swansea University, Erica Chisholm, Agri­Food Biosciences Institute",Digital Economy Act 2017,"Department for Environment, Food & Rural Affairs: Bespoke Admin Data - Agricultural Research Collection Phase 2 - England, AD|ARC Phase 2 - Census 21 unlinked,
Office for National Statistics: Business Structure Database",Office for National Statistics Secure Research Service,2025-06-18,2025/139,2025,2025Q2,Q2 2025,Environment & Agriculture; Data Infrastructure & Methodology,Methodological / Infrastructure Research,,"Assigned Environment & Agriculture because the project supports agricultural research on farms and farming individuals, and Data Infrastructure & Methodology because the linkage of individual and farm-level data (AD|ARC Phase 2) is itself the object; Methodological / Infrastructure Research because the analytical operation is building and linking a research data collection; no tag because no demographic-equity or pandemic lens is evident.",Environment & Agriculture
2025/140,Analysis of job titles in further education (FE) colleges and their relation to pay,"Jenna Julius, National Foundation for Educational Research, Dawson McLean, National Foundation for Educational Research, Juan Del Pozo Segura, National Foundation for Educational Research, Maria Pia Iocco, National Foundation for Educational Research, Michael Scott, National Foundation for Educational Research, Christopher Morton, National Foundation for Educational Research, Sarah Tang, National Foundation for Educational Research, Jack Worth, National Foundation for Educational Research",Digital Economy Act 2017,Department For Education: Further Education Workforce Data Collection - England,Office for National Statistics Secure Research Service,2025-06-20,2025/140,2025,2025Q2,Q2 2025,Labour Market & Employment; Education & Skills,Descriptive Monitoring,,"Assigned Labour Market & Employment and Education & Skills because the project analyses job titles and pay in the further education college workforce using FE Workforce Data, combining workforce/pay analysis with the education-sector teacher workforce; Descriptive Monitoring because the visible operation is characterising job titles and their relation to pay rather than testing an exposure or evaluating a policy; no tag because no demographic comparison or pandemic lens is evident.",Labour Market & Employment
2025/141,Evaluation of the 50+ element of Support to Succeed Pilot,"Liza Benny, NatCen Social Research
Rebecca Parker,
NatCen Social Research
Terry Ng­Knight,
NatCen Social Research",Digital Economy Act 2017,Office for National Statistics: Labour Force Survey - Person UK,Office for National Statistics Secure Research Service,2025-06-19,2025/141,2025,2025Q2,Q2 2025,Labour Market & Employment,Policy Evaluation / Impact Analysis,,Assigned Labour Market & Employment because the Support to Succeed Pilot is an employment-support programme studied with the Labour Force Survey; Policy Evaluation / Impact Analysis because the title explicitly evaluates a named pilot element; no tag because the 50+ focus defines the programme target group rather than a central demographic-comparison lens.,Labour Market & Employment
2025/142,"Heterogeneous Learning from Exchange Rates: Effects on Expectations, Firm Behavior, and Monetary Policy","Alistair Macaulay, University of Surrey
Budara Wickramasinghe,
University of Surrey",Digital Economy Act 2017,Bank of England: Decision Maker Panel - UK,Office for National Statistics Secure Research Service,2025-06-30,2025/142,2025,2025Q2,Q2 2025,Business & Productivity,Outcome Tracking,,Assigned Business & Productivity because the project studies firm expectations and behaviour using the Bank of England Decision Maker Panel; Outcome Tracking because it links a naturally occurring exposure (exchange rate movements and learning from them) to downstream firm expectations and behaviour rather than evaluating a named programme; no tag because neither demographic comparison nor pandemic conditions are central.,Business & Productivity
2025/143,City of Sanctuary Evaluation Feasibility Study,"Jakob Petersen, London School of Hygiene and Tropical Medicine
Caroline Dix, University of Sheffield,
Matt Egan, London School of Hygiene and Tropical Medicine",Digital Economy Act 2017,Office for National Statistics: Crime Survey for England and Wales,Office for National Statistics Secure Research Service,2025-06-20,2025/143,2025,2025Q2,Q2 2025,Migration & Demographics,Policy Evaluation / Impact Analysis; Methodological / Infrastructure Research,,"Assigned Migration & Demographics because City of Sanctuary is an initiative concerned with welcoming refugees and asylum seekers; Policy Evaluation / Impact Analysis and Methodological / Infrastructure Research because the project is a feasibility study for evaluating this named initiative, combining evaluation design with methodological groundwork; no tag because the register entry does not show a central comparative equity question or pandemic framing.",Migration & Demographics
2025/144,"Group 3, Grouped objectAD|ARC (Administrative Data AgriResearch Collection) Phase 1 and Phase 2 Analysis: Linking Individual and Farm Level Data for Agricultural Research","Laura Madden, Welsh Government
Richard McFerran, Welsh Government
Katherine Addison, Welsh Government
Rachael Loftus, Welsh Government
Matthew Curds, Welsh Government
Sian Morrison­Rees, Swansea University
Erica Chisholm, Agri­Food Biosciences Institute",Digital Economy Act 2017,"Department for Environment, Food & Rural Affairs: Bespoke Admin Data - Agricultural Research Collection Phase 1 - England, Bespoke Admin Data - Agricultural Research Collection Phase 2 - England, AD|ARC Phase 2 - Census 21 unlinked,
Office for National Statistics: Business Structure Database",Office for National Statistics Secure Research Service,2025-06-23,2025/144,2025,2025Q2,Q2 2025,Environment & Agriculture; Data Infrastructure & Methodology,Methodological / Infrastructure Research,,Assigned Environment & Agriculture and Data Infrastructure & Methodology because the AD|ARC project concerns agricultural research and its explicit object is linking individual and farm-level administrative data collections; Methodological / Infrastructure Research because building and analysing the linked data asset (Phases 1 and 2) is the central analytical operation; no tag because no demographic-comparison or pandemic lens is evident.,Environment & Agriculture
2025/145,Place level evaluation of the UK Shared Prosperity Fund,"James Kearney, IPSOS MORI
Ravi Talwar, Simetrica
Jaimin Shah, IPSOS MORI
Scott Carter, IPSOS MORI
Henry Evans, IPSOS MORI
Matthew Cutmore, Ecorys UK
Freyja Fischer, Ecorys UK
Synnove Rabbevaag, Ecorys UK
Brendan Parker, Ecorys UK
Cristina Rosemberg
Montes, Technopolis",Digital Economy Act 2017,"Office for National Statistics: Annual Population Survey - UK, Annual Survey of Hours and Earnings - GB, Business Structure Database - UK, Crime Survey for England and Wales",Office for National Statistics Secure Research Service,2025-06-19,2025/145,2025,2025Q2,Q2 2025,Labour Market & Employment; Business & Productivity; Crime & Justice,Policy Evaluation / Impact Analysis,,"Assigned Labour Market & Employment, Business & Productivity and Crime & Justice because the Shared Prosperity Fund evaluation draws on APS/ASHE (employment and earnings), the Business Structure Database (firms) and the Crime Survey (community safety outcomes); Policy Evaluation / Impact Analysis because the title is an explicit place-level evaluation of a named fund; no tag because no demographic-comparison or pandemic lens is central.",Labour Market & Employment
