Project ID,Title,Researchers,Legal Basis,Datasets Used,Secure Research Service,Accreditation Date,Record ID,Year,Quarter,Quarter Label,substantive_domains,linkage_mode,analytical_purpose,primary_domain
2024/259,Risk index of NEET for local authority use,"Charles Wilson, NatCen Social Research
Lovisa Moller Vallgarda, NatCen Social Research
Joseph Crowley, NatCen Social Research
Ekaterina Khriakova, NatCen Social Research
Samuel Beardsworth, NatCen Social Research
Benjamin Ruisch, NatCen Social Research",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-01-15,2024/259,2025,2025Q1,Q1 2025,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Risk Prediction / Early Identification,Education & Skills
2024/249,School-to-university pipelines and the effect of school peers on university application choices,"Kartikeya Vira, Massachusetts Institute of Technology",Digital Economy Act (2017),"Qualifications Wales, Department For Education, University and Colleges Admission Service: GRading and Admissions Data England-Ofqual-DfE-UCAS",Office for National Statistics Secure Research Service,2024-12-16,2024/249,2024,2024Q4,Q4 2024,Education & Skills,Within-Domain Linkage,Outcome Tracking,Education & Skills
2024/242,The effectiveness of public support for high-potential businesses,"Maria Brackin, Nesta",Digital Economy Act (2017),Office for National Statistics: Longitudinal Business Database - UK,Office for National Statistics Secure Research Service,2024-12-16,2024/242,2024,2024Q4,Q4 2024,Business & Productivity,Single-Dataset,Policy Evaluation / Impact Analysis,Business & Productivity
2025/004,Gender disparities in the impact of switching jobs on earnings,"Emily Winskill, University of Exeter",Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings - GB,Office for National Statistics Secure Research Service,2025-01-10,2025/004,2025,2025Q1,Q1 2025,"Labour Market & Employment; Gender, Race & Ethnicity",Single-Dataset,Inequality / Disparities Analysis,Labour Market & Employment
2024/212,"Job quality and sustained employment among Young Adults in England: Understanding the importance of early labour market experience, sustained education engagement, and institutional performance","Stefan Speckesser, University of Brighton
Dafni Papoutsaki, University of Brighton
Janine Boshoff, The University of Manchester",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2024-11-05,2024/212,2024,2024Q4,Q4 2024,Labour Market & Employment; Education & Skills,Cross-Domain Linkage,Life-Course / Trajectory Analysis,Labour Market & Employment
2024/218,Assessing the impact of Operation Venetic on court outcomes.,"Tim McSweeney, Anglia Ruskin University Higher Education Corporation
Carter Smith, Anglia Ruskin University Higher Education Corporation",Digital Economy Act (2017),"Ministry of Justice: Ministry of Justice Data First Magistrates Court Iteration 2 - England and Wales, RETIRED Ministry of Justice Data First Crown Court Defendant - England and Wales, MoJ Data First cross-justice system linking dataset England and Wales",Office for National Statistics Secure Research Service,2024-11-12,2024/218,2024,2024Q4,Q4 2024,Crime & Justice,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Crime & Justice
2024/213,A comparative assessment of sentencing and supervision outcomes for child sexual abuse and exploitation (CSAE) offences in England and Wales.,"Tim McSweeney, Anglia Ruskin University Higher Education Corporation
Lea Kamitz, Anglia Ruskin University Higher Education Corporation
Tabassom Sedighi, Anglia Ruskin University Higher Education Corporation",Digital Economy Act (2017),"Ministry of Justice: MoJ Data First cross-justice system linking dataset England and Wales, Ministry of Justice Data First Probation Iteration 2 - England and Wales, Ministry of Justice Data First Magistrates Court Iteration 2 - England and Wales, Ministry of Justice Data First Crown Court Iteration 2 - England and Wales, Data First Prison Iteration 2 - England and Wales",Office for National Statistics Secure Research Service,2024-11-06,2024/213,2024,2024Q4,Q4 2024,Crime & Justice,Within-Domain Linkage,Descriptive Monitoring; Service Interaction / Systems Analysis,Crime & Justice
2024/230,"Health-related Outcomes, alternative Provision, and Exclusion among pupils with neurodivergent Special Educational Needs (HOPE-SEN)","Justin Yang, University College London",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2024-12-03,2024/230,2024,2024Q4,Q4 2024,Education & Skills; Health & Social Care,Cross-Domain Linkage,Outcome Tracking,Education & Skills
2024/255,International spillovers from changes in migration policies,"Aqib Aslam, International Monetary Fund",Digital Economy Act (2017),Office for National Statistics: Labour Force Survey Household - UK,Office for National Statistics Secure Research Service,2025-01-07,2024/255,2025,2025Q1,Q1 2025,Migration & Demographics; Labour Market & Employment,Single-Dataset,Policy Evaluation / Impact Analysis,Migration & Demographics
2025/020,Upskilling and reskilling in a changing economy: the role of employer investment in training,"Lovedeep Vaid, Learning and Work Institute
Corin Egglestone, Learning and Work Institute
Lorenzo Manetti, Learning and Work Institute
Helen Gray (Bewley), Learning and Work Institute",Digital Economy Act (2017),Department For Education: Employer Skills Survey and Investment in Training - UK,Office for National Statistics Secure Research Service,2025-01-27,2025/020,2025,2025Q1,Q1 2025,Education & Skills; Labour Market & Employment,Single-Dataset,Descriptive Monitoring,Education & Skills
2024/258,"Job search, taxes, and the welfare state","Monica Costa Dias, Institute for Fiscal Studies
Graham Mazeine, Institute for Fiscal Studies",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales, Annual Business Survey - GB, Labour Force Survey Person - UK",Office for National Statistics Secure Research Service,2025-01-10,2024/258,2025,2025Q1,Q1 2025,Labour Market & Employment; Public Finance & Taxation,Multi-Domain Linkage,Descriptive Monitoring,Labour Market & Employment
2025/001,Health and Educational Outcomes of Children with Sickle Cell Disease in England,"Alastair Sutcliffe, University College London
Yan Lu, University College London",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-01-13,2025/001,2025,2025Q1,Q1 2025,Health & Social Care; Education & Skills,Cross-Domain Linkage,Outcome Tracking,Health & Social Care
2024/228,"Agglomeration Economies, Job-to-Job Mobility and the Role of Firms","Mimosa Distefano, The London School of Economics and Political Science",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings - GB, Annual Respondents Database x - UK, Annual Business Survey - GB, Annual Respondents Database 2 - UK, Business Register Employment Survey - UK, Business Structure Database - UK, Annual Business Inquiry - GB, Quarterly Capital Expenditure Survey - UK",Office for National Statistics Secure Research Service,2024-11-25,2024/228,2024,2024Q4,Q4 2024,Labour Market & Employment; Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,Labour Market & Employment
2024/221,"Beta-testing indicators for veteran status, gender identity and sexual orientation from the 2021 census for England and Wales using the ONS Longitudinal Study","Alexandria Smith, King's College London
Sharon Stevelink, King's College London
Nicola Shelton, University College London
Iain Maitland Atherton, Edinburgh Napier University
Erin Lumsdale, Office for National Statistics",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2024-11-14,2024/221,2024,2024Q4,Q4 2024,Data Infrastructure & Methodology; Migration & Demographics,Single-Dataset,Methodological / Infrastructure Research,Data Infrastructure & Methodology
2025/013,"Out of sight: Exclusions, alternative provision and later life outcomes","Dave Thomson, FFT Education Limited
Richard Dorsett, The University of Westminster
David Bibby, FFT Education Limited
Natasha Plaister, FFT Education Limited
Katherine Beynon, FFT Education Limited
Veruska Oppedisano, The University of Westminster
Gerda Buchmueller, The University of Westminster",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-01-28,2025/013,2025,2025Q1,Q1 2025,Education & Skills; Labour Market & Employment,Multi-Domain Linkage,Life-Course / Trajectory Analysis,Education & Skills
2024/236,"Farm household Resilience, Income Source and Earnings (FARM-RISE)","Sian Morrison-Rees, Swansea University
Paul Wilson, University of Nottingham
Paul Caskie, Agri-Food Biosciences Institute",Digital Economy Act (2017),"Department for Environment, Food & Rural Affairs: Administrative Data | Agriculture Research Collection - England
Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales",Office for National Statistics Secure Research Service,2024-12-03,2024/236,2024,2024Q4,Q4 2024,Environment & Agriculture; Labour Market & Employment,Cross-Domain Linkage,Descriptive Monitoring,Environment & Agriculture
2024/215,Tackling child health inequality. An interventional epidemiology platform to inform policy.,"Lateef Akanni, The University of Liverpool
Yu Wei Chua, The University of Liverpool
Davara Bennett, The University of Liverpool
Philip McHale, The University of Liverpool",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2024-11-11,2024/215,2024,2024Q4,Q4 2024,Health & Social Care; Education & Skills,Cross-Domain Linkage,Inequality / Disparities Analysis; Policy Evaluation / Impact Analysis,Health & Social Care
2025/018,Women's mental illness in pregnancy: Exploring contact with secondary mental health services and links with offspring health and education outcomes.,"Jayati Das-Munshi, King's College London
Matthias Pierce, The University of Manchester
Yasmin Ahmadzadeh, King's College London
Jan Van Der Meulen, London School of Hygiene and Tropical Medicine",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-01-22,2025/018,2025,2025Q1,Q1 2025,Health & Social Care; Education & Skills,Cross-Domain Linkage,Outcome Tracking,Health & Social Care
2024/254,Beta test: A longitudinal analysis of Welsh and other language dynamics in England and Wales,"Erin Lumsdale, Office for National Statistics
Alexandra Sandu, Cardiff University
Melanie Jones, Cardiff University
Bernice Kuang, University of Southampton
Oliver Duke-Williams, University College London",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2025-01-07,2024/254,2025,2025Q1,Q1 2025,Migration & Demographics,Single-Dataset,Descriptive Monitoring,Migration & Demographics
2024/226,"Understanding Anxiety, Stress and Depression in Students with Special Educational Needs","Stephen Gorard, University of Durham
Nadia Siddiqui, University of Durham
Johny Daniel, University of Durham",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2024-11-19,2024/226,2024,2024Q4,Q4 2024,Health & Social Care; Education & Skills,Cross-Domain Linkage,Descriptive Monitoring,Health & Social Care
2025/011,Income dynamics across local labour markets,"Graham Mazeine, Institute for Fiscal Studies
Monica Costa Dias, Institute for Fiscal Studies",Digital Economy Act (2017),Institute for Economic and Social Research: Understanding Society - UK,Office for National Statistics Secure Research Service,2025-01-16,2025/011,2025,2025Q1,Q1 2025,"Labour Market & Employment; Poverty, Inequality & Living Standards",Single-Dataset,Descriptive Monitoring,Labour Market & Employment
2025/003,Benchmarking the working conditions of the education workforce in England,"Jack Worth, National Foundation for Educational Research
Chihiro Kobayashi, National Foundation for Educational Research
Dawson McLean, National Foundation for Educational Research
Michael Scott, National Foundation for Educational Research",Digital Economy Act (2017),Office for National Statistics: Annual Population Survey - UK,Office for National Statistics Secure Research Service,2025-01-10,2025/003,2025,2025Q1,Q1 2025,Education & Skills; Labour Market & Employment,Single-Dataset,Descriptive Monitoring,Education & Skills
2025/021,ELUCIDate: ELUcidate long-term consequences of Childhood Infections using administrative and research Data,"Rachel Denholm, University of Bristol
Patrick Nguipdop Djomo, London School of Hygiene and Tropical Medicine
Katharine Looker, University of Bristol
Alison Judd, Office for National Statistics
Eleanor Walsh, University of Bristol",Digital Economy Act (2017),Office for National Statistics: COVID-19 Schools Infection Survey - England,Office for National Statistics Secure Research Service,2025-02-10,2025/021,2025,2025Q1,Q1 2025,Health & Social Care; COVID-19 & Pandemic,Single-Dataset,Outcome Tracking,Health & Social Care
2025/041,Longitudinal Trajectories of Academic and Career Outcomes: Investigating the Interplay of Socioeconomic Status and Multilingualism Using LEO Data,"Holly Joseph, University of Reading
Daisy Powell, University of Reading",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-02-17,2025/041,2025,2025Q1,Q1 2025,Education & Skills; Labour Market & Employment,Multi-Domain Linkage,Life-Course / Trajectory Analysis; Inequality / Disparities Analysis,Education & Skills
2025/030,Secondary education careers provision and longer-term career outcomes,"Christian Percy, University of Derby",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-02-18,2025/030,2025,2025Q1,Q1 2025,Education & Skills; Labour Market & Employment,Multi-Domain Linkage,Outcome Tracking,Education & Skills
2025/036,The drivers of labour market inequality: employer or education providers?,"Sandra McNally, The London School of Economics and Political Science
Mimosa Distefano, The London School of Economics and Political Science",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-02-17,2025/036,2025,2025Q1,Q1 2025,Labour Market & Employment; Education & Skills,Multi-Domain Linkage,Inequality / Disparities Analysis,Labour Market & Employment
2025/022,Evaluation of Department for Business and Trade's Enhanced International Trade Advisors (EITA) Programme,"Radhika Goel, Frontier Economics Ltd
Thomas Baily, Frontier Economics Ltd",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - GB, Annual International Trade in Services - UK
IPO: Patents, Designs and Trade Marks from Intellectual Property Office - UK
Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK",Office for National Statistics Secure Research Service,2025-02-05,2025/022,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2025/051,"Ethnicity change among the Asian diaspora in the England and Wales, 1991-2011","Alison Sizer, University College London
Victoria Tan, University of Oxford",Digital Economy Act (2017),Office for National Statistics: ONS Longitudinal Study - England and Wales,Office for National Statistics Secure Research Service,2025-02-24,2025/051,2025,2025Q1,Q1 2025,"Migration & Demographics; Gender, Race & Ethnicity",Single-Dataset,Descriptive Monitoring,Migration & Demographics
2025/046,"Cost of living, education and employment outcomes in the UK: a spatial analysis","Giada Garofani, The University of Liverpool
Alex Singleton, The University of Liverpool",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-03-03,2025/046,2025,2025Q1,Q1 2025,"Education & Skills; Labour Market & Employment; Poverty, Inequality & Living Standards",Multi-Domain Linkage,Outcome Tracking,Education & Skills
2025/065,Structural variables of the Creative Industries (CI) in the United Kingdom (UK),"Giorgio Fazio, Newcastle University
Emmanuel Ramirez-Guerra, Newcastle University
Hasan Bakhshi, Newcastle University",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - GB, Labour Force Survey Longitudinal - UK
DBT: UK Innovation Survey",Office for National Statistics Secure Research Service,2025-03-04,2025/065,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Descriptive Monitoring,Business & Productivity
2025/045,Effects of Air Quality on health and human capital outcomes of children,"Ludovica Gazze, University of Warwick
Lorenzo Neri, University of St Andrews
Titir Bhattacharya, University of Warwick",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-02-24,2025/045,2025,2025Q1,Q1 2025,Health & Social Care; Environment & Agriculture; Education & Skills,Cross-Domain Linkage,Outcome Tracking,Health & Social Care
2025/035,How does the financial sector affect productivity in the UK?,"Marko Melolinna, Financial Conduct Authority",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - GB, Business Structure Database - UK, Longitudinal Business Database - UK",Office for National Statistics Secure Research Service,2025-02-07,2025/035,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Outcome Tracking,Business & Productivity
2025/057,Informing Targeted Campaigns for the Construction Industry Research,"Thomas Hope, Whole Life Consultants
Davide Vitali, Whole Life Consultants
Douglas Forbes, Whole Life Consultants",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-02-26,2025/057,2025,2025Q1,Q1 2025,Education & Skills; Labour Market & Employment,Single-Dataset,Descriptive Monitoring,Education & Skills
2025/053,Supply Chain Disruptions and the EU-UK TCA,"Holger Breinlich, The University of Surrey
Elsa Leromain, University of Antwerp
Martina Magli, University of Nottingham",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - GB, Annual International Trade in Services - UK, Annual Survey of Hours and Earnings - GB
Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK",Office for National Statistics Secure Research Service,2025-03-04,2025/053,2025,2025Q1,Q1 2025,Business & Productivity; Labour Market & Employment,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2025/038,Transport connectivity and productivity,"Larissa Marioni, National Institute of Economic and Social Research
Verity Hillier, National Infrastructure Commission",Digital Economy Act (2017),Office for National Statistics: Business Structure Database - UK,Office for National Statistics Secure Research Service,2025-03-03,2025/038,2025,2025Q1,Q1 2025,Business & Productivity,Single-Dataset,Outcome Tracking,Business & Productivity
2025/062,"Correlates of Key Stage 4 and Key Stage 5 attainment and Higher Education participation, and project qualifications","Cesare Aloisi, AQA Education
Josephine Brett, AQA Education",Digital Economy Act (2017),"Qualifications Wales, Department For Education, University and Colleges Admission Service: GRading and Admissions Data England-Ofqual-DfE-UCAS",Office for National Statistics Secure Research Service,2025-03-04,2025/062,2025,2025Q1,Q1 2025,Education & Skills,Single-Dataset,Descriptive Monitoring,Education & Skills
2025/047,"Exploring Neurodivergence in Education: A Comparative Longitudinal Study on its Influences, Impacts, and Contextual Changes","Emily Lowthian, Swansea University
Jennifer Keating, Cardiff University
George Leckie, University of Bristol",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-02-21,2025/047,2025,2025Q1,Q1 2025,Education & Skills; Health & Social Care,Cross-Domain Linkage,Life-Course / Trajectory Analysis,Education & Skills
2025/052,Do different innovation products produce different types and scales of firm outcomes,"James Currer, Innovate UK",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - GB, Business Structure Database - UK, Business Enterprise Research and Development - Great Britain
DBT: UK Innovation Survey",Office for National Statistics Secure Research Service,2025-03-04,2025/052,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Outcome Tracking,Business & Productivity
2025/050,Early Childhood Health Shocks and Education Outcomes of Children,"Angel Marcos Vera Hernandez, University College London
Jiangnan Liao, University College London",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-02-24,2025/050,2025,2025Q1,Q1 2025,Health & Social Care; Education & Skills,Cross-Domain Linkage,Outcome Tracking,Health & Social Care
2025/044,Productivity Challenge Quasi-Experimental Design Impact Evaluation,"Prabhat Vaze, Belmana
Shrishti Kajaria, Belmana",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Annual Survey of Hours and Earnings - GB",Office for National Statistics Secure Research Service,2025-02-27,2025/044,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2025/058,Causes and consequences of the growth-capital gap for UK-based scale-up companies: Implications for UK business investment and long-term productivity growth,"Ruicong Liu, The University of Manchester",Digital Economy Act (2017),Bank of England: Decision Maker Panel - UK,Office for National Statistics Secure Research Service,2025-02-28,2025/058,2025,2025Q1,Q1 2025,Business & Productivity,Single-Dataset,Descriptive Monitoring,Business & Productivity
2025/028,ESCoE P6.S1 Project: Development of the UK Labour Market Table,"Mechelle Viernes, King's College London
Mary O'mahony, King's College London",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - GB, Business Register Employment Survey - UK, Labour Force Survey Person - UK, Labour Force Survey Household - UK, Monthly Wages and Salary Survey - Great Britain, Online Time Use Survey - Great Britain, Vacancy Survey - UK
Office for National Statistics, HM Revenue & Customs: Annual Survey of Hours and Earnings linked to PAYE and Self-Assessment data Great Britain",Office for National Statistics Secure Research Service,2025-02-07,2025/028,2025,2025Q1,Q1 2025,Labour Market & Employment; Data Infrastructure & Methodology,Within-Domain Linkage,Methodological / Infrastructure Research,Labour Market & Employment
2025/049,School and place-based policies and children's long-term outcomes,"Emma Duchini, University of Essex
Catherine Van Der List, University of Essex",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-02-24,2025/049,2025,2025Q1,Q1 2025,Education & Skills,Single-Dataset,Policy Evaluation / Impact Analysis,Education & Skills
2025/048,Savers versus Investors,"Jumana Saleheen, Vanguard",Digital Economy Act (2017),Office for National Statistics: Wealth and Assets Survey - Great Britain,Office for National Statistics Secure Research Service,2025-02-24,2025/048,2025,2025Q1,Q1 2025,"Poverty, Inequality & Living Standards; Public Finance & Taxation",Single-Dataset,Descriptive Monitoring,"Poverty, Inequality & Living Standards"
2025/032,Risk factors for severe mental health outcomes among young people: a national cohort study,"Jessica Griffiths, King's College London
Neil Davies, University College London
Phoebe Barnett, University College London",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-02-03,2025/032,2025,2025Q1,Q1 2025,Health & Social Care; Education & Skills,Cross-Domain Linkage,Risk Prediction / Early Identification,Health & Social Care
2025/034,Educational Attainment and Chronic Conditions Among Children and Young People: Evidence from Linked Administrative Data,"Keyao Deng, University College London_x000D_
Richard Silverwood, University College London_x000D_
Liam Wright, University College London",Digital Economy Act (2017),NHS; DfE: Education and Child Health Insights from Linked Data - England,Office for National Statistics Secure Research Service,2025-02-05,2025/034,2025,2025Q1,Q1 2025,Education & Skills; Health & Social Care,Cross-Domain Linkage,Outcome Tracking,Education & Skills
2025/089,"The geographic distribution of applicants and students of clinical degrees, by ethnicity and socioeconomic background","Isabel Stockton, Institute for Fiscal Studies_x000D_
Oliver Harvey-Rich, Institute for Fiscal Studies_x000D_
Elaine Kelly, Institute for Fiscal Studies",Digital Economy Act (2017),University and Colleges Admission Service: Universities and Colleges Admissions Service - UK,Office for National Statistics Secure Research Service,2025-04-07,2025/089,2025,2025Q2,Q2 2025,"Education & Skills; Gender, Race & Ethnicity",Single-Dataset,Inequality / Disparities Analysis,Education & Skills
2025/072,Mapping the Northern Ireland Labour Market,"Christopher Smart, Nevin Economic Research Institute
",Digital Economy Act (2017),Office for National Statistics: Labour Force Survey Person - UK,Office for National Statistics Secure Research Service,2025-03-11,2025/072,2025,2025Q1,Q1 2025,Labour Market & Employment,Single-Dataset,Descriptive Monitoring,Labour Market & Employment
2025/073,Labour market transformations following technological advancement,"Elodie Chervin, University of Oxford",Digital Economy Act (2017),"Office for National Statistics: Annual Survey of Hours and Earnings Longitudinal - UK
Office for National Statistics, HM Revenue & Customs: Annual Survey of Hours and Earnings linked to PAYE and Self-Assessment data Great Britain",Office for National Statistics Secure Research Service,2025-03-11,2025/073,2025,2025Q1,Q1 2025,Labour Market & Employment,Within-Domain Linkage,Outcome Tracking,Labour Market & Employment
2025/068,The impact of board gender diversity of firms' performance,"Elis Tosetti, University of Padova",Digital Economy Act (2017),DBT: Longitudinal Small Business Survey - UK,Office for National Statistics Secure Research Service,2025-03-05,2025/068,2025,2025Q1,Q1 2025,"Business & Productivity; Gender, Race & Ethnicity",Single-Dataset,Outcome Tracking,Business & Productivity
2025/063,The impact of servitisation of the productivity of UK manufacturing firms,"Myun Gun Kim, University of Cambridge",Digital Economy Act (2017),"Office for National Statistics: Annual Respondents Database x - UK, UK Manufacturers Sales by Product Survey",Office for National Statistics Secure Research Service,2025-03-10,2025/063,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Outcome Tracking,Business & Productivity
2025/099,The value of class of degree,"Sandra McNally, The London School of Economics and Political Science_x000D_
Gillian Wyness, University College London",Digital Economy Act (2017),"DfE, DWP and HMRC: Longitudinal Education Outcomes SRS Iteration 2 Standard Extract - England",Office for National Statistics Secure Research Service,2025-04-15,2025/099,2025,2025Q2,Q2 2025,Education & Skills; Labour Market & Employment,Cross-Domain Linkage,Outcome Tracking,Education & Skills
2025/069,Understanding changes in resilience among children and young people,"Matthias Pierce, The University of Manchester_x000D_
Praveetha Patalay, University College London",Digital Economy Act (2017),Department For Education: The Second Longitudinal Study of Young People in England,Office for National Statistics Secure Research Service,2025-03-07,2025/069,2025,2025Q1,Q1 2025,Education & Skills,Single-Dataset,Descriptive Monitoring,Education & Skills
2025/054,Employment journeys of people working in the community care sector,"John Wildman, Newcastle University_x000D_
Ramakrishnan Radhakrishnan, Northumbria University_x000D_
Peter McMeekin, Northumbria University",Digital Economy Act (2017),Office for National Statistics: Annual Survey of Hours and Earnings linked to 2011 Census - England and Wales,Office for National Statistics Secure Research Service,2025-03-06,2025/054,2025,2025Q1,Q1 2025,Labour Market & Employment; Health & Social Care,Cross-Domain Linkage,Life-Course / Trajectory Analysis,Labour Market & Employment
2025/101,Family Finances: What difference does cash support for children make?,"Kitty Judith Stewart, The London School of Economics and Political Science_x000D_
Emma Tominey, University of York_x000D_
Suzanna Nesom, University of York",Digital Economy Act (2017),Office for National Statistics: Annual Population Survey - UK,Office for National Statistics Secure Research Service,2025-04-10,2025/101,2025,2025Q2,Q2 2025,"Poverty, Inequality & Living Standards",Single-Dataset,Policy Evaluation / Impact Analysis,"Poverty, Inequality & Living Standards"
2025/078,Production of estimates of investment in intangibles assets: training data using Employer Skills Survey data (ESS),"David Matthewson, Office for National Statistics",Digital Economy Act (2017),Department For Education: Employer Skills Survey and Investment in Training - UK,Office for National Statistics Secure Research Service,2025-03-17,2025/078,2025,2025Q1,Q1 2025,Business & Productivity,Single-Dataset,Descriptive Monitoring,Business & Productivity
2025/080,Impact of Non-Tariff Barriers in the Trade and Cooperation Agreement on Trade in Services,"Shania Bhalotia, The London School of Economics and Political Science",Digital Economy Act (2017),"Office for National Statistics: Annual Business Survey - GB, Annual Foreign Direct Investment Survey - UK, Business Structure Database - UK, Annual International Trade in Services - UK, Business Enterprise Research and Development - Great Britain, Producer Price Index - UK",Office for National Statistics Secure Research Service,2025-03-28,2025/080,2025,2025Q1,Q1 2025,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2025/083,Evaluation of DBT export promotion activities,"Thomas Baily, Frontier Economics Ltd_x000D_
Maria Guijon, Frontier Economics Ltd_x000D_
Andrew Leicester, Frontier Economics Ltd_x000D_
Brendan Rice, Department for Business and Trade_x000D_
Jagjit Bhabra, Department for Business and Trade",Digital Economy Act (2017),"Office for National Statistics: Business Structure Database - UK, Annual Business Survey - GB, Annual International Trade in Services - UK_x000D_
Office for National Statistics, HM Revenue & Customs: Linked Trade-in-Goods/Inter-Departmental Business Register - UK_x000D_
IPO: Patents, Designs and Trade Marks from Intellectual Property Office - UK_x000D_
DBT: UK Innovation Survey",Office for National Statistics Secure Research Service,2025-04-07,2025/083,2025,2025Q2,Q2 2025,Business & Productivity,Within-Domain Linkage,Policy Evaluation / Impact Analysis,Business & Productivity
2025/106,School attendance problems and educational attainment in children with neurodevelopmental conditions (intellectual disability and/or autism).,"Vanessa Cieplinska, University College London_x000D_
Vaso Totsika, University College London_x000D_
Gemma Lewis, University College London",Digital Economy Act (2017),"Office for National Statistics: Growing Up in England Wave 1, Growing Up in England Wave 2 - Exclusions, Absences and English School Census",Office for National Statistics Secure Research Service,2025-04-15,2025/106,2025,2025Q2,Q2 2025,Education & Skills; Health & Social Care,Single-Dataset,Outcome Tracking,Education & Skills
